,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim,kCO2_release_h,CO2sat_scale
mu0,34443.561638794345,-20416.690361012734,4290.289605975455,1441.4509638939721,5145.223768373398,8828.556448019977,-3643.040228022902,-10245.311286833661,-690.3883020557696,1606.381027771907,63.68281644241728,-112.45899926253986,-9.965647306524803,-191.03925011509077,372.7666305042261,507.2455278057098,-20.453670102677542,136.78954677738287,917.8878351028166,-3.2283832784584394,-1382.587525143338,0.0,0.0,2.760265640640581,1534.1772116585958,304.0680335591687,967.5664884115198,177.560516557514,126.19456427720732,2155.006876267791,240.09096633941215,109.29590963930399,0.6854969920007621,1705.1207468036698,47.27204373312857,-56.561434566934274
qN,-20416.690361012734,19371.73838614222,-550.7331341478896,-414.7590160850041,-5538.140784603156,-7456.6624713476995,2754.741902279112,7201.37704617606,688.6832847992358,-965.6796913288042,-39.369738275893994,-973.428892426135,-34.412622952032166,-625.3427740960886,766.2094837338582,-1313.052792943435,-502.1751527355101,-753.005515993395,-3513.4715075792274,6.514513839410305,5839.099952954997,0.0,0.0,-1.0515399527096028,-754.8894260475588,-177.5425835251169,-631.44327605275,-395.4927400421609,-368.2035662017803,-681.4063700456074,-170.06297313538641,-133.4124865122275,-0.3810586974779388,-984.6637320995762,-29.09929070690969,20.955393929875424
betaG0,4290.289605975455,-550.7331341478896,51441.865610021814,14065.849228391855,-43340.494367183994,-15333.65685334365,446.8932800363266,-3668.073963152146,473.2286442189843,-1453.2423584199073,-62.218306875710965,-186.31170154307725,-5.010978020017612,-91.12736102275923,90.38284216987572,-109.96115584978477,-167.222707670657,-128.25067648892906,-458.8754387680707,0.3517575659023102,832.7636864411795,0.0,0.0,1.5876307154357687,787.5149148092215,-115.46164170515578,-493.91961071605067,-105.07311023596982,-125.09302269862866,3148.183688067648,149.7797672067527,120.17146121346205,0.24436817556287407,569.3251810150674,-57.058062011129515,-72.44370692188794
betaF0,1441.4509638939721,-414.7590160850041,14065.849228391855,3950.3289385479547,-11675.09739089799,-4448.324396448338,170.30151729987296,-1229.0090949026148,133.50593468415065,-137.66550936210757,-5.874125260734907,-29.05958328301746,-0.7281113887033288,-13.079004570806593,9.755411305529343,-29.662969624297716,-28.746867071828085,-27.73415413503395,-100.46948389748239,0.1336788237352315,180.51184381064456,0.0,0.0,0.4843534402517464,239.8428907754586,-14.719960027201289,-81.08956681927847,-13.37341405904674,-22.787328762043202,943.8931654764365,67.0470277675914,48.86662313784654,0.07367936967675472,171.09985197919823,-20.3007269284111,-21.368572922082848
qEG,5145.223768373398,-5538.140784603156,-43340.494367183994,-11675.09739089799,51031.251489575974,16039.983261158504,-1435.7797347997264,-1734.9898027837826,-358.11888270746624,-5588.230910411125,-266.06082792514354,518.0665621100238,15.051044399568628,278.1198662498382,-335.5319895204075,133.42212143664347,428.5140849104421,236.40380395890216,823.344055221156,0.0011484786461022911,-1520.2399602757241,0.0,0.0,-1.1687879455651673,-648.0813511036481,264.4223279508135,936.550430428004,276.13441547772,275.40385509297,-2890.559887723549,-53.273167156025366,-57.378316793081396,-0.20072788058532406,-478.1901436804821,136.53132054156856,49.94743665506007
qEF,8828.556448019977,-7456.6624713476995,-15333.65685334365,-4448.324396448338,16039.983261158504,16586.207121522926,-4209.446243516097,-5219.187575285147,-107.86917850200626,-395.87179759749256,-19.124107921849184,330.5115199710387,8.213140636682136,154.98407152943489,-175.24385520651936,-75.31003769510477,315.31699972386883,100.35611985608415,237.40158493886753,1.0440993710326958,-507.31977726987975,0.0,0.0,0.051505197916794324,-5.079469570145363,245.4730318856602,852.547603682643,235.17332280368527,212.56919441767513,-413.7013791290149,133.10062083979804,71.6249662951674,-0.004427256096177012,-17.893405652763697,39.36197266690979,2.093837472330522
iG,-3643.040228022902,2754.741902279112,446.8932800363266,170.30151729987296,-1435.7797347997264,-4209.446243516097,1441.8076746107076,2204.534134726362,-8.068560506817686,47.95474564215107,2.31890460863254,-149.01088551451664,-4.199635402851166,-78.69761396417758,98.45426239791706,4.905824529669626,-123.58702626722618,-43.85006601198715,-136.13541103549002,-0.25596076447295824,266.10974724374864,0.0,0.0,-0.17662932502586226,-71.89124029224844,-86.26678272984789,-272.60413749738933,-90.14098439192944,-75.53848198584618,-174.82115410151735,-74.56201027331898,-48.33134187841493,-0.0199607735080597,-42.53716190611169,-7.977978859757231,7.141476437770219
iE,-10245.311286833661,7201.37704617606,-3668.073963152146,-1229.0090949026148,-1734.9898027837826,-5219.187575285147,2204.534134726362,6427.5330989435715,-75.39966727557959,-965.8221303039501,-40.46811859875138,-149.82942188267657,-2.8133793819785105,-54.217210363406394,53.92998271044357,151.83622553866752,-163.7383049707096,-15.982829450270085,78.41701499756365,-1.2869446728791314,-61.42020152079861,0.0,0.0,-0.5873079521357789,-256.4240234559353,-170.8387792955608,-599.6252427196312,-145.26434045901547,-128.46561599832617,-586.6874561242164,-157.4889993036443,-82.86271192953816,-0.08236457459853817,-186.24866061665958,-31.322202221277852,20.560171569792626
Kd0,-690.3883020557696,688.6832847992358,473.2286442189843,133.50593468415065,-358.11888270746624,-107.86917850200626,-8.068560506817686,-75.39966727557959,215.19329277202763,-12.827063031456031,-0.5858981096999762,-2.202821185522262,-0.0015800297762731952,1.110154652568986,-9.553556769312948,-58.50236180161938,-5.452043918732209,-25.772621933836326,-121.45893156715121,0.3704709483126143,204.90519975637673,0.0,0.0,-0.05144856386053047,-50.42242284443634,-0.5722582362768136,-2.9972665868243826,-0.49735879593906096,-0.5436386583490529,-25.419487032655304,-0.6285554448066534,-0.30964460674877253,-0.03215274896627164,-85.90864381302805,0.6437771192034885,0.42744133672267237
gammaG0,1606.381027771907,-965.6796913288042,-1453.2423584199073,-137.66550936210757,-5588.230910411125,-395.87179759749256,47.95474564215107,-965.8221303039501,-12.827063031456031,8758.811096767718,398.35700035353386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
