,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim,kCO2_release_h,CO2sat_scale
mu0,4597.542961474792,-4232.9748152436005,537.2000727453423,157.63849458583064,1544.424707671264,1582.8718427306706,-653.581138493135,-1899.7733835085967,159.071632415483,317.0092569607287,12.659391129667373,24.457255998523795,-1.0309519958508424,-20.07536028213379,47.47278309732884,220.43140303306632,163.99449697844472,260.7207935369464,954.0763184585385,-0.704139474866872,541.5336365905318,1015.8750677675134,-0.00913129505722176,0.12819177190748665,100.4303495929618,35.18896052520642,85.23004453867924,38.459301806593366,52.67620928335305,20.071705124749865,52.00429293371471,20.142200677341005,0.026985945296798666,66.2291959386511,27.617136990429675,-0.31986724965962154
qN,-4232.9748152436005,4230.634054357601,-201.39324359733746,-80.17239831247107,-1624.6488644458973,-1571.1283791822868,623.5948284674855,1695.5043746452236,-101.22650736780214,-245.4859325507621,-9.844151553203643,-142.4141054880745,-6.725551068599841,-106.3529008838054,98.00893234459895,-342.50707206504006,-270.1181435145964,-411.0788234089116,-1501.3180816026493,1.0755040123835444,280.11064430843203,-1077.4223609293033,0.0093558549276153,-0.06027922300166989,-55.28387050635058,-17.325642816234954,-52.39262380200966,-99.41297741965714,-145.90303063807656,-11.675275310160002,-42.57570024269436,-71.01675641959828,-0.015164267290975092,-37.86023979518279,-22.957847506687607,-1.660525373199084
betaG0,537.2000727453423,-201.39324359733746,7245.177750236682,1872.9684415368856,-5048.979095477942,-2045.993450724261,47.7850173311989,-801.2979024043785,1702.0191539967423,-468.01388908058806,-20.260733291810272,-17.871042600975354,0.13183434652063702,3.574091235986068,-15.941161573515718,-46.93819082068552,-64.86753667918134,-71.39277842151533,-244.83525233055354,0.10828674094735491,146.3137483583849,-155.78191660331677,0.0009117252243762545,-0.005751748608098222,-8.091696029782932,-11.455163107688904,-24.71385882482373,-24.554611917364852,-48.872398711374785,6.971719309322216,3.946647145782299,18.9655548834555,-0.0023030606192134093,-5.944945770256371,-10.063965873432808,-35.683591741265445
betaF0,157.63849458583064,-80.17239831247107,1872.9684415368856,516.0373708390966,-1300.2684027525002,-610.2504984923581,27.154794603709995,-243.92672653270495,497.39497229380186,-44.55988075698662,-1.9454916860013276,-1.4586518634564187,0.22797478108069258,4.213154286476314,-8.178936191890553,-13.109136472603703,-12.751710290668631,-17.75528320407834,-61.807265526314225,0.0369006144022029,23.283246945003363,-45.89000279753425,0.0002768685204159414,0.0012410239178127882,-0.006955506430922193,-0.587747673419259,-0.4871710442106223,3.324884228347754,-2.3551228514996967,2.492980764591777,4.210857161737287,22.612282883133737,-3.829786203039268e-05,-0.17501162592691896,-6.372125197630903,-5.680984400543708
qEG,1544.424707671264,-1624.6488644458973,-5048.979095477942,-1300.2684027525002,8182.733340875998,2432.808769497857,-371.9060655373267,-831.9665221217915,-1259.110015298105,-1984.8409205370262,-94.74245417481634,78.07110461334662,3.080126285285448,50.53407519052185,-46.85964819975989,63.51728323176896,172.46385080056024,131.77959542231613,434.7126877071285,-0.04025020979642029,-166.9641463341706,303.6025233118913,-0.0023884420127759007,0.07540776798618372,58.61051379201705,51.420177802523305,113.97327357663882,64.86258888998748,113.00375769308349,7.073846387687242,45.26018747635772,-29.25687361676869,0.0156952724176883,38.4754142316592,51.11603259016187,5.812852559457638
qEF,1582.8718427306706,-1571.1283791822868,-2045.993450724261,-610.2504984923581,2432.808769497857,3191.3544314707865,-957.8566546963186,-1181.7232401353726,-363.05785048292734,-149.98815203753279,-7.205568818863763,37.10357155950059,0.9132451392796437,16.3212103162715,-13.687705229398336,-31.114661357373,101.9992450126409,23.194167432728435,30.46056392706687,0.26894565045521873,263.30255600089924,174.6004987414604,-0.0014232797505495064,0.058179573375158604,46.23072382174731,34.14476075614306,77.78386234000143,71.20808724960409,95.11283290691529,6.607483769590126,34.938884482479686,60.59820555731104,0.012440897303767247,30.590675122797588,27.62574407226829,0.8206952580790783
iG,-653.581138493135,623.5948284674855,47.7850173311989,27.154794603709995,-371.9060655373267,-957.8566546963186,365.77963252897416,520.4208742798451,-37.032138268378326,20.72776631523299,1.0031835084663485,-21.78438576877566,-0.943347511024386,-16.105096925738827,17.66171126845936,4.112909232182131,-44.79757666721904,-15.451744371964534,-40.42290849284505,-0.0719623421451467,-41.76940559983737,-58.81460464082553,0.0005283941196347278,-0.025214843665615747,-19.03631147345502,-16.479865398187187,-37.02178192803399,-32.97888420603441,-40.65860552527458,-3.804975321018102,-17.292416430896964,-35.38762336335138,-0.00507704931208691,-12.399455194642606,-6.87602252015144,2.7632583661085643
iE,-1899.7733835085967,1695.5043746452236,-801.2979024043785,-243.92672653270495,-831.9665221217915,-1181.7232401353726,520.4208742798451,1591.0764473149816,-361.33312676544426,-276.27910263121686,-11.34552040394624,-19.991073226773327,-0.6584084736153285,-12.36681013281098,14.890259825264845,42.983847039007024,-55.85154372161403,4.586587449410132,60.41020167284078,-0.26928547195135216,-248.17942131961587,-78.74474802749401,0.0007766961761667317,-0.05600336124093234,-42.983950575606244,-24.38448795798108,-60.25978972293993,-39.94316489098491,-55.945098608837256,-11.416892228057012,-39.0551769383844,-26.262189781065242,-0.011513132380370359,-28.180669965010484,-23.9320897006336,4.247334777244895
Kd0,159.071632415483,-101.22650736780214,1702.0191539967423,497.39497229380186,-1259.110015298105,-363.05785048292734,-37.032138268378326,-361.33312676544426,708.4101729946858,-11.238873564187163,-0.5420794322718488,-1.6732914883725,0.25376084405168386,5.078525117518401,-10.652859929437422,-37.59558182882256,-19.69643520982758,-40.86328358214129,-152.07583674778215,0.13159144591012029,25.471128970756965,-122.81827242754159,0.0008256696871485505,-9.860198498425552e-28,0.0,2.958228394578781e-27,3.451266460341929e-27,-1.1239776314862466,-1.6557554134229657,0.0,4.930380657631326e-28,-1.7327400324793076,9.860761315262651e-28,-1.479114197289398e-27,0.48515520118333255,-0.07866315073844726
gammaG0,317.0092569607287,-245.4859325507621,-468.01388908058806,-44.55988075698662,-1984.8409205370262,-149.98815203753279,20.72776631523299,-276.27910263121686,-11.238873564187163,2960.224968029102,134.944606413114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
