batch,time_h,O2_mg_l,O2_uptake_mg_l_h,anaerobic_gate,fermentative_fraction,qCO2_base_g_l_h,qCO2_effective_g_l_h,CO2_dissolved_g_l,CO2_saturation_g_l,qgas_g_l_h
25170,0.0,7.377835907451994,0.05984706570937271,0.010228209505309897,0.08940995274488511,0.19816750852878415,0.017800455990688628,0.0,0.5869551108417126,0.0
25170,0.25,7.36287414102465,0.06038930679997221,0.01026939299430593,0.08944784155476146,0.19900152500304497,0.017883311046136604,0.004450113997672157,0.5908511775437374,3.130337480728957e-20
25170,0.5,7.347776814324657,0.06092905835040951,0.010311201385912077,0.08948630527503912,0.19980089958898042,0.017963240790409486,0.008920941759206307,0.5947737072608698,3.242397759814538e-20
25170,0.75,7.3325445497370545,0.06146604849564012,0.010353641829741743,0.08952535048336241,0.200564703023555,0.018040160357596917,0.013411751956808679,0.5987228483194174,3.3571493930560824e-20
25170,1.0,7.317178037613145,0.06199999920586655,0.01039672143566822,0.08956498372081477,0.20129202364192875,0.01811398619452703,0.017921792046207908,0.602698743798704,3.474393275687166e-20
25170,1.25,7.301678037811678,0.06253063552278816,0.010440447266302085,0.08960521148499792,0.2019819889513558,0.018184638000814185,0.022450288594839666,0.6067015362000084,3.59389430570405e-20
25170,1.5,7.286045378930981,0.06305770353170367,0.010484826335648382,0.08964604022879652,0.20263382359940804,0.018252043949995838,0.026996448095043212,0.6107313676924718,3.7153790916110087e-20
25170,1.75,7.270280953048055,0.06358098104734222,0.010529865620480442,0.08968747637084201,0.20324688216259,0.018316143659401273,0.03155945908254217,0.6147883803266097,3.8385339411311585e-20
25170,2.0,7.25438570778622,0.06410028230126817,0.010575572079756571,0.08972952631337605,0.20382066166891585,0.018376889343933164,0.03613849499739249,0.6188727162160522,3.963003434069558e-20
25170,2.25,7.238360637210903,0.0646154575375588,0.010621952678104596,0.08977219646385623,0.2043547974414745,0.018434245470692216,0.04073271733337578,0.6229845176726716,4.0883895711182295e-20
25170,2.5,7.222206772826513,0.06512638880583566,0.010669014409855728,0.08981549325706727,0.20484904693809447,0.018488187330589607,0.045341278701048836,0.6271239272909395,4.2142514867548674e-20
25170,2.75,7.205925175625054,0.06563298451187649,0.010716764320870664,0.08985942317520101,0.20530327007683982,0.018538699289098824,0.049963325533696236,0.6312910880011463,4.3401057013619017e-20
25170,3.0,7.189516929497085,0.06613517334950499,0.010765209527146805,0.08990399276497506,0.20571740815516198,0.018585772905008343,0.05459800035597094,0.6354861430929327,4.4654268953791666e-20
25170,3.25,7.172983136159709,0.06663289906776966,0.010814357229602582,0.08994920865123437,0.2060914659515381,0.01862940533111281,0.05924444358222303,0.6397092362297968,4.589649217975388e-20
25170,3.5,7.156324911392766,0.06712611579105134,0.01086421472549018,0.08999507754745097,0.20642549604618976,0.01866959791057176,0.06390179491500123,0.6439605114544569,4.7121681513949965e-20
25170,3.75,7.139543382445003,0.06761478468688062,0.010914789416696512,0.09004160626336079,0.20671958774243238,0.018706355184993036,0.06856919439264417,0.6482401131914634,4.832342974218195e-20
25170,4.0,7.122639686273283,0.06809887207717127,0.010966088815809407,0.09008880171054466,0.20697386071696308,0.01873968432740001,0.07324578318889242,0.6525481862583715,4.9494998542299523e-20
