,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim,kCO2_release_h,CO2sat_scale
mu0,3871.372427950657,-3483.3537949733523,-428.4551374671723,-125.13164495672916,2120.004747142232,2331.5689445031185,-765.1947194064093,-1945.139461207525,-17.597100876960294,356.4872500794482,14.577255346142366,13.845642347661775,-1.309046872522867,-21.4405197315973,35.62310395400726,116.58776122637515,117.05838496273526,169.67345335579225,585.8970551698582,-0.3113720559161967,839.3958859250256,805.5048903348547,-0.005426454626722806,0.09685644687975987,79.6103958834141,35.8580752372152,86.84239036434606,43.97685149397003,66.2923205418632,14.722950158565336,37.625046205718576,42.26822859157955,0.02060288951928226,51.625742129052554,16.222656623127254,-5.910755875251057
qN,-3483.3537949733523,3505.1504679017753,672.1876892643722,174.4869223083984,-2101.2479493055166,-2274.4795243337494,727.4235102686188,1742.4159375961056,40.886807187514755,-289.3138613582329,-12.024052314432504,-115.07627275675819,-6.074438013937241,-95.66052102365693,89.42310070319964,-219.64132163185394,-209.23323627953852,-313.31849609878185,-1093.3693561704386,0.5966508852489358,-47.600893307056026,-842.773783387225,0.005412573028963185,-0.036525098293128375,-38.66718333586578,-15.53447893968844,-48.07727059447623,-93.28525909724739,-150.72309148840054,-7.704783130900477,-29.442173497953597,-84.7707539800165,-0.010145709562779028,-26.110915986739215,-10.434795683470728,1.4830104332224472
betaG0,-428.4551374671723,672.1876892643722,5331.105415747356,1271.9768045271944,-3633.6724850269984,-2297.505100939986,280.51772268835356,93.05069653592264,669.2757521611908,-581.256419125031,-25.536139961174833,-18.21781857683939,-0.2829780108508488,-4.176250577668604,-1.3899791846769678,-31.556114450866875,-51.211130503875324,-62.98779649392393,-197.65003983354478,0.04207612801770211,148.57106830643775,-99.0359745109537,0.0004072484291187349,-0.004416224679001143,-6.939772988055859,-14.657549634107792,-33.16799304129853,-34.50336376269569,-70.35420912083197,5.640895149425041,4.249788644727213,-5.964051747346291,-0.0018504333457630819,-4.892484770415384,22.889777056067903,-65.56095964850566
betaF0,-125.13164495672916,174.4869223083984,1271.9768045271944,339.22888179662147,-848.7486622333508,-714.3130377150379,104.73479965632077,14.084327145220712,194.10267129695802,-61.47510241425206,-2.7432037107225766,-2.005064197298122,0.09741431354876051,1.7248494136698689,-3.4137564667191875,-7.50460071973454,-9.349344828963366,-14.646496728166436,-45.15252786764019,0.011705551813786214,18.440437622868682,-29.703063598569013,0.00013106350575680878,0.0010805244860111318,-0.0011955374278013536,-1.0462735917497827,-1.7002156860917763,-0.1124134464732369,-8.454617127663088,2.0555196580000654,3.955008703553312,16.116302389972653,-1.5233127173635129e-05,-0.10699846213288186,0.12379614521823187,-10.651453128532372
qEG,2120.004747142232,-2101.2479493055166,-3633.6724850269984,-848.7486622333508,7000.112341238841,2658.6150157732563,-560.3975185888644,-1556.933139191879,-439.93264332325896,-1669.1074341157864,-79.43318241032397,76.80089698587894,3.828638751094891,61.96025322957655,-59.92547253150415,72.4592052597104,151.47267948824586,142.37591874808737,464.3364225005327,-0.08875405366187858,-357.80961303015704,206.73170564915952,-0.0012596859947455155,0.06292314025577249,51.70795536771274,57.88799614973395,130.13825013889533,80.25270497376934,144.10970111120105,5.715535402403133,35.0586822805937,22.072430064010025,0.013378165843234004,33.5177678278738,32.68470586056028,1.0592122545825609
qEF,2331.5689445031185,-2274.4795243337494,-2297.505100939986,-714.3130377150379,2658.6150157732563,4960.299950759898,-1410.9218450212547,-2032.357948144515,-152.4262717628633,-110.7355764430481,-5.325220118307495,41.210577226099076,1.64700332872669,27.424190205652252,-25.16020645261051,10.897576525845741,93.26897428177513,64.62584740055141,174.37160544356547,0.09754834717843824,-36.061535547289196,130.13818476665432,-0.0008018214233670239,0.04626915208190117,39.20580208513558,36.400209890731105,83.72087448701215,76.26556433718441,118.97311791677934,5.011385698821164,25.975333314325837,75.39804430063799,0.010170948757359168,25.579987300064346,13.21081910378504,-1.5422546946291849
iG,-765.1947194064093,727.4235102686188,280.51772268835356,104.73479965632077,-560.3975185888644,-1410.9218450212547,468.3334046516056,680.4821538153567,-12.786947292818224,17.106503622000385,0.8295004534465121,-21.75714387551597,-1.104955976623661,-18.201380269229276,18.406737035773368,-8.488654293277806,-41.927815684998535,-26.643385988688394,-81.68081825186086,-0.017645941954788524,43.57549368112833,-46.12501028760887,0.00031421285399851233,-0.020773358134365396,-16.608070755030276,-17.951216438534363,-40.653965197187645,-31.959566866844355,-44.68862088670164,-2.964001763486298,-13.211289840169421,-36.88403663593378,-0.004289365759364697,-10.710920416725306,-5.67021943119572,5.864836643713769
iE,-1945.139461207525,1742.4159375961056,93.05069653592264,14.084327145220712,-1556.933139191879,-2032.357948144515,680.4821538153567,1813.7706642320686,-153.833422090901,-339.9153051398261,-14.271827327371605,-24.290608594602702,-1.1822610250306884,-19.8282429853949,20.43496633268541,-2.4034537913001373,-54.17447553385163,-35.42862972047929,-90.22475862002258,-0.0767630548105637,34.16572353967889,-57.11147818571594,0.0004352152278375845,-0.04519507047121777,-36.75983491986741,-26.020422186279028,-63.9608180096742,-46.03136783174378,-71.57375402679725,-8.855381659382076,-29.937662162088035,-44.92069334798815,-0.009508418584660751,-23.79795912238223,-17.845328787394134,14.268010185441014
Kd0,-17.597100876960294,40.886807187514755,669.2757521611908,194.10267129695802,-439.93264332325896,-152.4262717628633,-12.786947292818224,-153.833422090901,242.44612156996135,-12.826439094303716,-0.6147960047771205,-0.23068692920376455,0.2064035329248029,3.5534117947619706,-5.46967524046321,-13.381580769690403,-9.21833655893947,-18.085432924058995,-63.24174581819855,0.03985344093709266,-25.785967479276135,-64.91089204754945,0.00032062295191606193,-9.86019849842555e-28,-1.479114197289398e-27,-6.770640622312922e-58,-4.9303806576313265e-28,-0.999150304194858,-1.953959476579216,3.944304526105024e-27,4.9303806576313265e-28,-1.1799714656078706,-9.860761315262653e-28,-4.9303806576313265e-28,0.3431132596829102,0.2797731346377246
gammaG0,356.4872500794482,-289.3138613582329,-581.256419125031,-61.47510241425206,-1669.1074341157864,-110.7355764430481,17.106503622000385,-339.9153051398261,-12.826439094303716,2833.966903934891,128.3195696340949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaF0,14.577255346142366,-12.024052314432504,-25.536139961174833,-2.7432037107225766,-79.43318241032397,-5.325220118307495,0.8295004534465121,-14.271827327371605,-0.6147960047771205,128.3195696340949,5.915638188199705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
