,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim,kCO2_release_h,CO2sat_scale
mu0,4953.577493223628,-4615.151491273612,640.6027916220987,196.54202218306028,1629.5308931656632,1704.9391792874112,-708.5375395981595,-2012.1683397130905,146.58476350781964,328.2631009003277,13.309984941528555,28.819454157549785,-0.757537996817943,-18.476977210959863,49.65465599631014,249.67500903499996,173.32076128103213,291.8177688485892,1065.3622298889343,-0.8318406384220753,481.4089396396797,1108.7856177048127,-0.008548068098893762,0.14398514759115796,122.89786818631076,30.173872469175254,76.00207393808942,39.52609698757057,55.459615828898556,27.11745359062578,74.11847106481304,19.743805328418198,0.03165978032420824,78.9512722616508,30.98930513810296,-1.3624357582245041
qN,-4615.151491273612,4549.664437512198,-327.34887604286854,-119.33990521310598,-1712.6133769499625,-1687.2874756346614,676.3263881180857,1819.885149808334,-93.03411858662999,-258.9321268538748,-10.48457669503073,-134.67357182181877,-6.496994099083796,-97.91751774812612,86.10878513647884,-364.402893933946,-269.3423995027604,-433.26065192856765,-1572.1371574692914,1.1972994987101109,273.9454732005214,-1169.503734871899,0.008749851016043956,-0.08023711789426542,-76.34741418206796,-17.128143437072037,-52.12194382611502,-93.94789293390093,-141.2148393099227,-17.207808492314854,-61.78545474370572,-64.45573773228875,-0.020092584686902705,-50.685383326914845,-26.35823497760725,-0.18450225423276823
betaG0,640.6027916220987,-327.34887604286854,7541.7494199510065,1986.5958133673619,-5424.003941813376,-2144.5736930313647,46.52346486077906,-783.73222143932,1770.7071484218068,-459.45343313250163,-19.9357297884948,-15.861460359387358,0.14667391491920334,4.955443197804648,-17.762245107618323,-39.4934992203063,-58.73276112151696,-65.38318874470467,-213.15276251685555,0.08765589904293439,158.55418211663255,-128.53966091992842,0.0005931565383861328,-0.0054861167515698585,-9.604894529997347,-4.475658726741061,-5.028399300047147,-18.046109270156016,-43.71206841317089,9.381401985870518,5.822262294837308,32.31588256760103,-0.0027309658956338224,-7.168995832453256,-15.337097932478786,-19.13155000467589
betaF0,196.54202218306028,-119.33990521310598,1986.5958133673619,551.6393532648752,-1410.3176450436222,-640.5506759185149,27.418172232269992,-250.50524525531313,518.3883162719209,-43.368434829830285,-1.8892571462056276,-1.504829203864836,0.19706890710284491,3.9385749716875917,-7.965920143576119,-11.835599576106421,-11.43959291921802,-16.298874051011246,-55.58236222499626,0.03473069711359735,33.14515353291476,-37.24159859178731,0.00017598466655411693,0.0015520194628616726,-0.011943835098078698,0.40052607089084874,2.5636746284448644,2.4619236803654183,-3.218151530752648,3.192922902279305,4.9234693201586746,20.149940314178906,-7.530252373853661e-05,-0.2866319695674376,-7.248189476295705,-3.462136147373663
qEG,1629.5308931656632,-1712.6133769499625,-5424.003941813376,-1410.3176450436222,8702.175329115325,2593.765290523098,-384.8950540499278,-867.8423169559455,-1374.988050817642,-2039.0264232675465,-97.21937973452395,68.4164393034703,2.6186465590528667,40.294042501121965,-35.03967341453631,49.20248091521985,163.10612102779152,128.42371441256748,386.0881715075862,0.015819513250537667,-106.12061221032039,306.484949255521,-0.0020630163207522264,0.08192647957753117,69.7120854527682,36.691798278423505,79.73419170655609,58.430193473775915,108.85688520700222,9.377113004627336,61.55827910008138,-36.55560277040787,0.01789200454722935,44.58172136704671,57.11795293686337,2.8582093734998417
qEF,1704.9391792874112,-1687.2874756346614,-2144.5736930313647,-640.5506759185149,2593.765290523098,3383.4115768282636,-1015.4000108488542,-1229.16658007549,-404.15855255802666,-156.00820325312247,-7.486879653816831,34.82055961698617,0.7506279072124842,11.885836582749139,-8.375784318189101,-40.11512080907209,104.87593159927164,27.760317270374173,14.49342078339643,0.3241691854928245,301.59550416189575,190.36999286889585,-0.0013335550508559767,0.06757651540716184,58.1593172217363,27.088048063108147,61.67080794274033,70.64690144509787,96.81144416538525,9.485733039132166,51.323369019502294,58.057060257243315,0.014990008747975118,37.411431640113605,30.112965675104007,0.057446581428192145
iG,-708.5375395981595,676.3263881180857,46.52346486077906,27.418172232269992,-384.8950540499278,-1015.4000108488542,379.62838803423347,536.459534487353,-31.63283011964614,20.97610620003811,1.0162455547083953,-19.20268741762924,-0.7980150380367792,-13.016072138854481,14.223730219436712,8.188528160369087,-43.6200356129379,-16.048566232776288,-29.62485454904441,-0.09279600293012287,-66.16244225965077,-65.20017706098481,0.0004983523090883968,-0.02797026348498287,-22.960910291150462,-12.614594850137168,-28.54401003645473,-31.41063528337606,-39.79385338711884,-5.12847195736776,-23.893986402760767,-33.14326417223923,-0.005847598371074487,-14.508260255065448,-7.4315416446085365,1.7795066378615374
iE,-2012.1683397130905,1819.885149808334,-783.73222143932,-250.50524525531313,-867.8423169559455,-1229.16658007549,536.459534487353,1605.6207948280999,-337.942347187537,-277.4284970923265,-11.589005738602184,-13.722613673286606,-0.16752709198694082,-3.498294994300518,4.395427185117793,54.3707888379844,-53.75936572969567,6.868738049678566,90.94922349040817,-0.32987914614841335,-325.7973318954471,-98.14118586029629,0.0007902651493226335,-0.0615742139506244,-51.34388642675613,-19.536603236466867,-51.276866460542,-36.52856833631492,-52.80095101402132,-15.153308568006754,-52.66747719906819,-22.538772187189224,-0.013157755456603335,-32.72151580282858,-25.727349564977885,2.501873311278075
Kd0,146.58476350781964,-93.03411858662999,1770.7071484218068,518.3883162719209,-1374.988050817642,-404.15855255802666,-31.63283011964614,-337.942347187537,737.393099116308,-8.565995847500044,-0.41261707985777,-2.3208525473422963,0.15479196594121797,3.7180125847381014,-9.262669416941309,-39.12471240310403,-18.284397856522396,-41.02693882863468,-154.1895234940825,0.1443296178916994,42.60749341836714,-119.71201042130718,0.0006812547134695999,-1.9720396996851103e-27,0.0,6.770640622312922e-58,-1.9721522630525306e-27,-0.8726375746960138,-1.252714458429372,1.972152263052512e-27,-9.860761315262653e-28,-1.4426457626084448,-9.860761315262653e-28,4.9303806576313265e-28,0.45852551473510994,-0.01772165260012156
gammaG0,328.2631009003277,-258.9321268538748,-459.45343313250163,-43.368434829830285,-2039.0264232675465,-156.00820325312247,20.97610620003811,-277.4284970923265,-8.565995847500044,3018.5725354872916,138.08788618622506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
