,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim,kCO2_release_h,CO2sat_scale
mu0,5202.573303903161,-4434.699226649766,262.53546093366174,43.70775347984514,2070.3489683840935,2243.2333708595443,-849.6222116203762,-2482.2985033313603,150.46791588925194,359.73024010306966,13.675457736640759,33.002934434733646,-1.5399701375846004,-21.20478783204403,63.661349454633395,336.78845713486396,209.94325942935131,343.54276891295876,1285.3981520847426,-1.1489544783399777,195.8137921299667,1135.4483649693625,-0.011793317011842625,0.16035216912042652,91.84610167957078,47.91674135589021,77.83196989545756,42.87770766182875,49.66143875096774,12.952862189723868,34.27353881794563,8.91642483847098,0.029416392108261063,69.4828103325468,30.037289019226257,-3.644719015827722
qN,-4434.699226649766,4742.151977354305,149.6769942415266,34.623458272450335,-2076.677465587261,-2156.7116486341765,795.2716050681562,2117.31676787818,-99.86801620146086,-253.71894556598232,-9.819619786063711,-278.58258129921614,-11.372766482288977,-207.01464102388178,217.2879547969392,-571.9672004650608,-408.33085301075363,-593.9159343265326,-2236.452874819299,1.8873052570796989,1291.615192045077,-1225.2890464529285,0.011917202999281534,-0.018588574808582316,-21.208922030019743,-12.215103135196898,-24.6221206650606,-151.07838771005694,-186.6631983833104,-3.4347501776795615,-22.32023395677733,-69.21577710319217,-0.0071222988190856925,-18.378651632980688,-21.91595968393881,-1.0051770961497053
betaG0,262.53546093366174,149.6769942415266,5942.113105453596,1415.4096297505382,-4275.83704483271,-2186.293069710972,232.0628813076043,-158.4146498533704,1053.3754731803324,-463.6430386246791,-19.143948047900437,-33.00757381538187,-0.5928091094742098,-12.235174363957192,3.2423554997257185,-44.49138203749214,-63.676917499289736,-57.58186743252065,-226.9333918920905,0.08176054290204438,344.00102388849825,-40.8413101220059,8.114824436951975e-05,-0.0071765895001344535,-6.577395527113663,-18.529261915751526,-27.548418635414528,-36.70328696916927,-58.156026914635504,4.140889602140584,3.713347393339272,21.84476336565656,-0.0021681066687050552,-5.457791107556046,4.689543233244805,-72.13205854587464
betaF0,43.70775347984514,34.623458272450335,1415.4096297505382,369.70428390248685,-1050.0728955764894,-612.9712347684494,73.67904596640315,-45.95131852294023,301.0721463582297,-43.57219689140204,-1.806228127536108,-4.325545213479484,0.0015925192223925494,-0.30074686142649165,-2.681227750968662,-13.933880915456866,-10.106826340751942,-15.803288958246574,-58.814814561769374,0.040180500010721015,82.8382519733521,-12.519473764078546,4.318745248540077e-05,0.0006357390991705302,-0.20779567179667727,-1.687901174883833,-2.1952483931594307,2.2481960916931913,-5.762014443336135,1.2482202023954403,2.3050750746578657,23.829850299522782,-8.09631924297386e-05,-0.2690517459444399,-5.8505626916364895,-10.357224944163681
qEG,2070.3489683840935,-2076.677465587261,-4275.83704483271,-1050.0728955764894,8020.617987770729,2767.8936909963045,-580.6040621743971,-1599.533305401534,-810.5280128793087,-1949.8157705540282,-91.49706720270757,121.11020826926894,4.003550296841839,74.89939267225633,-77.56380189867784,85.27744288170695,223.05181763799882,128.65488387456395,542.092015574051,-0.031738333147510685,-372.7020465804717,300.08558618077785,-0.0027752127999695823,0.08107367248591678,46.310264676245396,69.76769903866557,105.14017072973667,95.01825063424444,133.10702489773405,4.1608847021250925,28.61805804185161,-32.84079144200207,0.014827333170270645,35.01421575522658,56.81117358160703,3.7390143444791293
qEF,2243.2333708595443,-2156.7116486341765,-2186.293069710972,-612.9712347684494,2767.8936909963045,4065.7321994768117,-1250.0107789785814,-1903.352613599741,-216.8800296903092,-130.7184299886123,-6.210886171612384,60.36438384126632,1.5316206719580068,30.158799404002114,-29.30275732337106,-4.54887686965229,130.08610251229243,37.093144516615986,181.86454666447747,0.2604172508344154,23.299364848771248,184.71209160121313,-0.0017317718328006323,0.0559391732729398,32.64123281073221,41.82426193695147,63.97118758374393,87.13651567597883,100.9335901165003,3.3179195954144642,19.420977478783882,43.706722596999235,0.010477013493820622,24.84458843367463,25.686423578495493,0.8672491723969493
iG,-849.6222116203762,795.2716050681562,232.0628813076043,73.67904596640315,-580.6040621743971,-1250.0107789785814,458.7946637039725,709.3342823731833,-23.79513645716264,17.330034773816134,0.8221993399447631,-33.394213092608986,-1.1271501674894937,-21.11593145726699,23.876476675081925,-4.286098246866608,-62.332170085139325,-19.077151006458525,-93.13070674036805,-0.07736925185938077,7.408408647969296,-81.43308196887402,0.0008112482297081304,-0.025915548655367562,-14.453321291552463,-21.141565856386347,-32.05684905090332,-41.17386024030222,-42.63083532871869,-2.06141888935689,-10.349617012158168,-30.066096861499155,-0.004618768613406212,-10.859305291897572,-7.68321889825373,5.602534196519381
iE,-2482.2985033313603,2117.31676787818,-158.4146498533704,-45.95131852294023,-1599.533305401534,-1903.352613599741,709.3342823731833,2055.346827827953,-227.29761250771793,-316.156464702965,-12.399864043210568,-36.40113272359719,-0.8604791348364847,-17.340436492693986,19.036913930600946,28.019387204598555,-93.04738606658643,-7.095896840424011,-62.04066697243986,-0.3047301137960008,-198.21536867239737,-162.29903597632557,0.001627672418153656,-0.061347083492772916,-34.93658573990649,-32.29180096467434,-52.31183148453165,-55.454637075261466,-66.45261359032779,-6.911783080098189,-25.711038777219017,-19.788066480335875,-0.011192429813913083,-26.42596987433892,-29.349709200297994,12.869995858754706
Kd0,150.46791588925194,-99.86801620146086,1053.3754731803324,301.0721463582297,-810.5280128793087,-216.8800296903092,-23.79513645716264,-227.29761250771793,440.2131802265657,-7.216228618552789,-0.3415037737088295,-3.0820989112952466,0.10567029071167397,1.530115985093767,-6.384422840023024,-35.017398271224344,-16.295877678639705,-33.286528904806666,-124.06669300282249,0.13210574994325136,55.09899619261588,-86.41385800478508,0.0006353980845028762,2.9580595495276655e-27,-2.958228394578796e-27,-4.930380657631302e-28,-1.9721522630525306e-27,-0.8339678286158397,-1.0930486896529577,-1.972152263052512e-27,-2.9582283945787957e-27,-0.8995936625581108,1.1210387714598576e-44,4.9303806576313265e-28,0.3251179568851286,0.017893979351754675
gammaG0,359.73024010306966,-253.71894556598232,-463.6430386246791,-43.57219689140204,-1949.8157705540282,-130.7184299886123,17.330034773816134,-316.156464702965,-7.216228618552789,2953.1055472129265,130.82034010527684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
