analysis,direction,eigenvalue,relative_eigenvalue
current_plus_campaign,1,1.266766120298608e-07,6.499522968586343e-13
current_plus_campaign,2,1.795537209259153e-07,9.212541404075717e-13
current_plus_campaign,3,0.0008910304494950174,4.571698579085406e-09
current_plus_campaign,4,0.0025287328979440847,1.29744214723182e-08
current_plus_campaign,5,0.10252109200348243,5.260151669387205e-07
current_plus_campaign,6,0.8979969389468019,4.607442239637058e-06
current_plus_campaign,7,44.26573566046637,0.00022711861411225083
current_plus_campaign,8,45.58660585490263,0.00023389573423702643
current_plus_campaign,9,74.17904595543824,0.00038059781142674
current_plus_campaign,10,99.90366981275105,0.0005125856984878781
current_plus_campaign,11,104.9122971636941,0.00053828396116392
current_plus_campaign,12,154.2624396811597,0.000791489647403514
current_plus_campaign,13,189.49525789314995,0.0009722621732450463
current_plus_campaign,14,197.20864570965335,0.0010118380195481985
current_plus_campaign,15,236.2060793589535,0.0012119260323692235
current_plus_campaign,16,276.6500641424551,0.0014194360090171317
current_plus_campaign,17,293.44347958360385,0.0015055996564590363
current_plus_campaign,18,547.608464620708,0.0028096692329880146
current_plus_campaign,19,642.499499094032,0.0032965361046145667
current_plus_campaign,20,940.9062536866093,0.0048276013299764315
current_plus_campaign,21,980.2608358904844,0.005029521800420424
current_plus_campaign,22,1794.2383869352057,0.009205877407153682
current_plus_campaign,23,1859.6058631703793,0.009541264821121529
current_plus_campaign,24,2618.103765200143,0.013432965472781605
current_plus_campaign,25,3207.2434804723825,0.01645572322558267
current_plus_campaign,26,3707.809179170098,0.019024025458993645
current_plus_campaign,27,4790.00264013647,0.02457654312053866
current_plus_campaign,28,6909.134052147114,0.03544938149623604
current_plus_campaign,29,6986.930379816579,0.03584853885484946
current_plus_campaign,30,9703.097954434043,0.0497846500713337
current_plus_campaign,31,14438.292963098982,0.07407998622407072
current_plus_campaign,32,26423.552029784278,0.13557394737454434
current_plus_campaign,33,39347.00760373783,0.20188160668944322
current_plus_campaign,34,117005.37119884089,0.6003310992999825
current_plus_campaign,35,164393.33167901123,0.8434692229361956
current_plus_campaign,36,194901.39913670186,1.0
