kCO2_release_h,CO2sat_scale
2.440314394536072e-19,-1.0653477933079263e-17
2.947498578825089e-19,-1.3450792958725062e-17
3.6416530359128353e-19,-1.7640924240269908e-17
4.1624408827531167e-19,-2.1420232299565213e-17
3.589434624089455e-18,-1.8647164969810197e-16
3.344304999217587e-17,-1.7540617939079073e-15
6.752307609253247e-16,-3.575951854443922e-14
2.328298278960732e-14,-1.2119478784921327e-12
9.243802587792896e-13,-4.730592277773118e-11
4.295267630498961e-11,-2.161753352057846e-09
8.128611948601166e-10,-4.1334638743795006e-08
1.7495145850663852e-08,-8.990068371415297e-07
4.3008505510023154e-07,-2.233577880658033e-05
2.013412684412099e-05,-0.0010436671050725738
0.0011148163395221546,-0.05652482514647045
0.03765758287804801,-1.102892913779263
0.10296301702887563,-1.1029257650148878
0.11428712709716185,-0.6588836714573673
0.09918774382477592,-0.4452572159378965
0.09243541905824709,-0.2133976573362334
0.08112196583053082,-0.11706458090003709
0.0738842044118206,-0.06201065583765562
0.06642273115711363,-0.04163237473053054
0.07288640402994429,-0.030107678431024756
0.09215263551027238,-0.02344862339418805
0.10785486633140014,-0.030615233074724295
0.15633509719270536,-0.031118397829961834
0.23545990463047445,-0.03015159498627917
0.3612434619095129,-0.03130362788224161
0.5431510842115429,-0.02917237085695571
0.7061192381315695,-0.025079250755710648
0.7446177373545007,0.016866535629267387
0.6142598182483622,0.04080969430753079
0.42703326040402945,0.054132691172122424
0.22670134247979531,0.031739409247544176
0.06641212279031196,0.018785689941617542
-0.05016069304594552,0.011198735075927176
-0.12928954101830298,0.006645524609457277
-0.1801613016673212,0.0038122818245037984
-0.2111369996349305,0.0019583774163408198
-0.2415276837136968,-0.013150517375215519
-0.2609649817311888,-0.02226424914606445
-0.27184695267565767,-0.0279815699085176
-0.23890529095671956,0.009185930196624776
-0.2077139320407069,0.029667118615094176
-0.18707624604129047,0.0396689427204073
-0.18896963111970594,0.027835278974007838
-0.1921806854999592,0.021011041264236825
-0.19469715610479818,0.017002903959240045
-0.19602806498755088,0.014592387653386513
-0.19627752236467533,0.013078318005739926
-0.1957855214458232,0.011986994891081465
-0.21018002598496602,-0.00666837763308631
-0.2189918472627648,-0.01756455188097375
-0.2304999320591096,-0.031329677491694456
-0.19507016413902498,0.006525153992546293
-0.17184880047178508,0.027780572247800395
-0.1569191540271904,0.039584050302010516
-0.1784633664282197,0.010550125261909987
-0.1906772639264008,-0.006202493029775845
-0.19721882251110587,-0.01599237618488121
-0.18039772269837726,0.000536823675597226
-0.17351723272670122,0.007060769875425828
-0.1696528592104484,0.010611124920893231
-0.1730511270662182,0.004976609461193591
-0.17405385286165115,0.0016312212856028864
-0.17350085034349566,-0.00040011937891085966
-0.16349751271670335,0.00971674271266207
-0.15795472022852913,0.015305806815450237
-0.15481591983163343,0.01833551643532304
-0.1543023418101489,0.018039102076328146
-0.15354177632559377,0.017759841337846166
-0.15267243825993349,0.017460949971936878
-0.1570323924160636,0.009631156900080625
-0.15766998789855247,0.005087755365588499
-0.15664276992409018,0.0023380570490782954
-0.1654164582829368,-0.014690511750207523
-0.1662742755271151,-0.024628708102621532
-0.16364938435376966,-0.03042124426488131
-0.14040025899114275,-0.004336113128152359
-0.13353717396674644,0.010264639315871155
-0.1350121734898935,0.01837450557009933
-0.14384436709261555,0.018981900816613242
-0.15399799098635383,0.019233084028669137
-0.16078641079612427,0.021350626677696327
-0.18768570416891198,0.0014941010749058808
-0.19821533712942174,-0.009839970072977851
-0.19614714282096032,-0.016322910271774675
-0.18307262810415972,-0.020087664739361764
-0.16219978549856937,-0.02231366547778736
-0.13790883543638408,-0.023657749511962693
-0.10566416772130115,-0.012985653213681801
-0.083800938746603,-0.00699422000264662
-0.06809422890456922,-0.0036506167085651737
-0.04863373383882454,0.009567819558009536
-0.03914778093287246,0.01693762923899995
-0.035748403293448805,0.018323404909562958
-0.032434293708583,0.020190212796237544
-0.029621096469808036,0.021139834931349577
-0.02704168804429726,0.02151150038565136
-0.03337665837198995,-0.001904798939755809
-0.028890349248940735,-0.01391096072619702
-0.022748565177158928,-0.019885757804212888
-0.015136775572832621,-0.009484944958981754
-0.010545417050048864,-0.0016451708526081016
-0.008178751882200349,0.0036734420250095117
-0.005402723580605326,0.011619887115210639
-0.004471241721071261,0.016447606444495493
-0.004307452200521152,0.019437357995174123
-0.007019946949364049,0.011912901381834916
-0.0072863290265530725,0.00763147961647668
-0.0067484971591369285,0.005094978685156909
-0.006387633603114693,-0.004820653584688034
-0.0047348727967115,-0.00817132605398135
-0.0032755544502142417,-0.008657530271309125
-0.003679510377015591,-0.0068734360146316216
-0.0035102233592413656,-0.002655130090545292
-0.0028387025825526917,0.003209993135377945
-0.0025025415765951974,0.004498983785994325
-0.0022429197738242125,0.005484766670334655
-0.002038565629273546,0.00623662428197075
-0.002126465908269809,0.000468309660428544
-0.0017796708980166672,-0.002198770704516419
-0.0013641453749861144,-0.0032524581929075655
-0.0006428484957872906,-0.0035831394927132625
-0.00026263723876077973,-0.0022979256877664273
-0.00010092653233151311,-0.001219111407261642
-0.00018662030771091951,-0.001874896764993597
-0.00033236259268098946,-0.0026749747924455615
-0.0005581350612497227,-0.003379513690530495
-0.0007418521445479145,-0.0034601863939960993
-0.0009261649452659442,-0.0029117584591527687
-0.0010666035193766308,-0.0014522833739372093
-0.0008211116390599549,-0.002309400961860343
-0.0006150587255726575,-0.002559100549948117
-0.00045474363244239177,-0.002491230293324055
-0.0005388591970819261,-0.002319552789409312
-0.0006289715116625222,-0.0019247981865662812
-0.0007018876222046129,-0.001166484535712143
-0.0007971014186998912,0.0006849403522764697
-0.0008111885450264475,0.0036037157168396596
-0.000709358966111127,0.007511123400013197
-0.0007212551262051688,0.0061160300401411835
-0.0007086221582223514,0.005055056613896996
-0.0006833284686795024,0.004241387728030425
-0.0005710891833284496,0.0005215020675556704
-0.00040808150081339425,-0.0009512370291416433
-0.00027450779491733286,-0.0013910664841243444
-0.00016898539460334143,-0.001358752697490821
-0.00010165312312645106,-0.0011185821887083028
-6.0275354311448915e-05,-0.0008446695205906625
-8.266406796112806e-05,-0.0009993714726874688
-0.0001121973181639199,-0.0011401048104190744
-0.00014949671091798046,-0.0012270331890958538
-0.00014674727086457374,-0.0011995288870580957
-0.0001440622836616312,-0.0011727646024195485
-0.00014142039676719601,-0.0011467010620787742
-0.00012312509473829268,-0.0010924453897831448
-0.00010724104538839512,-0.0010341989218546686
-9.348102319265763e-05,-0.0009739656053571903
-0.00010453575694328374,-0.0010015978256228105
-0.00011651472159127991,-0.0010178390151364468
-0.0001295666789117667,-0.0010198173400773494
-0.00022455056205839186,-0.0007993470996894291
-0.00034943322620439773,0.0005032433279557773
-0.0004437876126796754,0.003956132668477449
-0.0004071928491935114,0.0026210907358955155
-0.00036602916649493646,0.0016654081377724167
-0.0003291933289240037,0.0009942952185796672
-0.00022055490213982766,-0.000378297117429685
-0.0001386255954749501,-0.000790996447195637
-8.439625368376406e-05,-0.0008009251453796215
-6.0984174519532964e-05,-0.0007216655094547737
-4.390037523422856e-05,-0.0006228971751421624
-3.149324822479215e-05,-0.0005217549203232615
-8.136718259351303e-05,-0.0007633204880147495
-0.00018994511877402437,-0.0003464179569319878
-0.0003379256841223452,0.002984280002885455
-0.00027587089768407546,0.001146738353081612
-0.00021333478216779315,0.0001477011651008586
-0.00016045125791683718,-0.00036275599954363404
-0.00017339848875178913,-0.00018821093902832105
-0.00018630392527122828,2.6125900644731864e-05
-0.00019723995167234871,0.00027938690819647284
-0.0001339894802156642,-0.00038600380392698466
-8.809072748287364e-05,-0.0005977189214893341
-5.681680521582866e-05,-0.0006000376053800913
-5.681640565432137e-05,-0.0006000324026829876
-5.626159170490904e-05,-0.0005926094732738847
-5.571576013920109e-05,-0.0005853206663717772
-5.5178877026393043e-05,-0.0005781649650688757
0.0,0.0
2.80271953793468e-08,-1.2771693924662452e-06
0.9139650753737177,-1.332851729687849
1.4009691341305437,-0.7632633301663027
1.369689067507322,-0.4161072831065619
1.1562074666878464,-0.21988291558831288
0.9232183072703695,-0.10885813539861112
0.7672460204721989,-0.006023869285864942
0.6562896010319786,0.05182462630140351
0.5594053364533913,0.08429028598985362
0.39349874580128497,0.055730384551622936
0.22493223894495204,0.03912914901402025
0.08619460027613468,0.029287225958417703
-0.042696529586357466,-0.003622275648699574
-0.1464680526535659,-0.014752006929585854
-0.20684300940652786,-0.026182351293639074
-0.21958415226935996,-0.011689523391034098
-0.21606851534156218,-0.003965634364825692
-0.2068085630958333,-4.804114350775977e-05
-0.19632034366377452,0.0017405102732191194
-0.1863558696608169,0.0023397652233892933
-0.17749354581507204,0.00223083693539118
-0.18467400422948613,-0.012426672331670502
-0.19144172908798537,-0.021575173418793687
-0.195246736106909,-0.02744821205324
-0.16562759089759121,-0.0016736291391502153
-0.13808209303603364,0.01273963495504549
