,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim,kCO2_release_h,CO2sat_scale
mu0,4848.229614233418,-4361.153571478823,-582.8059292138423,-173.59351801454625,2534.271922224847,2779.7483230969465,-936.8836432708497,-2577.531422283805,6.433064809791677,381.48409273893395,14.424772339951648,42.43315369457219,-0.8279617301309281,-3.3525149729261976,34.825055278996174,323.1845592158478,193.04127147485363,355.8658753811967,1300.3812096906763,-1.0609639254081749,12.57712753662372,1010.1934741455657,-0.012154308250486892,0.14361923081990388,85.25373488950783,31.893332689103,54.81032381020647,45.28629450639429,61.94132830868211,59.699049193235865,14.48304871186673,10.15210999541349,0.029170247448504178,68.9674534539195,22.273935964966196,-1.0944261016458687
qN,-4361.153571478823,4507.6620430853545,848.3265627921485,216.9811855696036,-2526.7604569277346,-2728.1816104577706,903.5567333685473,2339.39693237735,20.99850234865094,-298.90507198535016,-11.499379350880375,-196.4610167620836,-7.927663069420788,-153.88502449188778,149.69625367105783,-470.6033356794369,-315.74800241717554,-522.9006290857933,-1934.1516136262462,1.502884626981528,988.884899155958,-1056.0631348767101,0.012139770812580778,-0.047137875963987226,-34.94818449869757,-8.898797049656707,-18.547053730132706,-110.60146442143903,-152.27035871064572,-36.961286551866486,-10.188134876863858,-45.419458025004985,-0.012426940594591995,-30.456454651170073,-18.096447405927254,-2.651121371829018
betaG0,-582.8059292138423,848.3265627921485,4963.27958209718,1094.576234988229,-3749.2300760425933,-2426.529580060556,411.6965407016983,488.87378938496244,794.7382410722951,-506.9711046723125,-20.49560118288548,-34.43833610220583,-1.2571909363626241,-24.802495636819966,22.445445001017962,-39.61334664582319,-46.32362349356349,-52.903078095787144,-211.52694474280747,0.0649892304852026,446.3725590336756,34.710662963077226,-0.0005739850180498272,0.008783871862803248,5.4684272586851534,-16.39640434246447,-27.34029939383255,-42.3835099542417,-67.8084017993912,20.62908241086335,3.027449990468411,8.067290927660844,0.002091136588271208,5.135981946798765,1.8511163909815536,-74.77609318379406
betaF0,-173.59351801454625,216.9811855696036,1094.576234988229,277.08438795550876,-880.7689122126515,-657.4144547460189,118.11681876693766,125.38032700372048,222.29565803736452,-47.47444986297371,-1.9324164716058878,-4.897111681144906,-0.15869709468546048,-3.3198760201048243,2.2836132996432346,-11.72214940293235,-6.164379122423028,-14.55378740324354,-51.87515289539111,0.03145294832711608,102.05449857009634,5.937679949743729,-0.00010618785087068458,0.008057273174184731,5.233406793691974,-1.616750545303507,-2.658649877403584,-0.39116040641183725,-8.108227847605221,10.786916054401013,1.0324813734384366,18.917879974076214,0.001902071471364337,4.629517243763354,-5.590644376641891,-9.94982966552291
qEG,2534.271922224847,-2526.7604569277346,-3749.2300760425933,-880.7689122126515,7573.946443878367,3041.34611167554,-730.0071289706666,-2151.6572437531995,-611.0475403788723,-1701.8897649245853,-78.52720583779283,115.59970434930017,4.579516688966786,87.26676669287112,-91.28649730641852,99.85229708240232,198.4280519085019,133.01457884019857,597.0474799696804,-0.10348435245522694,-538.8527706622274,236.56118109839358,-0.002640024380879983,0.05814304106733324,31.037384404722072,60.32899729966244,97.119000251319,94.7865220072181,141.46436049722217,-4.031644270045967,13.687294931953751,-22.995743538615343,0.010147118432054852,23.266103598606517,45.61471018875827,5.154914149338709
qEF,2779.7483230969465,-2728.1816104577706,-2426.529580060556,-657.4144547460189,3041.34611167554,5016.115403408063,-1531.3444034950248,-2535.618506772422,-190.90425746804567,-97.46603524940848,-4.612957134315093,61.42188016950838,2.2400110136531484,43.6587223081092,-44.35338607569663,42.02199887726167,113.31335175572785,71.11961364854594,333.00432232344093,0.061594112545449914,-264.23489748562844,149.47431984174636,-0.001654728404047431,0.053019562447541295,31.326099303113246,32.4044004933683,52.675504879226274,79.27332585077582,105.58212431013827,20.632454516527957,8.118830086029748,35.62188484352618,0.010707797266821454,25.297167636158523,21.27772715839903,3.1175507737475514
iG,-936.8836432708497,903.5567333685473,411.6965407016983,118.11681876693766,-730.0071289706666,-1531.3444034950248,535.8569969243413,859.8299918974085,-8.74133098236345,12.55685671508192,0.5915292724372159,-31.33885682116844,-1.2182736894689097,-23.19613700218981,24.902740578800625,-16.074185504366845,-56.63745037341208,-25.759998325458213,-132.7343625683239,-0.025951132774971297,72.87697421530487,-75.67724277449206,0.000874198274206865,-0.027397682896028605,-15.87077223002475,-17.587540036865597,-28.30991120082865,-36.49252676840671,-42.61006204510558,-11.311316101240621,-4.902478003275407,-25.38032642880625,-0.005420810060842621,-12.769012771585889,-6.069806767213374,4.805907689618807
iE,-2577.531422283805,2339.39693237735,488.87378938496244,125.38032700372048,-2151.6572437531995,-2535.618506772422,859.8299918974085,2350.6939736769446,-152.34401445318173,-368.4081918142639,-14.17439308015183,-43.73708542421532,-1.5414424528198614,-30.060139486100468,31.466774844816175,-22.294817189808708,-96.01051268931528,-44.72600552413815,-234.77180579573186,-0.10138038986693351,27.819052578792437,-181.9114369713631,0.0020729315851299784,-0.06874200953719184,-40.860626825149104,-26.50320916868493,-44.76131989816019,-55.594355512724995,-75.67207771845447,-34.09898810541133,-12.458680112840117,-17.725488492018687,-0.014055391530466727,-33.2936340027782,-24.79129862344834,13.002091990526703
Kd0,6.433064809791677,20.99850234865094,794.7382410722951,222.29565803736452,-611.0475403788723,-190.90425746804567,-8.74133098236345,-152.34401445318173,388.0447200552257,-11.008724403383933,-0.5111602251301937,-2.2139160230744275,0.13902398390360426,1.5320136358009653,-5.179271730600811,-27.94222169099319,-13.033485169806262,-29.43957042329326,-105.48931769918546,0.10061155707854531,45.998438694901985,-69.3886050816399,0.000611663745998504,-0.00022809047625952625,-0.1559504067257157,4.930380657631301e-28,-2.4651903288156633e-27,-1.45240359928627,-2.0644506274384953,-0.29620240642891466,-9.860761315262653e-28,-1.6766107834292947,-5.677592705130606e-05,-0.1390358880880064,0.3318335762840471,-0.008834601780639492
gammaG0,381.48409273893395,-298.90507198535016,-506.9711046723125,-47.47444986297371,-1701.8897649245853,-97.46603524940848,12.55685671508192,-368.4081918142639,-11.008724403383933,2796.0074646113503,120.47464882234695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaF0,14.424772339951648,-11.499379350880375,-20.49560118288548,-1.9324164716058878,-78.52720583779283,-4.612957134315093,0.5915292724372159,-14.17439308015183,-0.5111602251301937,120.47464882234695,5.336887059340695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_N,42.43315369457219,-196.4610167620836,-34.43833610220583,-4.897111681144906,115.59970434930017,61.42188016950838,-31.33885682116844,-43.73708542421532,-2.2139160230744275,0.0,0.0,165.0230989577114,8.904170583395052,160.7577226622363,-187.41206635807825,93.21777641003014,35.731460783159655,101.26331415150665,351.86485885506784,-0.3319415797746622,-491.53707422060086,43.06500909486121,-0.00044928026961209733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
