,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim,kCO2_release_h,CO2sat_scale
mu0,5041.095624756887,-4496.9539830609,-776.928349095501,-164.6599362388642,3294.6486392484203,4024.1655936694374,-1392.0890233116909,-3722.12388546639,4.44846420704347,453.9765156814821,16.599767504669643,33.6838286642507,-0.25084081499583255,2.3080482028545326,14.918799692002494,236.97314217311472,144.23583638745933,282.03882805757485,1050.618997706207,-0.7400294293335069,203.9999680489479,853.6316417799452,-0.006999654635995988,0.13925737109931896,97.84984101554505,42.186616419664944,100.76030493098627,48.250908060446555,76.57805258646913,83.54084680204343,57.701812023721814,20.69551302935942,0.030738384954732783,77.30452137822077,11.255735424918578,-5.420741072674501
qN,-4496.9539830609,4506.673500560297,1006.7986353895119,205.94838553431694,-3179.6862845211404,-3873.7575110473904,1317.5876021315048,3397.2539686238206,-1.6054340657962474,-373.9692541537205,-13.89081233017933,-150.36615168773375,-7.114325595619464,-134.80338162786174,129.8505017075476,-351.15836801625545,-240.61478100545204,-423.7223531731438,-1591.7804461847763,1.0599316372861107,670.2810676218811,-876.9129579480987,0.006838282183947339,-0.053774261089768245,-45.25868986503993,-17.797011478029784,-55.14136950645583,-92.25196972462747,-146.18055915282446,-52.36111809680443,-46.15040731154535,-38.69921277648932,-0.014693145062897105,-37.99257566866694,-8.02396383944674,1.0395161517684648
betaG0,-776.928349095501,1006.7986353895119,5870.1557654402695,1228.080132882342,-4406.541718770341,-3604.4873500541935,759.752955475781,1054.4737243165605,83.5229679663758,-621.2743903790104,-23.843374498716365,-37.187173159863,-2.152698956347105,-39.91595951236403,41.066595162836464,-73.77828891035004,-38.28322375926285,-91.50126833924351,-345.5646894843086,0.20398634831760767,721.7819241758117,70.08655293421523,-0.0005876224162330153,0.015630667194273678,11.310041691190508,-18.618063898343692,-39.19375482978137,-44.05297621060425,-85.56234415420239,30.96308684532694,-3.955535172630934,3.8411644769855133,0.0038029890706222525,10.060261437313006,11.729073768926408,-71.87909364222281
betaF0,-164.6599362388642,205.94838553431694,1228.080132882342,286.42962764542295,-918.902643202498,-887.8643427117522,192.55277013353006,216.14826613734851,21.35944801769618,-63.13740878767705,-2.4547536980601485,-6.0711989108202875,-0.3928612647117417,-7.272318170604855,7.532090755266077,-17.062584622036198,-4.575043591018023,-20.404115363402777,-73.06313488843563,0.05483814085418872,152.79148493964666,15.874034071844266,-0.0001273109831535864,0.009948040454613163,7.399986537321843,-1.1132117352903608,-0.6733130616523595,-4.432588197502444,-14.111516305543127,14.423761582906922,4.496817699958788,9.20947215432202,0.0024654128083823543,6.360049588259459,-2.801854284319144,-9.9130876379074
qEG,3294.6486392484203,-3179.6862845211404,-4406.541718770341,-918.902643202498,8506.865776334023,4382.255592923124,-1186.0964322324262,-3360.5192147877337,-55.49357636150115,-1304.54335603748,-56.81884376599892,108.25133529394661,5.467951614056109,101.28718073892028,-104.22653345934819,153.48660791253187,172.73007573968806,197.82110494781944,804.8003723417164,-0.3386877409435782,-958.5837013902642,175.03357017673136,-0.001369737424712108,0.0595607443151599,38.01333593084759,70.35079658364296,148.86019789574226,100.42169169694307,167.34922746316727,5.2073389211063335,57.4212349398636,10.50764560877321,0.011627407118484213,27.827417076359172,32.916447871982584,0.5478675802663098
qEF,4024.1655936694374,-3873.7575110473904,-3604.4873500541935,-887.8643427117522,4382.255592923124,7936.928997245453,-2489.3672412790283,-4228.86168560481,-38.823341115830246,-40.61824911478757,-1.8817743673312246,71.5358181179957,3.852052030936615,71.27910191070721,-73.6879410840568,133.7464082247363,108.79138043938006,169.90534853425586,670.3827892717328,-0.3229887733982671,-833.2349875330534,124.91958876028409,-0.0009376103539058155,0.05663518250158058,39.75241858024555,42.23118357720707,95.25550123319823,79.48136249979491,131.47314229903097,31.9203832176068,46.15398913759994,30.313345206078598,0.012487021821556293,31.35202548599381,12.080985264806237,-0.14677910323130072
iG,-1392.0890233116909,1317.5876021315048,759.752955475781,192.55277013353006,-1186.0964322324262,-2489.3672412790283,853.5446956919104,1427.9496103743777,4.680924604919939,4.727533651549193,0.21260415375582178,-31.263460520209634,-1.5520566034777543,-28.740244007086773,29.59766652915208,-41.54623638825165,-52.26034799278217,-54.54560551875328,-226.59838603353415,0.08160419976361018,232.90452596608182,-66.854844920091,0.000519645346750771,-0.02953277564809298,-20.32804993172381,-21.782795594665046,-48.00592018266852,-32.854467529792615,-47.55138307720934,-17.57069235785293,-22.83884662021062,-17.925401333470298,-0.006420431125346132,-16.007767921859198,-4.295276583641169,5.888601934318095
iE,-3722.12388546639,3397.2539686238206,1054.4737243165605,216.14826613734851,-3360.5192147877337,-4228.86168560481,1427.9496103743777,3766.168287628428,-6.955046101956473,-485.99170416499226,-18.130819946160145,-46.56171861017084,-2.333743409776195,-43.36723335607631,44.2985992554787,-88.90516525191254,-87.36816806923835,-116.01469216591425,-473.1639600406929,0.1838523231097539,427.56534943345144,-164.01426369108512,0.0012372380755415284,-0.07802814817020766,-55.33328151946191,-35.661940463382756,-88.39715802999129,-57.70643473689765,-93.10603669849885,-57.324857985918634,-57.641318116753396,-25.438290778291236,-0.01758272483543148,-44.342918214220916,-15.814989927003724,15.78200537155716
Kd0,4.44846420704347,-1.6054340657962474,83.5229679663758,21.35944801769618,-55.49357636150115,-38.823341115830246,4.680924604919939,-6.955046101956473,21.772777426721042,-3.1095044698154912,-0.14061300258844842,-0.4816198530921404,0.011903038588009188,0.03888932065339329,-0.49741592720300964,-5.061702174831862,-1.971713419874273,-5.839451721912894,-20.589205371840762,0.01797501674585202,10.847681228081957,-11.892580353273981,6.661765030654055e-05,-1.7640868153863123e-05,-0.013985917472731238,4.930380657631301e-28,-4.9303806576313265e-28,-0.34627868107681803,-0.7069558436088317,-0.026424799011034093,1.1210387714598576e-44,-0.23782318696347662,-4.849809617921108e-06,-0.012329470687748983,0.05146614586602138,-0.020122917526425928
gammaG0,453.9765156814821,-373.9692541537205,-621.2743903790104,-63.13740878767705,-1304.54335603748,-40.61824911478757,4.727533651549193,-485.99170416499226,-3.1095044698154912,2671.2014043553977,107.2614135753148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaF0,16.599767504669643,-13.89081233017933,-23.843374498716365,-2.4547536980601485,-56.81884376599892,-1.8817743673312246,0.21260415375582178,-18.130819946160145,-0.14061300258844842,107.2614135753148,4.428271333529179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_N,33.6838286642507,-150.36615168773375,-37.187173159863,-6.0711989108202875,108.25133529394661,71.5358181179957,-31.263460520209634,-46.56171861017084,-0.4816198530921404,0.0,0.0,124.41800897846505,7.271608559193408,131.74555622944536,-142.6697070299022,63.428821062986444,25.162958356940514,75.18419418666599,271.94116344245685,-0.2072055910267503,-373.30176828125843,31.731115522937465,-0.00022357239575028327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_stat,-0.25084081499583255,-7.114325595619464,-2.152698956347105,-0.3928612647117417,5.467951614056109,3.852052030936615,-1.5520566034777543,-2.333743409776195,0.011903038588009188,0.0,0.0,7.271608559193408,0.6809047068088848,11.853325078620568,-14.096324818034615,4.371163629871584,0.9612524086968254,5.03765540957181,17.549302090262096,-0.015599687080931577,-25.542777885019817,1.2290218318811168,-8.07450440612016e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrO2,2.3080482028545326,-134.80338162786174,-39.91595951236403,-7.272318170604855,101.28718073892028,71.27910191070721,-28.740244007086773,-43.36723335607631,0.03888932065339329,0.0,0.0,131.74555622944536,11.853325078620568,207.2730870432862,-244.11012427065538,79.75827381019823,18.533492826765116,92.16500150053524,322.2519246895894,-0.28225825694940726,-466.86658821481194,23.765021276614405,-0.0001573468971276534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrDrain,14.918799692002494,129.8505017075476,41.066595162836464,7.532090755266077,-104.22653345934819,-73.6879410840568,29.59766652915208,44.2985992554787,-0.49741592720300964,0.0,0.0,-142.6697070299022,-14.096324818034615,-244.11012427065538,294.0646644550407,-85.52288253420024,-17.524345236904868,-98.18957815817271,-340.35914810873606,0.30871234367018724,499.03698251693464,-21.827635277763157,0.0001421447900142508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldPyr,236.97314217311472,-351.15836801625545,-73.77828891035004,-17.062584622036198,153.48660791253187,133.7464082247363,-41.54623638825165,-88.90516525191254,-5.061702174831862,0.0,0.0,63.428821062986444,4.371163629871584,79.75827381019823,-85.52288253420024,279.3478402600915,103.72553697201384,328.9780994299769,1181.810089680768,-0.9306400704864215,-1640.289184364716,127.48394245752141,-0.000898470156471531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldS_N,144.23583638745933,-240.61478100545204,-38.28322375926285,-4.575043591018023,172.73007573968806,108.79138043938006,-52.26034799278217,-87.36816806923835,-1.971713419874273,0.0,0.0,25.162958356940514,0.9612524086968254,18.533492826765116,-17.524345236904868,103.72553697201384,157.76504990296647,129.92365521005112,533.4189263876668,-0.2513271576825245,-596.944048742738,135.03907548631398,-0.0011324261305390357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
