timestamp,fermentador,flow_sccm,status
2026-03-29 18:25:22,F2,2.9172,OK
2026-03-29 18:25:32,F2,2.7962,OK
2026-03-29 18:25:42,F2,2.8120,OK
2026-03-29 18:25:53,F2,2.8172,OK
2026-03-29 18:26:03,F2,2.8672,OK
2026-03-29 18:26:13,F2,2.7778,OK
2026-03-29 18:26:24,F2,2.6805,OK
2026-03-29 18:26:34,F2,2.6147,OK
2026-03-29 18:26:44,F2,2.6805,OK
2026-03-29 18:26:55,F2,2.5568,OK
2026-03-29 18:27:05,F2,2.2806,OK
2026-03-29 18:27:15,F2,1.7914,OK
2026-03-29 18:27:26,F2,1.5993,OK
2026-03-29 18:27:36,F2,1.4941,OK
2026-03-29 18:27:46,F2,1.6598,OK
2026-03-29 18:27:57,F2,1.7992,OK
2026-03-29 18:28:07,F2,1.8019,OK
2026-03-29 18:28:17,F2,2.0465,OK
2026-03-29 18:28:28,F2,2.0255,OK
2026-03-29 18:28:38,F2,2.0597,OK
2026-03-29 18:28:48,F2,2.2412,OK
2026-03-29 18:28:59,F2,2.1833,OK
2026-03-29 18:29:09,F2,2.3438,OK
2026-03-29 18:29:19,F2,2.5621,OK
2026-03-29 18:29:30,F2,2.2885,OK
2026-03-29 18:29:40,F2,2.2885,OK
2026-03-29 18:29:50,F2,2.4437,OK
2026-03-29 18:30:01,F2,2.3148,OK
2026-03-29 18:30:11,F2,2.2412,OK
2026-03-29 18:30:21,F2,2.0991,OK
2026-03-29 18:30:32,F2,1.9807,OK
2026-03-29 18:30:42,F2,2.0702,OK
2026-03-29 18:30:52,F2,2.0860,OK
2026-03-29 18:31:02,F2,2.1938,OK
2026-03-29 18:31:13,F2,2.4516,OK
2026-03-29 18:31:23,F2,3.4301,OK
2026-03-29 18:31:33,F2,3.5038,OK
2026-03-29 18:31:44,F2,3.6721,OK
2026-03-29 18:31:54,F2,3.1987,OK
2026-03-29 18:32:04,F2,3.0566,OK
2026-03-29 18:32:15,F2,3.1303,OK
2026-03-29 18:32:25,F2,2.8830,OK
2026-03-29 18:32:35,F2,2.8777,OK
2026-03-29 18:32:46,F2,2.8041,OK
2026-03-29 18:32:56,F2,2.8172,OK
2026-03-29 18:33:06,F2,2.7146,OK
2026-03-29 18:33:17,F2,2.7015,OK
2026-03-29 18:33:27,F2,2.6015,OK
2026-03-29 18:33:37,F2,2.8830,OK
2026-03-29 18:33:48,F2,2.7120,OK
2026-03-29 18:33:58,F2,2.6015,OK
2026-03-29 18:34:08,F2,2.6726,OK
2026-03-29 18:34:19,F2,2.7830,OK
2026-03-29 18:34:29,F2,2.8830,OK
2026-03-29 18:34:39,F2,2.7331,OK
2026-03-29 18:34:50,F2,2.7331,OK
2026-03-29 18:35:00,F2,2.7594,OK
2026-03-29 18:35:10,F2,2.7068,OK
2026-03-29 18:35:21,F2,2.8567,OK
2026-03-29 18:35:31,F2,2.9172,OK
2026-03-29 18:35:41,F2,2.7068,OK
2026-03-29 18:35:52,F2,2.8593,OK
2026-03-29 18:36:02,F2,2.8330,OK
2026-03-29 18:36:12,F2,2.7962,OK
2026-03-29 18:36:23,F2,2.7909,OK
2026-03-29 18:36:33,F2,2.7331,OK
2026-03-29 18:36:43,F2,2.7962,OK
2026-03-29 18:36:53,F2,2.7909,OK
2026-03-29 18:37:04,F2,2.7725,OK
2026-03-29 18:37:14,F2,2.8041,OK
2026-03-29 18:37:25,F2,3.0408,OK
2026-03-29 18:37:35,F2,2.7883,OK
2026-03-29 18:37:45,F2,2.8856,OK
2026-03-29 18:37:55,F2,2.7883,OK
2026-03-29 18:38:06,F2,2.8199,OK
2026-03-29 18:38:16,F2,2.7699,OK
2026-03-29 18:38:26,F2,2.8514,OK
2026-03-29 18:38:37,F2,2.9488,OK
2026-03-29 18:38:47,F2,2.8856,OK
2026-03-29 18:38:57,F2,3.0145,OK
2026-03-29 18:39:08,F2,2.9724,OK
2026-03-29 18:39:18,F2,2.8856,OK
2026-03-29 18:39:28,F2,2.8620,OK
2026-03-29 18:39:39,F2,2.9093,OK
2026-03-29 18:39:49,F2,2.9488,OK
2026-03-29 18:39:59,F2,2.8988,OK
2026-03-29 18:40:10,F2,2.7962,OK
2026-03-29 18:40:20,F2,2.7909,OK
2026-03-29 18:40:30,F2,2.9040,OK
2026-03-29 18:40:41,F2,2.8830,OK
2026-03-29 18:40:51,F2,2.8593,OK
2026-03-29 18:41:01,F2,2.8225,OK
2026-03-29 18:41:12,F2,2.8514,OK
2026-03-29 18:41:22,F2,2.8251,OK
2026-03-29 18:41:33,F2,2.7173,OK
2026-03-29 18:41:43,F2,2.8383,OK
2026-03-29 18:41:53,F2,2.8646,OK
2026-03-29 18:42:03,F2,2.7699,OK
2026-03-29 18:42:14,F2,2.7410,OK
2026-03-29 18:42:24,F2,2.8383,OK
2026-03-29 18:42:34,F2,2.7252,OK
2026-03-29 18:42:45,F2,2.6752,OK
2026-03-29 18:42:55,F2,2.8804,OK
2026-03-29 18:43:05,F2,2.7199,OK
2026-03-29 18:43:16,F2,2.8225,OK
2026-03-29 18:43:26,F2,2.8751,OK
2026-03-29 18:43:36,F2,2.8646,OK
2026-03-29 18:43:47,F2,2.8435,OK
2026-03-29 18:43:57,F2,2.8883,OK
2026-03-29 18:44:07,F2,2.7962,OK
2026-03-29 18:44:18,F2,2.8830,OK
2026-03-29 18:44:28,F2,2.8909,OK
2026-03-29 18:44:38,F2,2.8698,OK
2026-03-29 18:44:49,F2,2.9093,OK
2026-03-29 18:44:59,F2,2.8462,OK
2026-03-29 18:45:09,F2,2.8356,OK
2026-03-29 18:45:20,F2,2.8751,OK
2026-03-29 18:45:30,F2,2.8409,OK
2026-03-29 18:45:40,F2,2.9724,OK
2026-03-29 18:45:51,F2,2.9488,OK
2026-03-29 18:46:01,F2,2.8935,OK
2026-03-29 18:46:11,F2,3.0882,OK
2026-03-29 18:46:22,F2,3.0329,OK
2026-03-29 18:46:32,F2,3.1013,OK
2026-03-29 18:46:42,F2,3.0408,OK
2026-03-29 18:46:53,F2,3.0671,OK
2026-03-29 18:47:03,F2,3.0566,OK
2026-03-29 18:47:13,F2,2.9777,OK
2026-03-29 18:47:24,F2,2.9908,OK
2026-03-29 18:47:34,F2,3.0987,OK
2026-03-29 18:47:44,F2,2.9409,OK
2026-03-29 18:47:55,F2,2.9961,OK
2026-03-29 18:48:05,F2,3.0145,OK
2026-03-29 18:48:15,F2,3.0040,OK
2026-03-29 18:48:26,F2,3.0513,OK
2026-03-29 18:48:36,F2,3.0303,OK
2026-03-29 18:48:46,F2,3.0961,OK
2026-03-29 18:48:57,F2,3.2197,OK
2026-03-29 18:49:07,F2,3.1855,OK
2026-03-29 18:49:17,F2,3.2039,OK
2026-03-29 18:49:28,F2,3.1723,OK
2026-03-29 18:49:38,F2,3.2355,OK
2026-03-29 18:49:48,F2,3.2565,OK
2026-03-29 18:49:59,F2,3.3407,OK
2026-03-29 18:50:09,F2,3.2460,OK
2026-03-29 18:50:19,F2,3.3328,OK
2026-03-29 18:50:30,F2,3.3354,OK
2026-03-29 18:50:40,F2,3.4091,OK
2026-03-29 18:50:50,F2,3.3486,OK
2026-03-29 18:51:01,F2,3.5196,OK
2026-03-29 18:51:11,F2,3.3775,OK
2026-03-29 18:51:21,F2,3.5669,OK
2026-03-29 18:51:32,F2,3.5354,OK
2026-03-29 18:51:42,F2,3.3407,OK
2026-03-29 18:51:52,F2,3.4354,OK
2026-03-29 18:52:02,F2,3.3749,OK
2026-03-29 18:52:13,F2,3.4827,OK
2026-03-29 18:52:23,F2,3.2828,OK
2026-03-29 18:52:34,F2,3.3091,OK
2026-03-29 18:52:44,F2,3.6827,OK
2026-03-29 18:52:54,F2,3.7326,OK
2026-03-29 18:53:04,F2,4.1746,OK
2026-03-29 18:53:15,F2,4.3166,OK
2026-03-29 18:53:25,F2,4.2982,OK
2026-03-29 18:53:35,F2,4.2982,OK
2026-03-29 18:53:46,F2,4.1298,OK
2026-03-29 18:53:56,F2,4.0614,OK
2026-03-29 18:54:06,F2,3.3012,OK
2026-03-29 18:54:17,F2,2.0123,OK
2026-03-29 18:54:27,F2,1.4231,OK
2026-03-29 18:54:37,F2,1.5020,OK
2026-03-29 18:54:48,F2,1.7177,OK
2026-03-29 18:54:58,F2,1.9807,OK
2026-03-29 18:55:08,F2,2.1622,OK
2026-03-29 18:55:19,F2,2.3359,OK
2026-03-29 18:55:29,F2,2.5384,OK
2026-03-29 18:55:39,F2,2.4016,OK
2026-03-29 18:55:50,F2,2.2859,OK
2026-03-29 18:56:00,F2,2.4884,OK
2026-03-29 18:56:10,F2,2.5358,OK
2026-03-29 18:56:21,F2,2.3201,OK
2026-03-29 18:56:31,F2,2.5516,OK
2026-03-29 18:56:41,F2,2.5200,OK
2026-03-29 18:56:52,F2,2.3648,OK
2026-03-29 18:57:02,F2,2.5516,OK
2026-03-29 18:57:12,F2,2.4542,OK
2026-03-29 18:57:23,F2,2.3964,OK
2026-03-29 18:57:33,F2,2.5384,OK
2026-03-29 18:57:43,F2,2.4674,OK
2026-03-29 18:57:54,F2,2.2596,OK
2026-03-29 18:58:04,F2,2.1886,OK
2026-03-29 18:58:14,F2,2.2990,OK
2026-03-29 18:58:25,F2,2.2701,OK
2026-03-29 18:58:35,F2,2.4700,OK
2026-03-29 18:58:45,F2,2.2911,OK
2026-03-29 18:58:56,F2,3.0329,OK
2026-03-29 18:59:06,F2,3.5880,OK
2026-03-29 18:59:16,F2,4.4113,OK
2026-03-29 18:59:27,F2,4.8927,OK
2026-03-29 18:59:37,F2,4.6586,OK
2026-03-29 18:59:47,F2,4.3824,OK
2026-03-29 18:59:58,F2,4.1009,OK
2026-03-29 19:00:08,F2,3.8984,OK
2026-03-29 19:00:18,F2,3.9299,OK
2026-03-29 19:00:29,F2,3.7879,OK
2026-03-29 19:00:39,F2,3.6616,OK
2026-03-29 19:00:49,F2,3.7090,OK
2026-03-29 19:01:00,F2,3.6564,OK
2026-03-29 19:01:10,F2,3.6432,OK
2026-03-29 19:01:20,F2,3.7353,OK
2026-03-29 19:01:31,F2,3.7511,OK
2026-03-29 19:01:41,F2,3.8247,OK
2026-03-29 19:01:51,F2,3.7353,OK
2026-03-29 19:02:02,F2,4.0509,OK
2026-03-29 19:02:12,F2,3.7090,OK
