experiment_id,state,n,rmse,mean_bias,weighted_rmse
26134,E,15,4.0544478924856096,-3.212369325018081,1.971671040062204
26134,F,14,6.987272516535754,6.246476681321119,2.7949090066143016
26134,G,14,6.38169416941785,5.553054442620488,2.5526776677671394
26134,Gly,14,0.5362745947329467,-0.33375216060538043,1.5322131278084192
26134,N,14,0.03126304259333223,-0.021607656187890255,2.581104110825588
26134,X,14,0.41534612229048684,-0.1458999073822083,5.243165812531065
26134,Xd,14,0.7527055865161414,-0.6991277386405713,5.855603437155986
26135,E,15,4.2990393589288525,0.4040551619557184,2.102464934745302
26135,F,14,4.1799228454950175,1.8754530288129903,1.671969138198007
26135,G,14,3.467984718607676,0.8619116036558185,1.3871938874430705
26135,Gly,14,0.2714013601840155,-0.06683515814352467,0.7754324576686157
26135,N,14,0.046649651301349786,-0.03818502588048383,3.8638585407153987
26135,X,14,0.2681315002076404,0.10108997075494407,4.4211293161048335
26135,Xd,14,0.7127881016734668,-0.6568551691003297,5.589932325777698
26136,E,14,6.714728950473255,-6.032842273996374,3.304317849449436
26136,F,13,5.631031514082375,4.193867634845508,2.25241260563295
26136,G,13,8.23406149177376,7.079936555136227,3.293624596709504
26136,Gly,13,0.6340338200072828,-0.42402046107021335,1.811525200020808
26136,N,13,0.028735353867008488,-0.0180458977567278,2.293265183766072
26136,X,13,0.24302638535640986,-0.05548503787138159,3.232115060326439
26136,Xd,13,0.6975739071690529,-0.659515467785895,5.414497326819104
26157,E,14,22.95171978582723,10.318487058311336,11.472227748631273
26157,F,14,7.609245505058101,-3.42764138813975,3.04369820202324
26157,G,13,8.155852376763152,-3.7429772220274673,3.26234095070526
26157,Gly,13,0.2714059403882095,0.09475881728072508,0.7754455439663128
26157,N,13,0.06228360761018426,-0.05057491124031916,4.533889189524833
26157,X,13,0.45422406502986057,0.06113223873186115,5.509265331395601
26157,Xd,13,0.5639192750369607,-0.5164571818614762,4.608236830075089
26158,E,14,22.367818573147176,8.622941242608913,11.17473700390618
26158,F,14,7.497490542680352,-2.6456438624462644,2.9989962170721416
26158,G,13,7.562289852219808,-3.4400054921029315,3.0249159408879236
26158,Gly,13,0.31926807503632176,-0.15817264918773702,0.9121945001037765
26158,N,13,0.05705363174398199,-0.048325625647046455,4.298242098689477
26158,X,13,0.40833936108683416,0.15889862532568133,5.346635421890695
26158,Xd,13,0.57445629166759,-0.5389824198910416,4.814050443319184
26159,E,15,11.052321148065095,7.256066770502561,5.520890319222896
26159,F,15,11.002903849511,-8.62706558650625,4.4011615398044
26159,G,15,12.76732493647868,-8.496685276463468,5.1069299745914725
26159,Gly,15,0.4843791163060914,0.26236882202680484,1.383940332303118
26159,N,15,0.07900887389154791,-0.06505116439353323,5.742026059307066
26159,X,15,0.4514846567028911,0.09927702466367873,5.660569553655378
26159,Xd,15,0.5540466199173628,-0.488077230368761,4.511297424729841
26210,E,13,5.3214777600920575,-0.5371140796792644,2.6483399220453143
26210,F,13,5.338507702922497,3.783471697037672,2.135403081168999
26210,G,13,5.489000173829429,4.248127898213834,2.195600069531772
26210,Gly,13,0.5743146966403646,-0.06731995384585404,1.6408991332581848
26210,N,13,0.04319119723860698,-0.012863120009119593,3.5757473269495326
26210,X,13,0.35229108529577247,0.1348772568519494,5.811811604005689
26210,Xd,13,0.7489339302826544,-0.6688842892496427,6.308585752285388
26211,E,14,4.650232645895321,0.44912108446257826,2.3231766128401867
26211,F,14,8.518855955639527,5.672088688008249,3.4075423822558104
26211,G,14,7.42622625582675,5.319309048811363,2.9704905023307
26211,Gly,14,0.571684187026532,-0.04154962202959933,1.6333833915043774
26211,N,14,0.045090899793553844,-0.014418793171709295,3.7181287995882304
26211,X,14,0.37288976293368964,0.2133828021344333,6.184632695329805
26211,Xd,14,0.7588709434643439,-0.6782489945701694,6.415062370112697
26212,E,12,7.605930700765193,-6.721335050426045,3.7839284247482796
26212,F,12,10.969663877086653,9.674812109607368,4.38786555083466
26212,G,12,11.846109314084433,10.24623253759466,4.738443725633773
26212,Gly,12,0.8106711158247543,-0.41817048301191373,2.3162031880707263
26212,N,12,0.07333412681066376,-0.035563373532056845,6.08731921139499
26212,X,12,0.31323715948819086,0.08646995935258382,5.092761409210272
26212,Xd,12,0.7809625896031331,-0.7294270028128448,6.572120531058247
