,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,4964.468144624706,108.64923472303991,-2743.77031218619,-165.79670949762885,-153.34081084898563,3878.370128528669,1357.377267165094,2258.7328694437547,769.2001000234604,-2279.7436649852034,-1439.8836825486799,-295.2568374487932,-1415.4232754683628,5.087259705850192e-06,-124.39290857841522
sN,108.64923472303991,4.169101038434801,-29.42638585794347,-1.6535666513526026,-1.7042771000318733,53.24091994971219,24.66469252796989,29.85037917089188,12.144162279138463,-19.97810609551924,-13.890444312916097,-6.556671679920448,-23.18195253242377,5.0216409343664354e-08,-1.020816975941342
qN,-2743.77031218619,-29.42638585794347,2155.0662887055987,90.67509803362574,87.31088396735757,-2119.7951122153095,-819.8269067280135,-1191.800952453022,-478.60586359988224,1194.0262119411932,717.7226202002224,163.33433751202017,887.6453172938387,-3.188946277403383e-06,56.73396461941529
qXG,-165.79670949762885,-1.6535666513526026,90.67509803362574,27.814312685304703,20.72176492232909,-488.2664298352733,-62.1994590357188,-314.59956788021884,-50.20845643781923,436.92440872885567,273.45953863196485,11.255081191374337,76.97886384676403,-6.097438105762994e-07,28.904095738476904
qXF,-153.34081084898563,-1.7042771000318733,87.31088396735757,20.72176492232909,18.18036540568719,-384.5370855037071,-62.06603752275998,-254.87145986392693,-36.4085997241327,326.41009054728715,227.23770531886026,7.074576800917921,67.43798590154279,-4.790857000861731e-07,22.333749057014664
betaG0,3878.370128528669,53.24091994971219,-2119.7951122153095,-488.2664298352733,-384.5370855037071,9033.014943111602,1394.813432302156,5833.375971125115,988.7118926935816,-7723.36886273866,-4986.580165948659,-248.3973101311953,-1615.2232406215294,1.1320095048874258e-05,-516.8413902621102
sG,1357.377267165094,24.66469252796989,-819.8269067280135,-62.1994590357188,-62.06603752275998,1394.813432302156,455.9292723678896,866.9173550987277,226.22571300402672,-879.3085647158631,-641.4708380267915,-78.47738236144787,-458.84128013144607,1.8288246970984547e-06,-54.05343669371787
betaF0,2258.7328694437547,29.85037917089188,-1191.800952453022,-314.59956788021884,-254.87145986392693,5833.375971125115,866.9173550987277,3874.4196484707363,571.1507615957184,-5041.340496250579,-3404.2386137576314,-130.36462333853285,-971.9483230095865,7.345770074003625e-06,-349.21109393388014
sF,769.2001000234604,12.144162279138463,-478.60586359988224,-50.20845643781923,-36.4085997241327,988.7118926935816,226.22571300402672,571.1507615957184,189.9216210153941,-757.7356916048749,-389.7156806185564,-57.6305867361246,-282.62519421915374,1.5051085012720484e-06,-41.92862098252917
qEG,-2279.7436649852034,-19.97810609551924,1194.0262119411932,436.92440872885567,326.41009054728715,-7723.36886273866,-879.3085647158631,-5041.340496250579,-757.7356916048749,7044.110568790032,4443.862235161263,153.33459154201896,1119.4057844360782,-9.795602097817915e-06,476.06848271358535
qEF,-1439.8836825486799,-13.890444312916097,717.7226202002224,273.45953863196485,227.23770531886026,-4986.580165948659,-641.4708380267915,-3404.2386137576314,-389.7156806185564,4443.862235161263,3125.873950024491,64.76251579857944,701.1883035209074,-6.16225650676306e-06,318.500357636862
iG,-295.2568374487932,-6.556671679920448,163.33433751202017,11.255081191374337,7.074576800917921,-248.3973101311953,-78.47738236144787,-130.36462333853285,-57.6305867361246,153.33459154201896,64.76251579857944,24.651256054741474,89.25533996096576,-3.026924328348223e-07,7.255180904481092
iE,-1415.4232754683628,-23.18195253242377,887.6453172938387,76.97886384676403,67.43798590154279,-1615.2232406215294,-458.84128013144607,-971.9483230095865,-282.62519421915374,1119.4057844360782,701.1883035209074,89.25533996096576,504.1928137706335,-2.283979406649004e-06,65.19518401624251
Kd0,5.087259705850192e-06,5.0216409343664354e-08,-3.188946277403383e-06,-6.097438105762994e-07,-4.790857000861731e-07,1.1320095048874258e-05,1.8288246970984547e-06,7.345770074003625e-06,1.5051085012720484e-06,-9.795602097817915e-06,-6.16225650676306e-06,-3.026924328348223e-07,-2.283979406649004e-06,2.0360602825236528e-14,-6.365204267948864e-07
m0,-124.39290857841522,-1.020816975941342,56.73396461941529,28.904095738476904,22.333749057014664,-516.8413902621102,-54.05343669371787,-349.21109393388014,-41.92862098252917,476.06848271358535,318.500357636862,7.255180904481092,65.19518401624251,-6.365204267948864e-07,33.93102913066409
