,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,452666.5209371565,4390.557610215606,-365328.3276672083,-1928.5130388551024,-241.44473401413802,267894.2131181011,71956.07925535804,151379.8477368038,31274.029442567204,-38269.73697473423,8072.3014726890115,-61276.084393558995,-258023.31417631858,-22143.305242762926,-52.709054733908204
sN,4390.557610215606,99.0084358401262,-2624.6055521771127,-5.503158586422293,3.0296252858112664,2286.3982002216885,608.0100093057143,1195.09959791704,230.93131727846225,-152.17938529442574,94.4398294098398,-534.7217147790948,-2025.6583446111435,-90.07344081916399,3.0951443897784925
qN,-365328.3276672083,-2624.6055521771127,317435.6106935782,1364.9332314851317,-70.01669579477084,-215828.17656942375,-60543.98238395207,-122572.57184251738,-26775.88154966639,26544.5382325743,-12475.447393849574,51839.37112918065,219191.09220940623,20307.215139480042,-476.1044073696237
qXG,-1928.5130388551024,-5.503158586422293,1364.9332314851317,313.12923181930984,151.52668839369963,-6390.164754716291,-417.3871984790229,-4636.516484095243,-399.15650085159666,6414.1180551833795,2938.7252398623577,431.5872676037421,1446.5385331590485,89.17957913109974,339.87310879598186
qXF,-241.44473401413802,3.0296252858112664,-70.01669579477084,151.52668839369963,221.50611193541897,-4054.824821483755,-365.95303618367024,-2720.882076423685,33.053688061054416,3070.303888514491,3476.491312014846,-360.27324357358333,357.2232276856289,-1.9544662576795666,286.3712608493958
betaG0,267894.2131181011,2286.3982002216885,-215828.17656942375,-6390.164754716291,-4054.824821483755,313633.0991820777,50666.598573992924,172780.63970479666,22583.592414717106,-157308.10521605544,-72439.18637689849,-41914.98694410386,-175656.83019228413,-13314.092129629113,-8468.11552186014
sG,71956.07925535804,608.0100093057143,-60543.98238395207,-417.3871984790229,-365.95303618367024,50666.598573992924,14541.086934753137,29743.184520865823,5051.061342469117,-7051.956676185511,-5173.490805176149,-9928.095209959989,-46253.601280866336,-3872.986838815991,-417.91403843262236
betaF0,151379.8477368038,1195.09959791704,-122572.57184251738,-4636.516484095243,-2720.882076423685,172780.63970479666,29743.184520865823,125043.23425752923,14016.121841690041,-100061.27065549724,-56703.375840536966,-21891.006892203444,-99149.92407186548,-7838.047603524686,-5782.864617906415
sF,31274.029442567204,230.93131727846225,-26775.88154966639,-399.15650085159666,33.053688061054416,22583.592414717106,5051.061342469117,14016.121841690041,3494.3930233859933,-10013.372581462703,1656.1163753236565,-5547.584124820672,-19808.17252787832,-1839.2072581189282,-129.36024566135808
qEG,-38269.73697473423,-152.17938529442574,26544.5382325743,6414.1180551833795,3070.303888514491,-157308.10521605544,-7051.956676185511,-100061.27065549724,-10013.372581462703,163206.8965673938,61991.05268698419,11440.917193066905,29225.009646355662,2194.250374027498,8155.643208199136
qEF,8072.3014726890115,94.4398294098398,-12475.447393849574,2938.7252398623577,3476.491312014846,-72439.18637689849,-5173.490805176149,-56703.375840536966,1656.1163753236565,61991.05268698419,74136.97386197913,-7181.845286031187,-767.9967022572359,-625.1217252344567,6028.995825320999
iG,-61276.084393558995,-534.7217147790948,51839.37112918065,431.5872676037421,-360.27324357358333,-41914.98694410386,-9928.095209959989,-21891.006892203444,-5547.584124820672,11440.917193066905,-7181.845286031187,12488.844209572271,39655.33404573888,3334.7552817458077,-183.51663120892812
iE,-258023.31417631858,-2025.6583446111435,219191.09220940623,1446.5385331590485,357.2232276856289,-175656.83019228413,-46253.601280866336,-99149.92407186548,-19808.17252787832,29225.009646355662,-767.9967022572359,39655.33404573888,168544.77303766867,15305.77980239517,442.8474842642174
Kd0,-22143.305242762926,-90.07344081916399,20307.215139480042,89.17957913109974,-1.9544662576795666,-13314.092129629113,-3872.986838815991,-7838.047603524686,-1839.2072581189282,2194.250374027498,-625.1217252344567,3334.7552817458077,15305.77980239517,5168.026627933144,-13.906175309386485
m0,-52.709054733908204,3.0951443897784925,-476.1044073696237,339.87310879598186,286.3712608493958,-8468.11552186014,-417.91403843262236,-5782.864617906415,-129.36024566135808,8155.643208199136,6028.995825320999,-183.51663120892812,442.8474842642174,-13.906175309386485,596.1747478931114
