,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,49712.287090460944,381.03643013844396,-42547.20018398035,-10.965507676949883,95.22501858078316,27450.41169095745,8697.693545199245,14304.862387761728,3048.1134003415573,-1609.4832661153828,1666.9999672246363,-7435.339384746427,-33164.819403564354,-4909.994781176758,73.51262157024685
sN,381.03643013844396,7.33808420459492,-262.47044904560823,1.3210701416441564,0.9611996698099137,196.86951758756203,56.27344103499945,90.91852453675835,16.794163554865523,7.734809842877395,8.955943803880773,-51.29722328502294,-228.32566809504215,-19.57695089145253,0.8176738898418092
qN,-42547.20018398035,-262.47044904560823,37549.1890265763,6.818784974641013,-111.1537076583973,-23034.065475225576,-7571.014917432067,-12223.531780198917,-2737.7291690197962,1210.1782865989944,-1914.1970392645646,6496.654400459122,28753.71634021336,4514.269063826798,-105.31196050805096
qXG,-10.965507676949883,1.3210701416441564,6.818784974641013,21.6081901526234,8.429395255539289,-366.13210691184673,-9.832801273799056,-177.52154960553247,-12.455998487045177,399.31756726042016,122.93048266221192,21.578694550517813,34.42007440158444,28.069733058651572,21.11456940662587
qXF,95.22501858078316,0.9611996698099137,-111.1537076583973,8.429395255539289,25.292078731768136,-221.41592309945497,-28.492843559798363,-143.3059739362257,25.24550291397922,152.67451290805866,291.5942076210212,-75.57216024733582,-46.33157602846674,-7.8920828895862725,26.1569035663771
betaG0,27450.41169095745,196.86951758756203,-23034.065475225576,-366.13210691184673,-221.41592309945497,23497.91286255336,5137.485930718798,12014.195926868264,1694.8407343326144,-8537.621339258758,-3137.4882219477545,-4132.70823793716,-19009.14003254358,-2813.8139951343037,-498.4236112240811
sG,8697.693545199245,56.27344103499945,-7571.014917432067,-9.832801273799056,-28.492843559798363,5137.485930718798,1745.591589797888,2904.9371480437826,505.0645338293393,-296.2839579633505,-356.33755947506666,-1147.9831920545414,-6004.793137429352,-988.8816466717648,-35.30301554688701
betaF0,14304.862387761728,90.91852453675835,-12223.531780198917,-177.52154960553247,-143.3059739362257,12014.195926868264,2904.9371480437826,6496.467216137862,881.1832597203239,-4126.947159527877,-2078.32714860645,-1981.1676939603985,-10042.36365132478,-1724.255250788488,-283.2610116389926
sF,3048.1134003415573,16.794163554865523,-2737.7291690197962,-12.455998487045177,25.24550291397922,1694.8407343326144,505.0645338293393,881.1832597203239,264.6184043915876,-397.178728994489,419.2367053223503,-573.4690556000337,-2118.622447362577,-446.18126639988816,19.253322656759007
qEG,-1609.4832661153828,7.734809842877395,1210.1782865989944,399.31756726042016,152.67451290805866,-8537.621339258758,-296.2839579633505,-4126.947159527877,-397.178728994489,8692.925066661952,2316.315059533357,746.097669639605,1590.3294279100978,734.9737396343655,440.4954903791488
qEF,1666.9999672246363,8.955943803880773,-1914.1970392645646,122.93048266221192,291.5942076210212,-3137.4882219477545,-356.33755947506666,-2078.32714860645,419.2367053223503,2316.315059533357,4297.897623410013,-1043.9587056062517,-919.5222147572558,-253.83951155904995,392.9502155934654
iG,-7435.339384746427,-51.29722328502294,6496.654400459122,21.578694550517813,-75.57216024733582,-4132.70823793716,-1147.9831920545414,-1981.1676939603985,-573.4690556000337,746.097669639605,-1043.9587056062517,1416.5527155542838,5048.433502347954,790.1300824949955,-54.37880911446085
iE,-33164.819403564354,-228.32566809504215,28753.71634021336,34.42007440158444,-46.33157602846674,-19009.14003254358,-6004.793137429352,-10042.36365132478,-2118.622447362577,1590.3294279100978,-919.5222147572558,5048.433502347954,22662.11541614111,3519.5018032733087,-19.40724564467172
Kd0,-4909.994781176758,-19.57695089145253,4514.269063826798,28.069733058651572,-7.8920828895862725,-2813.8139951343037,-988.8816466717648,-1724.255250788488,-446.18126639988816,734.9737396343655,-253.83951155904995,790.1300824949955,3519.5018032733087,1182.0792096806063,2.3560738686166074
m0,73.51262157024685,0.8176738898418092,-105.31196050805096,21.11456940662587,26.1569035663771,-498.4236112240811,-35.30301554688701,-283.2610116389926,19.253322656759007,440.4954903791488,392.9502155934654,-54.37880911446085,-19.40724564467172,2.3560738686166074,43.044654447264335
