candidate,family,t,temperature_c,X,Xd,N,G,F,E,CO2,CO2_rate,N_input_rate,G_input_rate,F_input_rate,E_input_rate,X_input_rate,termination
combined_stress_long_horizon,integrated,0.0,15.0,0.7,0.0,0.2,110.0,110.0,15.0,0.0,0.16801737985789267,0.0,0.0,0.0,0.0,0.0,optimal
combined_stress_long_horizon,integrated,3.0,15.0,0.8453545627241369,0.0,0.235179778141404,109.1994063947684,109.70806243188362,15.628421394962563,0.6003218057803852,0.20010726859346165,0.0158711590079222,8.519575698906122e-230,0.0,0.0,0.0,optimal
combined_stress_long_horizon,integrated,6.0,15.0,1.0205800150742395,0.0,0.22256144449588186,108.24734999110397,109.35798069575233,16.374883652856035,1.3134063286779698,0.23769484096586144,0.0007901784786046622,2.9762516676034947e-210,0.0,0.0,0.0,optimal
combined_stress_long_horizon,integrated,9.0,15.0,1.2315106201453894,6.617444900424222e-24,0.20453431209945383,107.11861709538815,108.9388901691826,17.258785934587294,2.157785304562333,0.2814596586281207,5.3241807086562046e-06,1.4071240101479212e-191,0.0,0.0,0.0,optimal
combined_stress_long_horizon,integrated,12.0,15.0,1.4849561038319947,0.0,0.18285447865566418,105.7851767348964,108.43820705989376,18.301629597481792,3.153998666923675,0.3320711207871131,4.855024369576857e-09,9.003391424830663e-174,0.0,0.0,0.0,optimal
combined_stress_long_horizon,integrated,15.0,15.0,1.7885496428726002,0.0,0.1568849419857734,104.21670091471343,107.84168819026303,19.52671830821078,4.324308069119953,0.3901031340654243,5.991576062855347e-13,7.796342788243134e-157,1.1790211e-316,0.0,0.0,optimal
combined_stress_long_horizon,integrated,18.0,15.0,2.150098268109691,3.308722450212111e-24,0.12595789949546102,102.3820776857304,107.1339885181034,20.958299987358057,5.6918771965189485,0.4558563757996622,1.0006951066380813e-17,9.136645112259416e-141,1.2278042329913014e-293,0.0,0.0,optimal
combined_stress_long_horizon,integrated,21.0,15.0,2.5749034639595254,3.308722450212111e-24,0.08961985967152898,100.25425244516833,106.30119939166727,22.619014112450397,7.278333212262688,0.5288186719145749,2.2619005769560973e-23,1.4490842057057187e-125,1.730404769166202e-271,0.0,0.0,optimal
combined_stress_long_horizon,integrated,24.0,15.0,3.0523106932830486,0.0,0.04878221672159748,97.83113753717988,105.34371372189757,24.51966102370848,9.09399352405926,0.6052201039321837,6.919206352352888e-30,3.1103662132390627e-111,3.30048160549833e-250,0.0,0.0,optimal
combined_stress_long_horizon,integrated,27.0,15.0,3.4676946341577115,3.308722450212111e-24,0.013250075558566523,95.26235235557616,104.3595662122238,26.60046511302595,11.081755364104016,0.6625872800149083,2.8645083362163645e-37,9.035256053224644e-98,8.519575698906122e-230,0.0,0.0,optimal
combined_stress_long_horizon,integrated,30.0,15.0,3.6028005562109695,0.0,0.0016930503056178325,92.89581339523997,103.56233929723295,28.686368098271803,13.074388105164793,0.6642109136869144,1.9546942131504824e-45,3.5520612005520366e-85,2.9762516676034947e-210,0.0,0.0,optimal
combined_stress_long_horizon,integrated,33.0,15.0,3.6205026379947314,3.308722450212111e-24,0.00017880575515275064,90.68391331246053,102.85734763733753,30.713415427778013,15.010796895517913,0.6454695967843621,6.242748722088848e-38,1.8898679122636233e-73,1.4071240101479212e-191,0.0,0.0,optimal
combined_stress_long_horizon,integrated,36.0,15.0,3.6223772004307153,0.0,1.8454786951997612e-05,88.55641782316836,102.17346206981186,32.67884310690962,16.88834133134561,0.6258481452758875,1.507933004344987e-30,1.360797487834978e-62,9.003391424830663e-174,0.0,0.0,optimal
combined_stress_long_horizon,integrated,39.0,15.0,3.6225707301767454,3.308722450212111e-24,1.9001598263569452e-06,86.49786051310714,101.49965505812344,34.587260953202254,18.711425104198636,0.6076945909509979,4.929459187727825e-24,1.3260704049101141e-52,7.796342788243134e-157,9.432169e-317,0.0,optimal
combined_stress_long_horizon,integrated,42.0,15.0,3.6225906571440367,3.308722450212111e-24,1.9559750440377476e-07,84.50179788923136,100.83383479133877,36.44336347612079,20.48453281059422,0.5910359021318503,2.180858760012205e-18,1.7488425150279863e-43,9.136645112259416e-141,9.822433863930412e-294,0.0,optimal
combined_stress_long_horizon,integrated,45.0,15.0,3.622592708384289,6.617444900424222e-24,2.0133822924473907e-08,82.56338609778183,100.17498318742112,38.25129984805029,22.21162809447999,0.5756984279619111,1.3057704645780135e-13,3.121374361044424e-35,1.4490842057057187e-125,1.3843238153329615e-271,0.0,optimal
combined_stress_long_horizon,integrated,48.0,15.0,3.622592952816526,3.308722450212111e-24,2.3992026477974692e-09,80.67846917652588,99.52228982872637,40.01470660547991,23.896184886198633,0.56151893057287,1.0580767664624744e-09,7.539665021724934e-28,3.1103662132390627e-111,2.6403852843986636e-250,0.0,optimal
combined_stress_long_horizon,integrated,51.0,15.0,3.622629482796018,3.308722450212111e-24,3.5857346739297193e-07,78.84335462411603,98.87501358272009,41.73680332986182,25.541278805018862,0.5483646396067312,1.1603220662655138e-06,2.464729593863912e-21,9.035256053224644e-98,6.815660559124896e-230,0.0,optimal
combined_stress_long_horizon,integrated,54.0,15.0,3.6280471530036276,3.308722450212111e-24,5.354966054954108e-05,77.04840136597736,98.22772428071575,43.42287484975287,27.151958370688607,0.5368931885565699,0.00017220706343089412,1.0904293800061024e-15,3.5520612005520366e-85,2.3810013340827958e-210,0.0,optimal
combined_stress_long_horizon,integrated,57.0,15.0,3.7356688869589187,0.0,0.0012241490081864352,75.17366836638934,97.49216213446282,45.12083156464108,28.773991690033736,0.5406777731150268,0.003458871330974945,6.528852322890067e-11,1.8898679122636233e-73,1.1256992081183368e-191,0.0,optimal
combined_stress_long_horizon,integrated,60.0,22.0,4.043314161501368,0.0,0.0031145861998468534,72.41278187430416,95.99903142400267,47.70474509087291,31.24236664747813,0.822791652481425,0.009402187085967144,5.290383832312372e-07,1.360797487834978e-62,7.202713139864531e-174,0.0,optimal
