,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,30398.53886934206,470.9709124946304,-17715.872598326227,-322.8860351504803,-98.8346605525807,18621.77291119934,4217.454284184093,9991.717760695823,1983.1773164315844,-6402.190638797178,-1379.7168494959092,-3858.448313855946,-13330.027893396255,-45.13489186889568,-231.11704618843117
sN,470.9709124946304,12.782580304987643,-167.89397612568743,-1.1499208826038467,0.06853510421647965,221.07531926670785,53.167701877824555,108.03306407337479,20.279445015865523,-35.940963066248926,-5.43717946661824,-50.40628082591862,-163.7256521400028,-0.14569258809083155,-1.313415830340401
qN,-17715.872598326227,-167.89397612568743,13056.52128205258,150.80070150227505,-8.582907043982933,-9961.613994452435,-2660.4251300151573,-5419.11110833805,-1339.7622827407856,2924.7260955332354,-265.95492897967256,2457.935610645613,8605.699428025511,38.317204084767546,35.16894196225955
qXG,-322.8860351504803,-1.1499208826038467,150.80070150227505,89.00748539309082,55.93112586883757,-1649.9351903828106,-83.96210772736475,-1015.6716215648813,-82.04038889501176,1568.873929016769,818.2165393819741,66.88182160275825,272.9033489762835,1.9430783616795575,93.01360833253756
qXF,-98.8346605525807,0.06853510421647965,-8.582907043982933,55.93112586883757,53.18908405254447,-1090.3216650318222,-58.024994712829454,-694.1134763611592,-29.160549577791905,1003.3240270592022,684.5602327690535,-13.232678901292124,116.11447739071039,1.0505350116542562,69.10185634026459
betaG0,18621.77291119934,221.07531926670785,-9961.613994452435,-1649.9351903828106,-1090.3216650318222,37621.33012178332,3429.4635502262254,22595.262084753675,2169.9488843892004,-29939.284714516438,-15845.052327017771,-2686.383687712022,-10573.264506429015,-25.33712531222945,-1795.520706168863
sG,4217.454284184093,53.167701877824555,-2660.4251300151573,-83.96210772736475,-58.024994712829454,3429.4635502262254,709.4424840294906,1974.2379463413054,310.44460766381343,-1557.7572889610308,-731.8688629747096,-528.9628357801964,-2103.1687491014654,-3.764866404450183,-80.67970621395634
betaF0,9991.717760695823,108.03306407337479,-5419.11110833805,-1015.6716215648813,-694.1134763611592,22595.262084753675,1974.2379463413054,13851.628568429222,1271.1658270005637,-18533.549015682223,-10145.215499126403,-1412.1174702146948,-5966.947187050934,-25.226558757021554,-1139.0665040073836
sF,1983.1773164315844,20.279445015865523,-1339.7622827407856,-82.04038889501176,-29.160549577791905,2169.9488843892004,310.44460766381343,1271.1658270005637,246.71339129118212,-1525.6114313029964,-438.0587687900088,-329.0344871805476,-1108.9576587467836,-4.694908391559573,-64.80678237619554
qEG,-6402.190638797178,-35.940963066248926,2924.7260955332354,1568.873929016769,1003.3240270592022,-29939.284714516438,-1557.7572889610308,-18533.549015682223,-1525.6114313029964,28202.165216477486,14860.575622759932,1247.1690371229206,5109.047720453338,36.266129293156496,1695.7730227262277
qEF,-1379.7168494959092,-5.43717946661824,-265.95492897967256,818.2165393819741,684.5602327690535,-15845.052327017771,-731.8688629747096,-10145.215499126403,-438.0587687900088,14860.575622759932,9755.028248948258,-7.019658838716208,1566.3994469421177,14.257346007988815,1024.763538598755
iG,-3858.448313855946,-50.40628082591862,2457.935610645613,66.88182160275825,-13.232678901292124,-2686.383687712022,-528.9628357801964,-1412.1174702146948,-329.0344871805476,1247.1690371229206,-7.019658838716208,635.4472538712129,1872.679456036247,3.577131645449862,31.36452811103635
iE,-13330.027893396255,-163.7256521400028,8605.699428025511,272.9033489762835,116.11447739071039,-10573.264506429015,-2103.1687491014654,-5966.947187050934,-1108.9576587467836,5109.047720453338,1566.3994469421177,1872.679456036247,6720.5021738502355,14.388937261810522,217.03415691688005
Kd0,-45.13489186889568,-0.14569258809083155,38.317204084767546,1.9430783616795575,1.0505350116542562,-25.33712531222945,-3.764866404450183,-25.226558757021554,-4.694908391559573,36.266129293156496,14.257346007988815,3.577131645449862,14.388937261810522,10.33868897444152,1.7019768928898737
m0,-231.11704618843117,-1.313415830340401,35.16894196225955,93.01360833253756,69.10185634026459,-1795.520706168863,-80.67970621395634,-1139.0665040073836,-64.80678237619554,1695.7730227262277,1024.763538598755,31.36452811103635,217.03415691688005,1.7019768928898737,112.57161440925603
