,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,44854.94112218726,620.8991789623574,-38447.89890353196,-498.1817629949216,-144.4497134516867,32638.56480822467,8216.701962030045,20711.79353254085,4190.8139323819805,-14213.529101259644,-2436.6941543931134,-7052.27180848988,-25869.07983085979,-135.52179068222551,-452.2170317107257
sN,620.8991789623574,25.598246001614044,-396.66924794142,-2.828583639697104,-0.5648508597894166,363.6602505642028,99.23909028438344,210.81440166307567,41.01082316777642,-94.00817259594947,-12.20391212463782,-85.71756736089368,-291.7249770460628,-0.8256941101867339,-2.854117548327212
qN,-38447.89890353196,-396.66924794142,34797.37065518084,408.27258125625775,92.36993991738775,-27311.462734770008,-7158.868797435143,-17358.86019604483,-3719.881632919745,11607.809187716262,1176.7536068414397,6181.992646932707,22757.425336281198,124.25005420867156,308.9261521568968
qXG,-498.1817629949216,-2.828583639697104,408.27258125625775,43.507406801023045,24.544218530501457,-1332.843277485866,-106.63914948158104,-947.1544213106548,-90.85741348815046,1188.7624707067523,644.9995363736396,96.51233116643472,385.5016107581521,4.183654272280853,70.7946434065998
qXF,-144.4497134516867,-0.5648508597894166,92.36993991738775,24.544218530501457,23.45710403845403,-777.4260120706986,-56.71962801914306,-577.9590835169074,-25.66606217252381,688.0797333955585,531.8575436022072,3.8175076945055153,133.11075972611746,1.825641962011609,50.7329503204721
betaG0,32638.56480822467,363.6602505642028,-27311.462734770008,-1332.843277485866,-777.4260120706986,51363.59216861535,6550.523274588308,35670.61388895092,4035.309969229624,-38236.74326966865,-20285.67157298419,-5478.141609887429,-21468.799780832214,-145.9061592916421,-2246.069833534552
sG,8216.701962030045,99.23909028438344,-7158.868797435143,-106.63914948158104,-56.71962801914306,6550.523274588308,1680.0772188637336,4295.579706774022,761.2949955861586,-2922.429704102534,-1044.366012012166,-1243.104711786234,-4934.630658371751,-22.442650762271576,-125.83063492327469
betaF0,20711.79353254085,210.81440166307567,-17358.86019604483,-947.1544213106548,-577.9590835169074,35670.61388895092,4295.579706774022,25312.311022552112,2698.862400236548,-27483.47366883106,-15343.460654679251,-3435.60063049895,-14051.91581631617,-102.32026368604872,-1674.1276258518874
sF,4190.8139323819805,41.01082316777642,-3719.881632919745,-90.85741348815046,-25.66606217252381,4035.309969229624,761.2949955861586,2698.862400236548,550.6803329345702,-2615.436845775096,-589.9126003496484,-744.9661264237819,-2692.8201239992472,-21.503653002613422,-97.44296758346
qEG,-14213.529101259644,-94.00817259594947,11607.809187716262,1188.7624707067523,688.0797333955585,-38236.74326966865,-2922.429704102534,-27483.47366883106,-2615.436845775096,34054.774997466695,18766.78025375303,2749.346829020209,10997.879591423847,116.24592668306911,2066.638443655876
qEF,-2436.6941543931134,-12.20391212463782,1176.7536068414397,644.9995363736396,531.8575436022072,-20285.67157298419,-1044.366012012166,-15343.460654679251,-589.9126003496484,18766.78025375303,14246.70401469322,161.90496332347635,2624.4218265886675,36.61620486621962,1408.768689188502
iG,-7052.27180848988,-85.71756736089368,6181.992646932707,96.51233116643472,3.8175076945055153,-5478.141609887429,-1243.104711786234,-3435.60063049895,-744.9661264237819,2749.346829020209,161.90496332347635,1261.6834645072336,4261.183410687222,20.358827573803257,73.03111913591609
iE,-25869.07983085979,-291.7249770460628,22757.425336281198,385.5016107581521,133.11075972611746,-21468.799780832214,-4934.630658371751,-14051.91581631617,-2692.8201239992472,10997.879591423847,2624.4218265886675,4261.183410687222,15962.619947951393,82.60906299901343,403.9162924070324
Kd0,-135.52179068222551,-0.8256941101867339,124.25005420867156,4.183654272280853,1.825641962011609,-145.9061592916421,-22.442650762271576,-102.32026368604872,-21.503653002613422,116.24592668306911,36.61620486621962,20.358827573803257,82.60906299901343,4.404336175829529,4.856696399014843
m0,-452.2170317107257,-2.854117548327212,308.9261521568968,70.7946434065998,50.7329503204721,-2246.069833534552,-125.83063492327469,-1674.1276258518874,-97.44296758346,2066.638443655876,1408.768689188502,73.03111913591609,403.9162924070324,4.856696399014843,145.5855463091777
