,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,19875.614404368072,228.39988968303246,-18523.780150063747,32.939176855019625,13.830430509556871,15166.635694302093,4554.9361148101825,6551.217761736604,1377.9707566050483,1762.9967374339649,771.4545987853672,-3945.0573236609093,-11781.571043149776,-1.967620171254328e-10,71.97064092160468
sN,228.39988968303246,5.093605020822321,-196.83011665274762,0.6749759807722895,0.1850966271435429,180.54649371012917,48.58562129572803,69.18330453738676,14.343895756518306,26.478952783844985,6.179198293290758,-43.66059484304644,-121.56920972298073,-1.331210376376661e-12,0.7890211481562364
qN,-18523.780150063747,-196.83011665274762,17373.5010249381,-30.84455602996667,-14.994012298457108,-13984.261686404388,-4263.234580513801,-6096.090705216221,-1296.0286262144812,-1704.5830701314467,-795.9932584568285,3695.566840321217,11062.817321976356,1.8813066064514036e-10,-71.84087590019594
qXG,32.939176855019625,0.6749759807722895,-30.84455602996667,1.7419589348322682,0.35621740519908374,-46.41886753530702,9.061720374263702,-13.478823984728237,-0.306550169140926,87.46569019288133,11.893092310692225,1.040701978939754,-15.890887205418908,4.624133825386425e-14,2.2828421732907085
qXF,13.830430509556871,0.1850966271435429,-14.994012298457108,0.35621740519908374,1.959898018207437,-31.22110699609442,-3.8629357917571747,-18.854901230831754,5.98984229652823,16.37466640249962,50.28483160570282,-18.47741668152248,-7.268226550997801,4.449868191342155e-13,2.4076211885989496
betaG0,15166.635694302093,180.54649371012917,-13984.261686404388,-46.41886753530702,-31.22110699609442,16070.220383954851,3451.068351418476,6588.574970422148,1084.5711940236113,-3078.8581177734595,-836.4288500924811,-3137.7865911780486,-9002.178629325388,-1.708927817498198e-10,-98.7837338714107
sG,4554.9361148101825,48.58562129572803,-4263.234580513801,9.061720374263702,-3.8629357917571747,3451.068351418476,1115.8154854785082,1586.8021043585964,284.65088749344727,580.3912307985156,-69.72193617843564,-801.3532422136934,-2753.1746547270386,-5.170536944440347e-11,9.518291866542217
betaF0,6551.217761736604,69.18330453738676,-6096.090705216221,-13.478823984728237,-18.854901230831754,6588.574970422148,1586.8021043585964,2878.945088235698,435.8072567776985,-883.5018410811649,-556.6081316810763,-1229.3577975350745,-3993.227281132119,-8.586722669513723e-11,-41.975930899498366
sF,1377.9707566050483,14.343895756518306,-1296.0286262144812,-0.306550169140926,5.98984229652823,1084.5711940236113,284.65088749344727,435.8072567776985,124.3163222936757,-57.729598545346654,224.57043152618095,-355.27515590727455,-835.2504549207843,-1.3264414952837222e-11,8.702119492991288
qEG,1762.9967374339649,26.478952783844985,-1704.5830701314467,87.46569019288133,16.37466640249962,-3078.8581177734595,580.3912307985156,-883.5018410811649,-57.729598545346654,5417.966217977466,581.1789443980392,176.96735597009763,-915.2951566923032,6.807033553417031e-12,137.4969059946764
qEF,771.4545987853672,6.179198293290758,-795.9932584568285,11.893092310692225,50.28483160570282,-836.4288500924811,-69.72193617843564,-556.6081316810763,224.57043152618095,581.1789443980392,1745.9772324927803,-655.8636070731282,-455.9789323611477,1.3737381782497939e-11,88.23968194949515
iG,-3945.0573236609093,-43.66059484304644,3695.566840321217,1.040701978939754,-18.47741668152248,-3137.7865911780486,-801.3532422136934,-1229.3577975350745,-355.27515590727455,176.96735597009763,-655.8636070731282,1027.2050814360887,2358.703895389407,3.5184538042254735e-11,-24.90560855073101
iE,-11781.571043149776,-121.56920972298073,11062.817321976356,-15.890887205418908,-7.268226550997801,-9002.178629325388,-2753.1746547270386,-3993.227281132119,-835.2504549207843,-915.2951566923032,-455.9789323611477,2358.703895389407,7149.485999386696,1.2868507821886254e-10,-40.45234191438765
Kd0,-1.967620171254328e-10,-1.331210376376661e-12,1.8813066064514036e-10,4.624133825386425e-14,4.449868191342155e-13,-1.708927817498198e-10,-5.170536944440347e-11,-8.586722669513723e-11,-1.3264414952837222e-11,6.807033553417031e-12,1.3737381782497939e-11,3.5184538042254735e-11,1.2868507821886254e-10,9.23669845699136e-24,7.239451945317978e-13
m0,71.97064092160468,0.7890211481562364,-71.84087590019594,2.2828421732907085,2.4076211885989496,-98.7837338714107,9.518291866542217,-41.975930899498366,8.702119492991288,137.4969059946764,88.23968194949515,-24.90560855073101,-40.45234191438765,7.239451945317978e-13,6.7459908194567
