,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,68097.89897892535,572.7506443554731,-52898.88378473977,-1173.64945006542,342.7968809375086,21698.794238054335,7002.924111951022,36973.15152936928,6101.349127196802,-15000.804131618726,9053.107733077972,-6963.680918191347,-33908.6502809975,-2085.2346314364795,300.07608786724177
sN,572.7506443554731,10.32647839315367,-297.9653400317041,-8.1903027605105,4.260412934540128,138.55539313646318,52.07197262895875,242.21443964666238,36.95885129388816,-86.38164695936946,84.17064318456369,-50.87138270306193,-218.85319493300378,-9.055348923987076,3.174361404311931
qN,-52898.88378473977,-297.9653400317041,45279.849777151874,879.178820420992,-300.3449329758675,-17049.582188731256,-5510.699293989936,-28959.18837235189,-5125.9897949025035,11843.57678067916,-8567.430001699635,5635.971892090789,28058.871945947794,1833.8250631620735,-317.4475282821555
qXG,-1173.64945006542,-8.1903027605105,879.178820420992,66.77242523478759,28.218558331709158,-914.869044929046,-174.7004772106789,-1538.214476497303,-105.12237534208467,754.2084871809797,739.9974980954875,117.3326150279016,644.0696605290137,35.662614149175226,48.35874399152323
qXF,342.7968809375086,4.260412934540128,-300.3449329758675,28.218558331709158,34.33314136015224,-322.0947684870316,-17.219021632609078,-527.9271174734087,27.181915795498874,309.4596284932359,807.613309292075,-44.24736156943823,-119.27860383152174,-2.184975492940153,45.445486106164466
betaG0,21698.794238054335,138.55539313646318,-17049.582188731256,-914.869044929046,-322.0947684870316,14527.657564906818,2883.4174871171467,24047.737845577994,2160.3742497453372,-11910.032771858163,-8913.329344728803,-2256.6374394126824,-12113.983995113053,-826.8170950945677,-639.1980343357145
sG,7002.924111951022,52.07197262895875,-5510.699293989936,-174.7004772106789,-17.219021632609078,2883.4174871171467,957.0233625760236,4987.593159050571,592.1352561449331,-1938.5153943251437,-386.7409205223783,-716.1667212627935,-3655.5814851597033,-175.85919489123827,-41.15352023803609
betaF0,36973.15152936928,242.21443964666238,-28959.18837235189,-1538.214476497303,-527.9271174734087,24047.737845577994,4987.593159050571,40307.99984464191,3597.689974299479,-19514.63265750477,-14702.28117071125,-3791.7351657860845,-20472.311675824472,-1356.1022626170718,-1050.736829107226
sF,6101.349127196802,36.95885129388816,-5125.9897949025035,-105.12237534208467,27.181915795498874,2160.3742497453372,592.1352561449331,3597.689974299479,660.0360357974322,-1638.8964015471208,853.8870825587076,-654.3073255004839,-3337.316413370965,-272.6309496983463,25.88667999605205
qEG,-15000.804131618726,-86.38164695936946,11843.57678067916,754.2084871809797,309.4596284932359,-11910.032771858163,-1938.5153943251437,-19514.63265750477,-1638.8964015471208,10286.918090047397,8664.928411389514,1571.9651907577606,8682.875304882182,700.2452603338731,610.8279147896064
qEF,9053.107733077972,84.17064318456369,-8567.430001699635,739.9974980954875,807.613309292075,-8913.329344728803,-386.7409205223783,-14702.28117071125,853.8870825587076,8664.928411389514,22068.10729345402,-1137.990518014742,-3595.011298627871,-177.01139991602147,1303.7407714079948
iG,-6963.680918191347,-50.87138270306193,5635.971892090789,117.3326150279016,-44.24736156943823,-2256.6374394126824,-716.1667212627935,-3791.7351657860845,-654.3073255004839,1571.9651907577606,-1137.990518014742,751.4994873442989,3611.847081612478,212.33497390725685,-40.23357166935473
iE,-33908.6502809975,-218.85319493300378,28058.871945947794,644.0696605290137,-119.27860383152174,-12113.983995113053,-3655.5814851597033,-20472.311675824472,-3337.316413370965,8682.875304882182,-3595.011298627871,3611.847081612478,18205.978802858186,1192.1424446436638,-88.81672270743819
Kd0,-2085.2346314364795,-9.055348923987076,1833.8250631620735,35.662614149175226,-2.184975492940153,-826.8170950945677,-175.85919489123827,-1356.1022626170718,-272.6309496983463,700.2452603338731,-177.01139991602147,212.33497390725685,1192.1424446436638,212.31809427792325,-1.9081880190785951
m0,300.07608786724177,3.174361404311931,-317.4475282821555,48.35874399152323,45.445486106164466,-639.1980343357145,-41.15352023803609,-1050.736829107226,25.88667999605205,610.8279147896064,1303.7407714079948,-40.23357166935473,-88.81672270743819,-1.9081880190785951,79.90280605339238
