annex_id,oe,activity,category,evidence_requirement,role_in_bundle,status,source_path,bundle_path,bytes,sha256
A02,OE2,2.14,datos,Base independiente vendimia 2025,Libro de datos fuente,ok,fermentation_model/data/mosto_natural_xthiol.xlsx,rendicion_tecnica/A02_validacion_modelo_vendimia_2025/data_sources/mosto_natural_xthiol.xlsx,184064,dbe34ebe43ad7647052d4898031d44c381fad9433e765604f367f4c0841e40d9
A02,OE2,2.14,datos,Base independiente vendimia 2025,Libro de datos fuente,ok,fermentation_model/data/mosto_sintetico_vl3.xlsx,rendicion_tecnica/A02_validacion_modelo_vendimia_2025/data_sources/mosto_sintetico_vl3.xlsx,126115,1bbf657740503af13facefea7a1e1cae52719e6ff4c570771b678562f170b4a2
A02,OE2,2.14,datos,Base independiente vendimia 2025,Libro de datos fuente,ok,fermentation_model/data/Calibration_data_vl3.xlsx,rendicion_tecnica/A02_validacion_modelo_vendimia_2025/data_sources/Calibration_data_vl3.xlsx,72275,34167748df07b37474546305520f3f3ad9812ffc53835a519d60dda3f6dcf84b
A02,OE2,2.14,codigo,Protocolo de validacion y version de codigo,Codigo fuente clave,ok,fermentation_model/new_must_data_loader.py,rendicion_tecnica/A02_validacion_modelo_vendimia_2025/code_sources/new_must_data_loader.py,19130,f13c31e95313f767efde1d2c67079abf18c694b17d51880501c9e240551dd0bf
A02,OE2,2.14,codigo,Protocolo de validacion y version de codigo,Codigo fuente clave,ok,fermentation_model/run_new_must_curve_validation.py,rendicion_tecnica/A02_validacion_modelo_vendimia_2025/code_sources/run_new_must_curve_validation.py,17612,99b53e61e2d5cb1bcc095f9d4e00d86f50d690d27b59f5790a3818329b9ac6c6
A02,OE2,2.14,codigo,Protocolo de validacion y version de codigo,Codigo fuente clave,ok,fermentation_model/run_new_must_overnight_validation.py,rendicion_tecnica/A02_validacion_modelo_vendimia_2025/code_sources/run_new_must_overnight_validation.py,13237,ea1cac15ae6b4c8735344f43c311aaefbebc47215afb0f285468372b6e1e8934
A02,OE2,2.14,codigo,Protocolo de validacion y version de codigo,Codigo fuente clave,ok,fermentation_model/run_new_must_glycerol_estimability_doe.py,rendicion_tecnica/A02_validacion_modelo_vendimia_2025/code_sources/run_new_must_glycerol_estimability_doe.py,79602,7e6cb8e44e9ea5055b06bc09be8d2fcf3d951da779d049a2ccddd97c3328ae81
A02,OE2,2.14,codigo,Protocolo de validacion y version de codigo,Codigo fuente clave,ok,fermentation_model/run_medium_transfer_diagnostics.py,rendicion_tecnica/A02_validacion_modelo_vendimia_2025/code_sources/run_medium_transfer_diagnostics.py,20886,09e526bcbc4a31bcdc3875a1bc2cc48c00c5851f38cb1bd9cb3e93cb0cd2d71d
A02,OE2,2.14,codigo,Protocolo de validacion y version de codigo,Codigo fuente clave,ok,scripts/build_A02_validation_bundle.py,rendicion_tecnica/A02_validacion_modelo_vendimia_2025/code_sources/build_A02_validation_bundle.py,45658,fa95b32801b24c61552db49c9d42bfeef10e93c35f7bf5ce749028800b85c0e8
A02,OE2,2.14,notebooks,Predicho-observado y calibracion,Notebook de respaldo,ok,fermentation_model/fermentation_new_must_data_loading.ipynb,rendicion_tecnica/A02_validacion_modelo_vendimia_2025/notebooks/fermentation_new_must_data_loading.ipynb,977924,544d9d1a433e50ac5b4851373f197497ed4258441f78e9891196e2867f0dc323
