,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,33248.736646691934,480.67515369638,-22384.51307811095,-469.0725849754016,12.95015313174163,20071.947363033247,4753.833517677856,16815.509527262486,3459.0189026333014,-10797.599858083475,342.2462635833471,-4955.003645361335,-16043.097076700447,-253.85955540670517,-157.28737849565803
sN,480.67515369638,10.519013814483733,-241.35892629566024,-2.8691642463322933,0.968307630657437,228.92188102100621,64.0316735763872,171.78679401753752,32.16693983761697,-75.14913419972451,11.316359007963367,-61.994684379133176,-178.28369239256776,-1.487619002642284,-0.6856741371139221
qN,-22384.51307811095,-241.35892629566024,17148.033703305595,355.0365284528743,-30.487658746490286,-13976.22688393543,-3306.441414280911,-12053.230876313768,-2690.605519146524,8105.618910958701,-912.9837254778778,3579.9185597391133,11945.019163891282,212.40747726096598,75.99565724195202
qXG,-469.0725849754016,-2.8691642463322933,355.0365284528743,39.056287343310096,17.884071452191126,-873.2005607209506,-73.71649581866073,-798.0078076906682,-94.62922317673187,798.4890215221016,412.61576548732216,87.4044243905966,343.5664952664519,8.842808556436925,38.30654564439171
qXF,12.95015313174163,0.968307630657437,-30.487658746490286,17.884071452191126,20.32026360099093,-386.5005048813878,-21.79159927717918,-369.4696256460136,-6.273186500034748,360.99868023878827,389.56910074086613,-20.394733857227504,30.437004329941608,2.0392938359702324,28.870067140342584
betaG0,20071.947363033247,228.92188102100621,-13976.22688393543,-873.2005607209506,-386.5005048813878,23829.9085549906,3176.673791254452,21343.9342753843,2807.491878063879,-18625.053796352986,-8893.048241625223,-3193.376198915935,-11722.6645821554,-229.7854297440644,-852.0842397240332
sG,4753.833517677856,64.0316735763872,-3306.441414280911,-73.71649581866073,-21.79159927717918,3176.673791254452,841.983787958736,2716.639964099765,450.1690197675046,-1598.766083462558,-381.6205438711701,-687.7226211216375,-2389.7328859030604,-23.140507954027253,-47.47778056168711
betaF0,16815.509527262486,171.78679401753752,-12053.230876313768,-798.0078076906682,-369.4696256460136,21343.9342753843,2716.639964099765,19620.90838182866,2554.0710154012017,-17207.802046041827,-8654.628371069164,-2685.5880002519834,-10358.860467676299,-220.3382571939298,-818.6689760900176
sF,3459.0189026333014,32.16693983761697,-2690.605519146524,-94.62922317673187,-6.273186500034748,2807.491878063879,450.1690197675046,2554.0710154012017,568.2037211256031,-2148.7507016919053,-95.21800396513278,-602.5460755976089,-2137.7952274848767,-49.2854232933875,-40.94285283622884
qEG,-10797.599858083475,-75.14913419972451,8105.618910958701,798.4890215221016,360.99868023878827,-18625.053796352986,-1598.766083462558,-17207.802046041827,-2148.7507016919053,16877.895626785375,8510.695289522688,1958.1741173534313,7711.539732937879,203.88716955991953,802.6402600757335
qEF,342.2462635833471,11.316359007963367,-912.9837254778778,412.61576548732216,389.56910074086613,-8893.048241625223,-381.6205438711701,-8654.628371069164,-95.21800396513278,8510.695289522688,9021.244895734399,-297.24517269946733,449.39838594191565,35.19308386495116,694.6496975970883
iG,-4955.003645361335,-61.994684379133176,3579.9185597391133,87.4044243905966,-20.394733857227504,-3193.376198915935,-687.7226211216375,-2685.5880002519834,-602.5460755976089,1958.1741173534313,-297.24517269946733,853.7966819535801,2621.327939250529,38.27163783912589,16.67727411181147
iE,-16043.097076700447,-178.28369239256776,11945.019163891282,343.5664952664519,30.437004329941608,-11722.6645821554,-2389.7328859030604,-10358.860467676299,-2137.7952274848767,7711.539732937879,449.39838594191565,2621.327939250529,9077.836053075054,158.24068304089965,152.00267843797602
Kd0,-253.85955540670517,-1.487619002642284,212.40747726096598,8.842808556436925,2.0392938359702324,-229.7854297440644,-23.140507954027253,-220.3382571939298,-49.2854232933875,203.88716955991953,35.19308386495116,38.27163783912589,158.24068304089965,13.277231207322572,5.320501551607005
m0,-157.28737849565803,-0.6856741371139221,75.99565724195202,38.30654564439171,28.870067140342584,-852.0842397240332,-47.47778056168711,-818.6689760900176,-40.94285283622884,802.6402600757335,694.6496975970883,16.67727411181147,152.00267843797602,5.320501551607005,56.42782820854706
