,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,41646.20973720491,386.5663896620475,-34083.45134981575,50.72437423575788,52.14300517723969,20603.649006449286,8055.67440696014,12395.22983272949,2773.5499437322883,-204.8966428221068,959.4129903461065,-6814.971974838813,-25285.654873271415,-4256.498153761941,59.71046355366753
sN,386.5663896620475,7.519478996941067,-257.64301277976523,1.7574842130344588,0.8062033521527506,185.1324084869909,61.512247544695484,94.33605911890861,18.83334436364111,14.588031037910511,6.90322069668328,-55.65729257529844,-214.94256580885556,-21.853568297785095,0.8862720371230672
qN,-34083.45134981575,-257.64301277976523,28988.06644653087,-47.457665798563724,-72.16601935282097,-16233.698352929821,-6782.124162092541,-10181.585512843334,-2409.297023792574,-101.0269183856419,-1229.8008461778618,5751.076666942791,20970.914872204423,3796.943483063338,-91.28822379734811
qXG,50.72437423575788,1.7574842130344588,-47.457665798563724,23.386493136825496,8.681490453789596,-367.2031685756589,-0.03065554226562739,-161.00959385396317,-10.807147425479407,439.0042286134589,118.56180574433861,18.53537776541151,-6.46803265104172,22.33200833752599,23.15145207563236
qXF,52.14300517723969,0.8062033521527506,-72.16601935282097,8.681490453789596,26.916356150135194,-260.6068910280633,-34.7348339361672,-151.57257494097877,25.018424745772585,161.667967109136,288.1186835768838,-75.81309725270066,-13.292784616054249,-0.7840463452582322,26.120805132872455
betaG0,20603.649006449286,185.1324084869909,-16233.698352929821,-367.2031685756589,-260.6068910280633,19654.041259024136,4227.194998531262,10232.668630068503,1381.9588303189396,-8809.934552257351,-3526.471389566553,-3444.3565805350377,-13214.435169743003,-2097.1826220248677,-560.2476720541548
sG,8055.67440696014,61.512247544695484,-6782.124162092541,-0.03065554226562739,-34.7348339361672,4227.194998531262,1829.0414413894664,2841.456211516657,534.1604632987903,-65.9646315316023,-407.61404440639893,-1191.7179144548593,-5102.0800611704635,-1056.6172245233402,-31.35419852757962
betaF0,12395.22983272949,94.33605911890861,-10181.585512843334,-161.00959385396317,-151.57257494097877,10232.668630068503,2841.456211516657,5982.667491177946,865.3446751471758,-3858.518337695775,-2044.9984190540647,-1928.3127725561023,-8008.125137974631,-1679.9767856792514,-281.7146799221737
sF,2773.5499437322883,18.83334436364111,-2409.297023792574,-10.807147425479407,25.018424745772585,1381.9588303189396,534.1604632987903,865.3446751471758,281.68757796391634,-375.5102851726427,397.05880409241337,-611.9506393504979,-1761.5255621839806,-453.24957195692696,16.160690102875787
qEG,-204.8966428221068,14.588031037910511,-101.0269183856419,439.0042286134589,161.667967109136,-8809.934552257351,-65.9646315316023,-3858.518337695775,-375.5102851726427,9901.076903592599,2299.837314039406,714.7380514215685,602.9780009120398,590.1914063767442,505.73343138374594
qEF,959.4129903461065,6.90322069668328,-1229.8008461778618,118.56180574433861,288.1186835768838,-3526.471389566553,-407.61404440639893,-2044.9984190540647,397.05880409241337,2299.837314039406,3989.0518364463246,-1005.1958747532774,-371.0191673136697,-136.08858666511898,369.2226484346686
iG,-6814.971974838813,-55.65729257529844,5751.076666942791,18.53537776541151,-75.81309725270066,-3444.3565805350377,-1191.7179144548593,-1928.3127725561023,-611.9506393504979,714.7380514215685,-1005.1958747532774,1492.7101032292817,4238.95462723564,804.3338046892403,-47.95522678677255
iE,-25285.654873271415,-214.94256580885556,20970.914872204423,-6.46803265104172,-13.292784616054249,-13214.435169743003,-5102.0800611704635,-8008.125137974631,-1761.5255621839806,602.9780009120398,-371.0191673136697,4238.95462723564,15843.882553929341,2770.5184618933927,-5.0327952900157475
Kd0,-4256.498153761941,-21.853568297785095,3796.943483063338,22.33200833752599,-0.7840463452582322,-2097.1826220248677,-1056.6172245233402,-1679.9767856792514,-453.24957195692696,590.1914063767442,-136.08858666511898,804.3338046892403,2770.5184618933927,1195.617598026874,8.795117351400508
m0,59.71046355366753,0.8862720371230672,-91.28822379734811,23.15145207563236,26.120805132872455,-560.2476720541548,-31.35419852757962,-281.7146799221737,16.160690102875787,505.73343138374594,369.2226484346686,-47.95522678677255,-5.0327952900157475,8.795117351400508,44.303505968255116
