,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,21705.058733416354,503.36723380330903,-20144.65783599657,47.160568372027534,55.15066654055518,11692.555534043511,3885.0257402862735,6471.301628465481,831.9042538486539,1112.3797289210934,1044.9010607380587,-3589.123470708169,-9887.322108335044,-40.27445034951955,68.94909420208336
sN,503.36723380330903,18.021600708383136,-446.9194412869626,1.8731004585899178,1.3707399204814217,285.93598359163445,86.10447251380516,143.71039530446353,17.056726592647635,36.442891780120675,19.67934774820003,-82.82597061818707,-210.30475710830973,-0.558245141480711,1.4314738855543279
qN,-20144.65783599657,-446.9194412869626,18777.97391610902,-46.377501358390475,-57.32178029464455,-10648.6355301989,-3609.4685577692685,-5953.76389502855,-781.8561228297782,-1122.1632154156712,-1081.6682707653963,3344.7616610022164,9234.868970116566,38.557255910660885,-71.03899370272222
qXG,47.160568372027534,1.8731004585899178,-46.377501358390475,4.420465163848325,1.0739375265098066,-62.65537865090802,11.17451084099232,-22.31881209231584,-0.26561489927007115,108.13539752225392,19.52201596640894,1.5319949513491644,-17.25361166594746,-0.013399037584520632,2.459807674149544
qXF,55.15066654055518,1.3707399204814217,-57.32178029464455,1.0739375265098066,5.544805045580813,-29.892570419036684,-1.8392613136320601,-19.408030879340163,6.403584908810568,23.441155304663017,80.9734594317798,-31.310502463946207,-23.428042885103793,-0.1025007612155549,4.307638761336854
betaG0,11692.555534043511,285.93598359163445,-10648.6355301989,-62.65537865090802,-29.892570419036684,8928.251922617406,2111.231263150719,4610.468670322732,448.3888463910225,-1855.465221486037,-514.6674081454207,-1979.0440969804297,-5343.545876079614,-19.309547348708662,-52.40579810062722
sG,3885.0257402862735,86.10447251380516,-3609.4685577692685,11.17451084099232,-1.8392613136320601,2111.231263150719,754.03920757729,1225.024589260227,135.28183383173732,319.68446145514673,-19.479077659533903,-566.9863540153327,-1809.9549335920783,-7.460313252063734,3.710029033268446
betaF0,6471.301628465481,143.71039530446353,-5953.76389502855,-22.31881209231584,-19.408030879340163,4610.468670322732,1225.024589260227,2498.4863779173606,241.10644701960965,-663.2110435125911,-339.1802713050546,-1021.1093043219335,-3028.8089241724056,-12.477837076682867,-26.615936758649156
sF,831.9042538486539,17.056726592647635,-781.8561228297782,-0.26561489927007115,6.403584908810568,448.3888463910225,135.28183383173732,241.10644701960965,40.28375244167055,-22.627975174746272,119.32490231833623,-170.2251438211756,-392.85025948818304,-1.825162133614997,5.764966133821892
qEG,1112.3797289210934,36.442891780120675,-1122.1632154156712,108.13539752225392,23.441155304663017,-1855.465221486037,319.68446145514673,-663.2110435125911,-22.627975174746272,3022.6015197889437,446.94756271742324,109.09235581395507,-430.717043622085,-0.5774562291115543,65.49238306135008
qEF,1044.9010607380587,19.67934774820003,-1081.6682707653963,19.52201596640894,80.9734594317798,-514.6674081454207,-19.479077659533903,-339.1802713050546,119.32490231833623,446.94756271742324,1436.2369698978332,-533.447701131694,-472.2958673788477,-2.7042788274164007,79.10123433786052
iG,-3589.123470708169,-82.82597061818707,3344.7616610022164,1.5319949513491644,-31.310502463946207,-1979.0440969804297,-566.9863540153327,-1021.1093043219335,-170.2251438211756,109.09235581395507,-533.447701131694,750.8719071858804,1646.457091471494,6.527609772465435,-25.25656769316619
iE,-9887.322108335044,-210.30475710830973,9234.868970116566,-17.25361166594746,-23.428042885103793,-5343.545876079614,-1809.9549335920783,-3028.8089241724056,-392.85025948818304,-430.717043622085,-472.2958673788477,1646.457091471494,4638.622350720956,20.145366980743987,-30.56932693099615
Kd0,-40.27445034951955,-0.558245141480711,38.557255910660885,-0.013399037584520632,-0.1025007612155549,-19.309547348708662,-7.460313252063734,-12.477837076682867,-1.825162133614997,-0.5774562291115543,-2.7042788274164007,6.527609772465435,20.145366980743987,0.39533199772468347,-0.16050629594293772
m0,68.94909420208336,1.4314738855543279,-71.03899370272222,2.459807674149544,4.307638761336854,-52.40579810062722,3.710029033268446,-26.615936758649156,5.764966133821892,65.49238306135008,79.10123433786052,-25.25656769316619,-30.56932693099615,-0.16050629594293772,4.964894283989625
