batch,state,t,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
25026,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,X,12.0,17.781881017450864,0.009058921576645052,-4.360045238215353,9.868649107779167e-15,-9.868649107779167e-15,4.934324553889584e-15,3.700743415417185e-14,0.0,3.700743415417185e-14,-2.4178190314058954e-15,0.0,-4.1064374123322965e-14,8.881784197001251e-14,0.0,0.0
25026,X,36.0,26.417594934725,1.3214281607214983e-06,-525.4104233808272,3.947459643111667e-14,3.947459643111667e-14,0.0,1.480297366166874e-13,-1.9737298215558335e-14,-1.480297366166874e-13,0.0,9.671276125623581e-15,0.0,-1.7763568394002502e-13,0.0,0.0
25026,X,42.0,26.417418657946786,2.038775000675248e-08,-525.4130336457276,0.0,-3.947459643111667e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,X,60.0,37.356304992826715,6.277129650634881e-07,-742.9750865363171,0.0,3.947459643111667e-14,0.0,1.480297366166874e-13,0.0,0.0,1.9342552251247163e-14,0.0,-1.6425749649329186e-13,1.7763568394002502e-13,0.0,-4.440892098500626e-13
25026,X,84.0,37.35630555317093,6.245300572989736e-11,-742.9754097806398,0.0,0.0,0.0,0.0,0.0,0.0,9.671276125623581e-15,0.0,-1.6425749649329186e-13,0.0,0.0,0.0
25026,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,N,12.0,-0.47547412884311785,-0.0004600772766198689,-8.128585192542403,-1.233581138472396e-15,0.0,0.0,0.0,0.0,0.0,3.022273789257369e-16,0.0,5.133046765415371e-15,0.0,0.0,0.0
25026,N,36.0,-1.0522273284488127e-05,-6.711163843828441e-08,-0.00011063040980449813,-2.199932793563252e-19,-2.035231942708249e-19,1.3452530210906837e-18,-2.885205976584958e-18,1.0558500974454643e-18,-3.48959927749037e-18,3.16149871250212e-17,3.1605475650884324e-17,1.8063490452177734e-18,1.0164395367051603e-17,0.0,-1.1329065669526267e-17
25026,N,42.0,-1.1775342001826036e-07,-1.0354367763432351e-09,-1.3106543461062812e-06,-2.5366872118292844e-21,-2.371251089318679e-21,1.5413132080571412e-20,-3.315615621983383e-20,1.2104409630359301e-20,-4.0118259708821806e-20,6.055395342711224e-17,6.055334995290089e-17,2.0651856462093444e-20,1.1646703024746627e-19,0.0,-1.300741513239636e-19
25026,N,60.0,-5.542307573603745e-07,-3.187978491386508e-08,-5.007223105349026e-06,-5.882173244821529e-22,5.882173244821529e-22,-8.823259867232292e-22,2.2058149668080718e-21,-2.9410866224107645e-22,2.2058149668080718e-21,2.8822648899625485e-22,0.0,2.4476274325444083e-20,2.646977960169688e-21,0.0,-2.6469779601696886e-20
25026,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,G,12.0,-36.96142836522595,-0.02072429288540591,8.324250026893187,-8.30945514813758,-0.003154215020610232,2.7135599933394077,-15.634816502294282,0.20033569161215478,0.15921940780572172,-10.656311208551163,-0.0014140844114617966,-1.1981185949323023,31.279631916603982,0.0,-7.475168637590457
25026,G,36.0,-174.1497694374973,-0.059384957771836985,2227.6194693462808,-24.101278109988765,-0.17144662582053463,34.42896304713766,-125.59273368741812,6.536641886925702,5.886860753262126,-69.41351230409623,-0.1337079405227604,-34.672121372335624,331.9389000549165,0.0,-56.97611530633395
25026,G,42.0,-187.26302561205412,-0.053698690575151906,2619.894055003755,-23.121467592207832,-0.22802071847788985,42.93804301450678,-154.14929066479198,8.504271317659827,7.719933657979176,-79.72501898197906,-0.2091177303807895,-43.89924252950401,402.87769263777227,0.0,-67.02626485887464
25026,G,60.0,-178.83116238819403,-0.036746310069709,2992.1695183835413,-23.624680933108674,-0.4917363265917628,61.93702826475048,-241.45754950449756,12.866992993201578,12.302273728847316,-86.25010656238015,-0.6647571699020627,-56.667997017524115,502.4396094481381,0.0,-78.7283320519947
25026,G,84.0,-42.35550289809694,-0.005449644029186917,714.5460365971459,-4.035272014811466,-0.26051094507447314,20.171184373772387,-95.08952192822822,4.00275590207261,3.4664168099269093,-22.746016197203897,-0.5933834702937522,-12.369992983177028,131.30667503333115,0.0,-21.82749716337534
25026,G,90.0,-23.130951705545797,-0.0026778096713425516,388.8191054402135,-2.0176355551279546,-0.1853939314761336,11.437859209712691,-55.375739225118735,2.2896341402900293,1.530357483546332,-12.682346357119771,-0.4955737287776558,-5.837256563899818,71.35742571451698,0.0,-13.018804476530892
25026,G,108.0,-3.0808963114475176,-0.000276704922962882,51.31338355657538,-0.1929571195261603,-0.08109654796985923,1.4353798595605927,-6.353622949328347,0.4801548736214345,-0.9386384362516211,-1.557132811072831,-0.3102874978515345,0.28760435035458504,9.187956412496618,0.0,-3.6499256940671247
