batch,state,t,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
25026,N,60.0,-9.252148012563923e-05,-5.979051938581427e-06,-0.0007586233727987385,-4.448541139651925e-20,-1.77941645586077e-19,2.2242705698259618e-20,-8.341014636847357e-19,6.672811709477887e-20,1.0009217564216829e-18,3.2696777376441654e-20,2.1797851584294434e-20,-3.702159346564701e-19,-4.0036870256867337e-19,0.0,1.5013826346325243e-18
25026,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,G,12.0,-10.330915756115179,-0.005868258811902164,2.305421921844974,-2.2960102306372603,-0.0008715515339069881,0.7502261911162644,-4.428932806639702,0.05537772955606235,0.045110897760460095,-2.9444566663964973,-0.000390730795638821,-0.33522292998184083,8.653947191334671,0.0,-2.065486077440791
25026,G,36.0,-48.08302377383665,-0.016906734336100564,624.8259523960287,-6.659459116281519,-0.047374250629509645,9.543763413878807,-35.47644276782937,1.8084012385006036,1.666822917845286,-19.158389305369354,-0.036957224281204376,-9.66347904207479,92.17251242208096,0.0,-15.743237835715572
25026,G,42.0,-51.700298073680486,-0.015287949773504091,733.8765008343688,-6.388702752297598,-0.06300707385764438,11.909019497696374,-43.50232394056479,2.353071104730266,2.18561394203055,-21.978254502633572,-0.05781511211135449,-12.229549062923185,111.89010421320339,0.0,-18.520220238258702
25026,G,60.0,-49.180813786480854,-0.010458792363154792,808.0074799563104,-6.527151708738291,-0.1358862073823418,17.111033594086834,-67.95630227545283,3.5593939929422738,3.4791402180425703,-23.391993514267014,-0.1844886911433872,-15.771524782139268,138.43549641753555,0.0,-21.75352747981719
25026,G,84.0,-14.12192529783048,-0.0015539315257851558,203.03778956717036,-1.1157303015359457,-0.07199948675478011,5.532091261671018,-27.739488802690595,1.1050518463834473,0.9794306759187513,-8.07254861934301,-0.17056684630876104,-3.4424896918091616,36.37456599426125,0.0,-6.031885309045725
25026,G,90.0,-8.404550663420684,-0.000763704008365638,115.80375327155393,-0.5580097212658016,-0.05124259703488964,3.222001913476355,-16.58335020822494,0.6353497991790087,0.43465081456769783,-5.181027944214389,-0.14580246165927324,-1.6193661265591144,20.037365644756704,0.0,-3.597944643653236
25026,G,108.0,-1.3617408595934446,-7.893768448685413e-05,16.83208310847298,-0.05339541512432274,-0.022404540861041152,0.4710173532805695,-2.144004919524024,0.13310759275216602,-0.2533579837948337,-0.9907990750097652,-0.06984528189643625,0.08677639123630232,2.6524674191797137,0.0,-1.006225009299333
25026,G,114.0,-0.6950096693960264,-2.9729306362145064e-05,8.192670146808695,-0.01787568058467448,-0.013162073831928307,0.19728626824500836,-0.670651814181836,0.06184144008974245,-0.19948793593907563,-0.49646487161317837,-0.034347036809673596,0.10562463686408179,1.1072236317881727,0.0,-0.5792903983124108
25026,G,132.0,-0.05461983579934917,-2.3786996338889126e-08,0.33977418114777314,-1.3539540163695613e-05,-1.254597190671275e-05,0.0005984018562786276,-0.0005785783706387432,0.0002545425958156565,-0.0003992855372575821,-0.00736711085190331,-0.001739252275095081,0.00011920171805964091,0.003764497011676894,0.0,-0.0014873419002298756
25026,G,138.0,-0.011617582285931419,-1.7023299226184383e-09,0.04169836217342643,-9.72063106279126e-07,-9.005119453594819e-07,5.0518513774992216e-05,-4.362280453641666e-05,2.0715750694783233e-05,-2.8617646697476837e-05,-0.0006599603118579526,-0.00025214971883640974,8.524789726079656e-06,0.0002785892124906745,0.0,-0.00014293753550020263
25026,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,F,12.0,-4.564906579642235,-0.0029867165060340176,1.2511569077205102,-0.022296047373026914,-2.1378223757952886,0.06043589463792846,0.0007762570151469808,0.2098887357167002,-1.4653814594645158,-0.029094638504112313,-0.9555268484306495,10.62668963269851,2.8990968826580015,0.0,-1.9457440727583013
25026,F,36.0,-26.201026051807254,-0.009469796818694975,390.1905009374382,-0.934084468176778,-6.595053513245662,2.7516425306498014,-1.2764510325164184,2.8327696186831774,-13.707904040018185,-1.9020228056998796,-8.158903166900847,74.36391099602173,48.35015896864542,0.0,-19.86777935151514
25026,F,42.0,-31.608618173672298,-0.009592040325649252,501.5514747853779,-1.2327013646812945,-6.530792388291339,3.9912352547782093,-2.3511279195570576,3.79890735470044,-17.342398213161548,-2.9158131960993927,-10.094264018696276,86.99305525182629,66.132473321817,0.0,-25.57144701577352
