species,parameter,estimate,lower_bound,upper_bound,active_bound,std_log_local
ethyl_acetate,formation_growth_ug_per_g_sugar,40.52969963902528,0.00010000000000000009,10000.00000000001,False,0.6001313934185868
ethyl_acetate,formation_stationary_ug_per_g_sugar,72.94352690398519,0.00010000000000000009,10000.00000000001,False,0.08524607295448791
ethyl_acetate,effective_loss_scale,0.009311660109937055,9.999999999999997e-06,10.000000000000002,False,1.5300949621088829
ethyl_octanoate,formation_growth_ug_per_g_sugar,0.06545065227840553,0.00010000000000000009,10000.00000000001,False,4.103036054032347
ethyl_octanoate,formation_stationary_ug_per_g_sugar,0.5725071361163376,0.00010000000000000009,10000.00000000001,False,0.13929682419593745
ethyl_octanoate,effective_loss_scale,0.019311834028693707,9.999999999999997e-06,10.000000000000002,False,0.3563011417439133
isoamyl_acetate,formation_growth_ug_per_g_sugar,0.3139101596654436,0.00010000000000000009,10000.00000000001,False,4.893826613767031
isoamyl_acetate,formation_stationary_ug_per_g_sugar,7.118718287558679,0.00010000000000000009,10000.00000000001,False,0.10719741278470575
isoamyl_acetate,effective_loss_scale,0.014305981280478334,9.999999999999997e-06,10.000000000000002,False,0.4874834370294061
