species,parameter,log_offset_requested,fixed_value,objective,delta_objective,success
ethyl_acetate,formation_growth_ug_per_g_sugar,-2.0,5.485098380142326,74.89859673704903,2.9244522515538733,True
ethyl_acetate,formation_growth_ug_per_g_sugar,-1.0,14.910043254051029,73.28606407764373,1.3119195921485698,True
ethyl_acetate,formation_growth_ug_per_g_sugar,-0.5,24.582505460012886,72.45007873131534,0.4759342458201843,True
ethyl_acetate,formation_growth_ug_per_g_sugar,0.0,40.52969963902528,71.97414448527765,-2.1751134227088187e-10,True
ethyl_acetate,formation_growth_ug_per_g_sugar,0.5,66.82217788994832,73.15855570011684,1.1844112146216759,True
ethyl_acetate,formation_growth_ug_per_g_sugar,1.0,110.17114604166561,80.071226627123,8.097082141627837,True
ethyl_acetate,formation_growth_ug_per_g_sugar,2.0,299.47622430556726,181.08567333184817,109.11152884635301,True
ethyl_acetate,formation_stationary_ug_per_g_sugar,-2.0,9.871832873828314,173.1562245502426,101.18208006474744,True
ethyl_acetate,formation_stationary_ug_per_g_sugar,-1.0,26.83442391451214,125.99003481391418,54.01589032841902,True
ethyl_acetate,formation_stationary_ug_per_g_sugar,-0.5,44.24248549484036,93.02548748155442,21.05134299605926,True
ethyl_acetate,formation_stationary_ug_per_g_sugar,0.0,72.94352690398519,71.97414448530512,-1.900417601063964e-10,True
ethyl_acetate,formation_stationary_ug_per_g_sugar,0.5,120.26354436648744,204.07972211391623,132.1055776284211,True
ethyl_acetate,formation_stationary_ug_per_g_sugar,1.0,198.28106368681642,1219.656205014566,1147.682060529071,True
ethyl_acetate,formation_stationary_ug_per_g_sugar,2.0,538.9838123474037,17577.58780758907,17505.613663103573,True
ethyl_acetate,effective_loss_scale,-2.0,0.0012601961583813997,73.04126083152336,1.0671163460282003,True
ethyl_acetate,effective_loss_scale,-1.0,0.0034255683176220553,72.32105285671943,0.34690837122427354,True
ethyl_acetate,effective_loss_scale,-0.5,0.005647807349499935,72.08718943302479,0.11304494752963024,True
ethyl_acetate,effective_loss_scale,0.0,0.009311660109937055,71.9741444851847,-3.104645429630182e-10,True
ethyl_acetate,effective_loss_scale,0.5,0.015352332088783118,72.40350193832809,0.4293574528329316,True
ethyl_acetate,effective_loss_scale,1.0,0.025311716469628855,76.55176512477989,4.577620639284731,True
ethyl_acetate,effective_loss_scale,2.0,0.06880437892649965,172.6311044790761,100.65695999358094,True
ethyl_octanoate,formation_growth_ug_per_g_sugar,-2.0,0.00885778256411906,383.41196987456414,1.6561283647077971,True
ethyl_octanoate,formation_growth_ug_per_g_sugar,-1.0,0.02407794938448622,382.2674545660679,0.5116130562115586,True
ethyl_octanoate,formation_growth_ug_per_g_sugar,-0.5,0.03969782730504349,381.9030987114049,0.14725720154854116,True
ethyl_octanoate,formation_growth_ug_per_g_sugar,0.0,0.06545065227840555,381.75583940817626,-2.1016800815232273e-06,True
ethyl_octanoate,formation_growth_ug_per_g_sugar,0.5,0.10790988259260502,381.97423384286344,0.21839233300710248,True
ethyl_octanoate,formation_growth_ug_per_g_sugar,1.0,0.1779133187491814,382.901640074359,1.1457985645026838,True
ethyl_octanoate,formation_growth_ug_per_g_sugar,2.0,0.4836185413967417,391.3413522065644,9.58551069670807,True
ethyl_octanoate,formation_stationary_ug_per_g_sugar,-2.0,0.07748041542128656,513.1588988904808,131.4030573806245,True
ethyl_octanoate,formation_stationary_ug_per_g_sugar,-1.0,0.21061360530114118,456.3823955553381,74.62655404548178,True
ethyl_octanoate,formation_stationary_ug_per_g_sugar,-0.5,0.3472431309588327,414.18567260085183,32.42983109099549,True
ethyl_octanoate,formation_stationary_ug_per_g_sugar,0.0,0.5725071361163376,381.75583944255885,-2.0672974869739846e-06,True
ethyl_octanoate,formation_stationary_ug_per_g_sugar,0.5,0.9439046929426195,618.9969547381958,237.24111322833943,True
ethyl_octanoate,formation_stationary_ug_per_g_sugar,1.0,1.5562357447681698,2102.623468992769,1720.867627482913,True
ethyl_octanoate,formation_stationary_ug_per_g_sugar,2.0,4.230287345801745,24570.72850782088,24188.972666311023,True
ethyl_octanoate,effective_loss_scale,-2.0,0.002613572528091718,412.39795733228954,30.642115822433198,True
ethyl_octanoate,effective_loss_scale,-1.0,0.007104426710471484,399.587241659981,17.831400150124637,True
ethyl_octanoate,effective_loss_scale,-0.5,0.011713219433684478,389.1791609270178,7.423319417161451,True
ethyl_octanoate,effective_loss_scale,0.0,0.019311834028693707,381.75584130428814,-2.0556819890771294e-07,True
ethyl_octanoate,effective_loss_scale,0.5,0.031839831539337865,403.1971354348879,21.441293925031573,True
ethyl_octanoate,effective_loss_scale,1.0,0.05249500751441514,506.3842939089532,124.62845239909689,True
ethyl_octanoate,effective_loss_scale,2.0,0.1426962250112557,941.0479570489478,559.2921155390914,True
isoamyl_acetate,formation_growth_ug_per_g_sugar,-2.0,0.042483120369173136,368.99130315678457,1.495922698424124,True
isoamyl_acetate,formation_growth_ug_per_g_sugar,-1.0,0.11548109411576166,367.93991232394546,0.4445318655850201,True
isoamyl_acetate,formation_growth_ug_per_g_sugar,-0.5,0.1903961362323796,367.61929691164966,0.12391645328921186,True
isoamyl_acetate,formation_growth_ug_per_g_sugar,0.0,0.3139101596654436,367.49538045836044,0.0,True
isoamyl_acetate,formation_growth_ug_per_g_sugar,0.5,0.5175503573292903,367.66507961853165,0.16969916017120568,True
isoamyl_acetate,formation_growth_ug_per_g_sugar,1.0,0.8532962827872529,368.3238822817398,0.8285018233793835,True
isoamyl_acetate,formation_growth_ug_per_g_sugar,2.0,2.3194997797922405,373.2925290640728,5.79714860571238,True
isoamyl_acetate,formation_stationary_ug_per_g_sugar,-2.0,0.9634137557284084,560.6777412210065,193.18236076264606,True
isoamyl_acetate,formation_stationary_ug_per_g_sugar,-1.0,2.618830105484014,477.36052860067025,109.8651481423098,True
isoamyl_acetate,formation_stationary_ug_per_g_sugar,-0.5,4.317720899261354,415.5903781611789,48.09499770281843,True
isoamyl_acetate,formation_stationary_ug_per_g_sugar,0.0,7.118718287558679,367.49538045095744,-7.403002655337332e-09,True
isoamyl_acetate,formation_stationary_ug_per_g_sugar,0.5,11.736782260819986,626.7567530957417,259.26137263738127,True
isoamyl_acetate,formation_stationary_ug_per_g_sugar,1.0,19.35068256298985,2212.1537540003105,1844.6583735419501,True
isoamyl_acetate,formation_stationary_ug_per_g_sugar,2.0,52.600608779254614,26070.648986624405,25703.153606166044,True
isoamyl_acetate,effective_loss_scale,-2.0,0.0019361040285712143,381.37197710324057,13.876596644880124,True
isoamyl_acetate,effective_loss_scale,-1.0,0.005262876398871484,376.00292446791025,8.507544009549804,True
isoamyl_acetate,effective_loss_scale,-0.5,0.008677016263885107,371.3463295925448,3.8509491341843614,True
isoamyl_acetate,effective_loss_scale,0.0,0.014305981280478334,367.4953783705147,-2.0878457576145593e-06,True
isoamyl_acetate,effective_loss_scale,0.5,0.023586575635362483,381.4648155952965,13.969435136936056,True
isoamyl_acetate,effective_loss_scale,1.0,0.038887688952999516,455.15185081284625,87.6564703544858,True
isoamyl_acetate,effective_loss_scale,2.0,0.10570769823170614,761.6663628305308,394.1709823721704,True
