,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,17533.762650614175,212.83801545441509,-16489.524300029334,35.15413588588603,25.104847518618534,13701.131060274201,4231.661082201018,6560.522679805047,915.7360731071609,2302.2344077720845,957.197767162896,-4009.542145524039,-12167.910012635457,-0.2951568003635655,84.8777430611331
sN,212.83801545441509,5.368939155498748,-185.0536687645612,0.5886766876252382,0.4930413958677828,166.56737150727028,50.755063139561734,80.83325505544865,10.705619804021078,24.965608772913377,14.057378653951254,-50.2040759779466,-134.3106408174453,-0.0017623573786028968,1.004271483781049
qN,-16489.524300029334,-185.0536687645612,15594.167647431403,-34.06793857911063,-24.949206432567824,-12776.91877795511,-3977.6721305367164,-6114.515079749763,-865.5358711041964,-2267.544101251278,-957.3044982123201,3773.619023496622,11509.731426420292,0.28688282230682616,-84.41252176891138
qXG,35.15413588588603,0.5886766876252382,-34.06793857911063,1.5808267066434565,0.43026282698642304,-38.84593437010152,11.09016512760189,-12.144012988715941,0.40254807704405476,80.79993099655644,14.847960928976708,-1.464989648995317,-22.55478639706979,-0.0005191207652749177,1.9778352208611114
qXF,25.104847518618534,0.4930413958677828,-24.949206432567824,0.43026282698642304,1.9891987041213532,-21.547212500612982,-1.9245375998113283,-14.732986957167137,4.850421683092805,14.194487425798293,57.95154927302034,-22.86953220453754,-14.557101783699942,-0.0003143696469787567,2.754548009944089
betaG0,13701.131060274201,166.56737150727028,-12776.91877795511,-38.84593437010152,-21.547212500612982,14847.08331278402,3298.911129379366,6827.441722200363,741.7811485421829,-2357.504666375474,-723.4717847208519,-3256.9572227175736,-9596.717497028836,-0.187229010135606,-73.02602598353134
sG,4231.661082201018,50.755063139561734,-3977.6721305367164,11.09016512760189,-1.9245375998113283,3298.911129379366,1083.959546408363,1635.1601660621639,194.1919517050045,794.2333673329804,-51.44456842593277,-844.5522451500533,-2955.6980415665557,-0.06556110447385761,12.060018407940083
betaF0,6560.522679805047,80.83325505544865,-6114.515079749763,-12.144012988715941,-14.732986957167137,6827.441722200363,1635.1601660621639,3209.587032634733,327.7121662763,-653.6076821692493,-508.04088010277906,-1439.0309465737314,-4579.370418086717,-0.09060567818008458,-33.82527717307552
sF,915.7360731071609,10.705619804021078,-865.5358711041964,0.40254807704405476,4.850421683092805,741.7811485421829,194.1919517050045,327.7121662763,62.18172425429189,-8.37229183337331,181.54473392828007,-271.6452471641218,-640.1545238152269,-0.01578209779343781,8.087677092015198
qEG,2302.2344077720845,24.965608772913377,-2267.544101251278,80.79993099655644,14.194487425798293,-2357.504666375474,794.2333673329804,-653.6076821692493,-8.37229183337331,5366.9094743176865,526.7368587833365,64.51435759122084,-1594.065140210669,-0.05025672075980894,118.73135967980951
qEF,957.197767162896,14.057378653951254,-957.3044982123201,14.847960928976708,57.95154927302034,-723.4717847208519,-51.44456842593277,-508.04088010277906,181.54473392828007,526.7368587833365,2052.017249426652,-820.3514775557328,-592.8344784693713,-0.018212696258355816,100.95283945377162
iG,-4009.542145524039,-50.2040759779466,3773.619023496622,-1.464989648995317,-22.86953220453754,-3256.9572227175736,-844.5522451500533,-1439.0309465737314,-271.6452471641218,64.51435759122084,-820.3514775557328,1203.5605512382976,2765.004838697315,0.05808612116154273,-35.766034535510876
iE,-12167.910012635457,-134.3106408174453,11509.731426420292,-22.55478639706979,-14.557101783699942,-9596.717497028836,-2955.6980415665557,-4579.370418086717,-640.1545238152269,-1594.065140210669,-592.8344784693713,2765.004838697315,8605.517530735413,0.20395989645051316,-56.50808989085517
Kd0,-0.2951568003635655,-0.0017623573786028968,0.28688282230682616,-0.0005191207652749177,-0.0003143696469787567,-0.187229010135606,-0.06556110447385761,-0.09060567818008458,-0.01578209779343781,-0.05025672075980894,-0.018212696258355816,0.05808612116154273,0.20395989645051316,0.0005649677420156131,-0.001979038348209783
m0,84.8777430611331,1.004271483781049,-84.41252176891138,1.9778352208611114,2.754548009944089,-73.02602598353134,12.060018407940083,-33.82527717307552,8.087677092015198,118.73135967980951,100.95283945377162,-35.766034535510876,-56.50808989085517,-0.001979038348209783,6.696666116510221
