source_file,fit,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0,gammaG0,gammaF0
fermentation_model/results/new_must_glycerol_estimability_doe/theta_fit_table.csv,natural_reduced11,0.1009104470735211,18.0,0.028968156921963,0.1124999999999999,0.1124999999999999,0.5025111760140567,0.03,0.4878407227390609,0.03,1.177071855670338,1.0443141200135626,0.0068611035080038,0.0078921903309543,0.0037451033330064,0.01,0.0751174089591143,0.0050598705333629
fermentation_model/results/new_must_glycerol_estimability_doe/theta_fit_table.csv,synthetic_reduced11,0.0500140160314961,18.0,0.0086374826768581,0.1124999999999999,0.1124999999999999,0.5544556467977121,0.03,0.3047148285546439,0.03,1.1246568052304768,0.7350908181954096,0.003092913831806,0.0141443220577377,0.0009086163011163,0.01,0.0711298228056842,0.0002221846469871
fermentation_model/results/new_must_glycerol_estimability_doe/theta_fit_table.csv,mixed_reduced11,0.0737460240011237,18.0,0.0173736734976905,0.1124999999999999,0.1124999999999999,0.4060097401014331,0.03,0.2880993115446318,0.03,0.941025163632023,0.6369928419419247,0.0030560552394665,0.0058981450411628,0.0008888928209949,0.01,0.0607084211581074,0.0001584681954515
fermentation_model/results/new_must_glycerol_estimability_doe/theta_fit_table.csv,mixed_full17_l2,0.0614430033144078,22.822304600584857,0.0140776194649712,0.0830335046613047,0.1470884666435773,0.4295772752903894,0.0382372980657357,0.2863462776503681,0.0509012129452155,0.9986807546116891,0.6005563072780574,0.0033029878376235,0.0053630491387404,0.000772525515324,0.0045192368007999,0.0584595602157213,0.0031236775464779
