workflow,candidate,species,family,t_final_h,liquid_final,loss_final,condensate_final,trap_efficiency,condensate_expected_from_loss,condensate_abs_error,synthesis_integral_trapz,liquid_plus_loss_delta,mass_closure_abs_error,mass_closure_rel_error,loss_integral_trapz,loss_state_delta,loss_balance_abs_error,loss_balance_rel_error,termination,source_file
aroma_campaign_doe,cold_synthesis_hot_stripping,ethyl_acetate,aroma_partition,192.0,42.485172146583125,5.192887450505039,4.673598705454535,0.9,4.673598705454536,-8.881784197001252e-16,47.57769384625115,47.678059597088165,-0.10036575083701393,-0.002105072053795234,5.161985742383928,5.192887450505039,-0.03090170812111115,-0.005950775636029965,optimal,fermentation_model/results/aroma_campaign_doe/aroma_campaign_simulations.csv
aroma_campaign_doe,cold_synthesis_hot_stripping,ethyl_octanoate,aroma_partition,192.0,0.4529719743495409,0.0513013489250116,0.0436061465862599,0.85,0.04360614658625986,4.163336342344337e-17,0.5030875941377888,0.5042733232745525,-0.0011857291367637357,-0.0023513620134891873,0.05102121942335428,0.0513013489250116,-0.00028012950165731687,-0.005460470485226204,optimal,fermentation_model/results/aroma_campaign_doe/aroma_campaign_simulations.csv
aroma_campaign_doe,cold_synthesis_hot_stripping,isoamyl_acetate,aroma_partition,192.0,1.8035980600199293,0.2086593165667286,0.1836201985787212,0.88,0.18362019857872117,2.7755575615628914e-17,2.0074331260770526,2.012257376586658,-0.004824250509605221,-0.0023974321405090225,0.2074527124736948,0.2086593165667286,-0.001206604093033803,-0.005782651419007858,optimal,fermentation_model/results/aroma_campaign_doe/aroma_campaign_simulations.csv
aroma_campaign_doe,combined_stress_long_horizon,ethyl_acetate,integrated,240.0,37.08698209440704,3.384086732084432,3.0456780588759886,0.9,3.045678058875989,-4.440892098500626e-16,40.48734113446509,40.471068826491475,0.01627230797361534,0.0004019110052095627,3.379385898439976,3.384086732084432,-0.0047008336444562815,-0.0013890996350323437,optimal,fermentation_model/results/aroma_campaign_doe/aroma_campaign_simulations.csv
aroma_campaign_doe,combined_stress_long_horizon,ethyl_octanoate,integrated,240.0,0.4036784143565268,0.0259983167208773,0.0220985692127457,0.85,0.022098569212745705,-3.469446951953614e-18,0.42974554228037476,0.4296767310774041,6.881120297064225e-05,0.00016012080685120502,0.02597182354697359,0.0259983167208773,-2.6493173903709838e-05,-0.0010190342008732879,optimal,fermentation_model/results/aroma_campaign_doe/aroma_campaign_simulations.csv
aroma_campaign_doe,combined_stress_long_horizon,isoamyl_acetate,integrated,240.0,1.5949558951603628,0.12084649815504,0.1063449183764352,0.88,0.1063449183764352,0.0,1.715999875529724,1.715802393315403,0.000197482214321143,0.00011508288382607302,0.12070034026169138,0.12084649815504,-0.00014615789334862517,-0.0012094507956789274,optimal,fermentation_model/results/aroma_campaign_doe/aroma_campaign_simulations.csv
aroma_campaign_doe,ethanol_partition_late_pulse,ethyl_acetate,aroma_partition,216.0,35.274411851427416,3.2706966162086686,2.9436269545878018,0.9,2.9436269545878018,0.0,38.55328127599521,38.545108467636084,0.00817280835912726,0.00021198736109177745,3.262321062579273,3.2706966162086686,-0.008375553629395682,-0.0025607858545756744,optimal,fermentation_model/results/aroma_campaign_doe/aroma_campaign_simulations.csv
aroma_campaign_doe,ethanol_partition_late_pulse,ethyl_octanoate,aroma_partition,216.0,0.3781572023933826,0.0308918171188958,0.0262580445510614,0.85,0.02625804455106143,-3.122502256758253e-17,0.4090111818919703,0.4090490195122784,-3.783762030812321e-05,-9.250143259905171e-05,0.030828210017948422,0.0308918171188958,-6.360710094737917e-05,-0.002059027499177839,optimal,fermentation_model/results/aroma_campaign_doe/aroma_campaign_simulations.csv
aroma_campaign_doe,ethanol_partition_late_pulse,isoamyl_acetate,aroma_partition,216.0,1.504665440309218,0.1286316905307633,0.1131958876670717,0.88,0.1131958876670717,0.0,1.6330533778357266,1.6332971308399813,-0.0002437530042547209,-0.00014923984108718922,0.12833102783514508,0.1286316905307633,-0.000300662695618209,-0.002337392087265643,optimal,fermentation_model/results/aroma_campaign_doe/aroma_campaign_simulations.csv
aroma_campaign_doe,fructose_rich_iG_probe,ethyl_acetate,sugar_initial,192.0,44.19304318373397,5.219862931564039,4.697876638407635,0.9,4.697876638407635,0.0,49.33327008683872,49.41290611529801,-0.07963602845928364,-0.001611644299435946,5.197289318517782,5.219862931564039,-0.022573613046256824,-0.004324560499425421,optimal,fermentation_model/results/aroma_campaign_doe/aroma_campaign_simulations.csv
