candidate,family,medium,horizon_h,temperature_segments,N_pulses_kg_m3,candidate_logdet,candidate_min_eigenvalue,candidate_max_eigenvalue,candidate_min_relative_eigenvalue,candidate_condition_number,candidate_trace_inv,candidate_rank_1e-8,combined_logdet,combined_min_eigenvalue,combined_max_eigenvalue,combined_min_relative_eigenvalue,combined_condition_number,combined_trace_inv,combined_rank_1e-8,var_ratio_mu0,var_reduction_mu0,var_ratio_qN,var_reduction_qN,var_ratio_betaG0,var_reduction_betaG0,var_ratio_betaF0,var_reduction_betaF0,var_ratio_qEG,var_reduction_qEG,var_ratio_qEF,var_reduction_qEF,var_ratio_iG,var_reduction_iG,var_ratio_iE,var_reduction_iE,var_ratio_Kd0,var_reduction_Kd0,var_ratio_gammaG0,var_reduction_gammaG0,var_ratio_gammaF0,var_reduction_gammaF0,var_ratio_kPyrS_N,var_reduction_kPyrS_N,var_ratio_kPyrS_stat,var_reduction_kPyrS_stat,var_ratio_kPyrO2,var_reduction_kPyrO2,var_ratio_kPyrDrain,var_reduction_kPyrDrain,var_ratio_kAldPyr,var_reduction_kAldPyr,var_ratio_kAldS_N,var_reduction_kAldS_N,var_ratio_kAldS_stat,var_reduction_kAldS_stat,var_ratio_kAldO2,var_reduction_kAldO2,var_ratio_kAldRed,var_reduction_kAldRed,var_ratio_kAcAld,var_reduction_kAcAld,var_ratio_kAcStress,var_reduction_kAcStress,var_ratio_kAcAssim,var_reduction_kAcAssim,var_ratio_k_EA_growth,var_reduction_k_EA_growth,var_ratio_k_EA_stationary,var_reduction_k_EA_stationary,var_ratio_k_IAA_growth,var_reduction_k_IAA_growth,var_ratio_k_IAA_stationary,var_reduction_k_IAA_stationary,var_ratio_k_EO_growth,var_reduction_k_EO_growth,var_ratio_k_EO_stationary,var_reduction_k_EO_stationary,var_ratio_alpha_EA_loss,var_reduction_alpha_EA_loss,var_ratio_alpha_IAA_loss,var_reduction_alpha_IAA_loss,var_ratio_alpha_EO_loss,var_reduction_alpha_EO_loss,var_ratio_k_EA_XE,var_reduction_k_EA_XE,var_ratio_k_EA_XE_Nlim,var_reduction_k_EA_XE_Nlim,target_mean_var_reduction,target_worst_var_reduction,aroma_mean_var_reduction,aroma_worst_var_reduction,hybrid_score,dopt_score,eopt_score,rationale
natural_pilot_cold_to_warm_earlyN,temperature_N,natural,300.0,"14, 16, 22, 20",30h:0.045,49.74540254378205,7.89232989002492e-09,16990.56333190048,4.645125494577773e-13,1000000000000.0001,1892553.6367724864,30,132.09564923536712,2.2944663473327506e-08,116219.9515431443,1.9742447977884216e-13,1000000000000.0,229451.24625521144,30,0.9183589096790464,0.08164109032095357,0.8521889706085575,0.14781102939144253,0.712711817900461,0.287288182099539,0.6242813977623066,0.3757186022376934,0.7944932101174601,0.2055067898825399,0.6194796809497236,0.3805203190502764,0.555963862268304,0.44403613773169603,0.7428233936406851,0.25717660635931494,0.2738710731497896,0.7261289268502105,0.6800396512292265,0.3199603487707735,0.6750081587486093,0.3249918412513907,0.8401517074313218,0.15984829256867816,0.9051802015137792,0.0948197984862208,0.8886901812909371,0.11130981870906287,0.8223700623178613,0.17762993768213875,0.8076504795587872,0.19234952044121278,0.8082297505958461,0.19177024940415388,0.6217971930833178,0.3782028069166822,0.7070056613459899,0.29299433865401014,0.8464536618544894,0.15354633814551055,0.43772071085262776,0.5622792891473722,7.751896864866079e-08,0.9999999224810313,0.827219549047477,0.17278045095252303,0.867544094136838,0.13245590586316203,0.9036918227550519,0.09630817724494811,0.6574812213012913,0.3425187786987087,0.7836250337859267,0.21637496621407326,0.5753663708177665,0.42463362918223346,0.41462165031231274,0.5853783496876872,0.8395974990459673,0.16040250095403275,0.8808678186456318,0.1191321813543682,0.7435309881529948,0.2564690118470052,0.8108501413226334,0.18914985867736656,0.8334892619455492,0.16651073805445082,0.2861071980974254,0.08164109032095357,0.24448491797982144,0.09630817724494811,72.97163641367757,132.09564923536712,-17.59018045587409,Cold start followed by warm transition and early nitrogen pulse.
natural_pilot_EA_cold_warm_Nsplit,EA_temperature_Nsplit,natural,300.0,"13, 18, 23, 19",32h:0.025; 80h:0.035,49.261220728431795,3.9664537976691293e-10,16700.15064408911,2.3751006096900242e-14,1000000000000.0,2096599.699430177,30,131.71646538612765,2.107789078904628e-08,117185.99869445803,1.79866972367605e-13,1000000000000.0,232060.26224652253,30,0.9157830362755457,0.08421696372445431,0.8406508208229337,0.15934917917706626,0.7194335304046034,0.28056646959539655,0.6271203852607349,0.3728796147392651,0.8207489379416837,0.1792510620583163,0.6187556489238255,0.3812443510761745,0.5459992132833529,0.4540007867166471,0.769786281025345,0.23021371897465503,0.2077618124762715,0.7922381875237285,0.679363588534253,0.32063641146574695,0.6693618634665557,0.3306381365334443,0.8593557420110449,0.14064425798895508,0.89538122228338,0.10461877771661998,0.8929046391490698,0.10709536085093019,0.8175306242269567,0.18246937577304334,0.7904046547332171,0.20959534526678292,0.8414748069429007,0.15852519305709933,0.6369224284641378,0.3630775715358622,0.6969950147823809,0.3030049852176191,0.828968103375891,0.171031896624109,0.4517640377502187,0.5482359622497812,7.946776810123153e-08,0.9999999205322319,0.8271762377660157,0.17282376223398432,0.8869580853956275,0.11304191460437252,0.8908856765175193,0.10911432348248074,0.5835253058415477,0.4164746941584523,0.7530812370364258,0.24691876296357418,0.604531582244821,0.39546841775517905,0.4211020332010282,0.5788979667989718,0.8566560367450228,0.14334396325497722,0.8528894044636935,0.14711059553630645,0.7351731558371761,0.26482684416282387,0.8292358210311411,0.17076417896885887,0.8470677409249368,0.15293225907506325,0.2878015062174404,0.08421696372445431,0.24899035643282366,0.10911432348248074,72.4056100484303,131.71646538612765,-17.675041175724953,Cold start then warm acceleration with split nitrogen to test temperature and N response.
natural_pilot_EA_cold_retention_noN,EA_retention_reference,natural,300.0,"13, 13, 16, 18",,48.775290058503096,2.55313243613995e-09,22164.275994078736,1.151913302659662e-13,1000000000000.0001,1778315.3499947488,29,132.4816416195863,1.324234661555959e-08,119553.93442510003,1.1076462417768323e-13,999999999999.9999,226044.60686521837,31,0.9113684875966533,0.08863151240334666,0.9215783071205546,0.07842169287944545,0.624300383055606,0.375699616944394,0.5134114032040057,0.4865885967959943,0.6666900350223836,0.33330996497761645,0.49630580252947404,0.503694197470526,0.45812463229755707,0.5418753677024429,0.5563140123077888,0.44368598769221124,0.8521829403782649,0.14781705962173508,0.5856383142881546,0.4143616857118454,0.589039728087092,0.41096027191290796,0.6753362399944599,0.3246637600055401,0.8903329998102987,0.10966700018970132,0.7226650194968461,0.27733498050315386,0.6345789739157215,0.3654210260842785,0.575070284962437,0.42492971503756305,0.7190810416897576,0.2809189583102424,0.639545000825352,0.36045499917464796,0.5249238926758971,0.4750761073241029,0.6503257686063431,0.34967423139365694,0.48575009365297017,0.5142499063470298,1.0309584924362852e-07,0.9999998969041508,0.8207405301271925,0.1792594698728075,0.887797014245666,0.11220298575433396,0.8484948912076383,0.15150510879236168,0.5908765132498214,0.4091234867501786,0.7556557555535046,0.24434424444649538,0.5840488293393188,0.4159511706606812,0.3818298618769471,0.6181701381230529,0.8801535047350967,0.11984649526490332,0.7870118466846896,0.2129881533153104,0.7760327176912061,0.22396728230879392,0.7925738785808487,0.2074261214191513,0.8049062482990205,0.19509375170097953,0.3352151454057524,0.07842169287944545,0.2646017216851129,0.11220298575433396,72.20247934196837,132.4816416195863,-18.139846065317396,Low-temperature no-pulse comparator to decouple synthesis from CO2 stripping.
natural_pilot_low_temp_aroma_retention,aroma_retention,natural,300.0,"13, 15, 16, 16",54h:0.035,47.53441396941053,2.4595119736523e-09,18662.80767246687,1.3178681454670955e-13,1000000000000.0,1961832.2313196063,30,130.89184212919633,1.9996750488435064e-08,116185.09237699746,1.7211115539289323e-13,1000000000000.0,233020.8393907882,30,0.9163985041725428,0.08360149582745724,0.9150477229741114,0.08495227702588859,0.6702002755492448,0.3297997244507552,0.590506825663941,0.40949317433605903,0.7393133923797429,0.2606866076202571,0.5770716002583955,0.42292839974160445,0.519436899286155,0.480563100713845,0.6729771027868432,0.3270228972131568,0.7663862735155317,0.23361372648446832,0.6453118177626579,0.3546881822373421,0.6453190757411175,0.35468092425888254,0.78104850635394,0.21895149364606004,0.8841622567973556,0.1158377432026444,0.78841429130995,0.21158570869005,0.7264844241692877,0.2735155758307123,0.6948627239507136,0.3051372760492864,0.7918648141473191,0.20813518585268087,0.5806362954531352,0.4193637045468648,0.6055931860302338,0.3944068139697662,0.7534662315276447,0.2465337684723553,0.42170697195085877,0.5782930280491412,7.377524232990756e-08,0.9999999262247576,0.830993840826905,0.16900615917309503,0.8951025518269632,0.10489744817303681,0.8785303967668981,0.12146960323310185,0.5953605541119465,0.40463944588805345,0.7714835755632724,0.2285164244367276,0.5965352904902341,0.4034647095097659,0.40247839704810884,0.5975216029518912,0.8709271825667915,0.12907281743320853,0.8579764912204046,0.14202350877959535,0.7683484664351325,0.23165153356486745,0.8326922623192006,0.16730773768079943,0.8507335340995558,0.14926646590044423,0.2989008291520183,0.08360149582745724,0.24362102705013564,0.10489744817303681,71.49262622170853,130.89184212919633,-17.727696052171254,Cold profile to contrast aroma retention against high-rate stripping.
natural_pilot_midN_temperature_step,temperature_N,natural,300.0,"16, 20, 23, 18",54h:0.04,47.10244276838263,3.0699502422037998e-09,15871.772980747306,1.934220106302991e-13,1000000000000.0,1972520.343021742,29,131.79303800414434,1.2550102077978177e-08,117072.34506792104,1.0719954461232559e-13,1000000000000.0,231279.1966665015,30,0.9170308066769484,0.08296919332305164,0.8578902130152288,0.14210978698477117,0.7397213195343064,0.2602786804656936,0.7871197622836403,0.21288023771635967,0.8502510300388353,0.1497489699611647,0.7933881036587356,0.20661189634126442,0.717878404042798,0.282121595957202,0.8615084767335398,0.1384915232664602,0.20026697725655582,0.7997330227434442,0.7348183891990384,0.2651816108009616,0.7360963328862843,0.2639036671137157,0.7858724282651314,0.21412757173486863,0.9339356206687992,0.0660643793312008,0.9629309920561434,0.03706900794385659,0.8170030464981546,0.18299695350184542,0.711295169510005,0.28870483048999496,0.7595572159570184,0.24044278404298158,0.8248394019968793,0.17516059800312067,0.6291902211324898,0.3708097788675102,0.7553958116151825,0.24460418838481746,0.5237940210692366,0.47620597893076344,9.931953893093316e-08,0.9999999006804611,0.8330335895452032,0.16696641045479677,0.9090031049115346,0.09099689508846542,0.7589973927593392,0.2410026072406608,0.69548375132007,0.30451624867993,0.8117577620914551,0.18824223790854488,0.5972716825092181,0.40272831749078186,0.35843547804664055,0.6415645219533594,0.8608800570673393,0.13911994293266072,0.8468822125014223,0.15311778749857774,0.7098804908980012,0.2901195091019988,0.816848269540408,0.183151730459592,0.8098488818090986,0.19015111819090136,0.26740863187016994,0.03706900794385659,0.25679190150413383,0.09099689508846542,71.44730017037662,131.79303800414434,-18.193537037698256,Temperature step with mid-growth nitrogen perturbation.
natural_pilot_noN_dynamic_temperature,temperature,natural,300.0,"15, 22, 18, 22",,44.84238752062037,3.0836314197132667e-09,15049.579479958098,2.048981783058999e-13,1000000000000.0,2252847.075575885,30,131.6985243264811,8.980660084304343e-09,115149.7102408511,7.799116528838922e-14,1000000000000.0,233752.13295136424,31,0.9177237527591577,0.08227624724084226,0.8935898792102939,0.10641012078970613,0.7091996656617436,0.29080033433825636,0.7486975912066534,0.25130240879334664,0.8441075669641747,0.15589243303582534,0.7002480869843172,0.2997519130156828,0.616314847209677,0.383685152790323,0.8511669843350465,0.14883301566495355,0.4223264093484913,0.5776735906515087,0.7187234999746083,0.28127650002539173,0.7245074541853224,0.27549254581467764,0.7269672548877386,0.2730327451122614,0.9130592290636043,0.08694077093639574,0.9399252632857829,0.06007473671421715,0.749983645542654,0.25001635445734605,0.5983222622562072,0.4016777377437928,0.706413395179216,0.293586604820784,0.8199553801669665,0.18004461983303355,0.5556017320841937,0.4443982679158063,0.6604094624582088,0.33959053754179125,0.5724835002119675,0.4275164997880325,1.2674733930161674e-07,0.9999998732526607,0.8453641970771801,0.15463580292281986,0.8886831272289334,0.11131687277106661,0.7215462252844489,0.2784537747155511,0.6674289884546606,0.3325710115453394,0.7973561033156835,0.20264389668431648,0.5476943317999295,0.45230566820007045,0.3062079295065246,0.6937920704934755,0.8860317463197893,0.11396825368021068,0.8498719449192886,0.15012805508071136,0.7000476087032492,0.2999523912967508,0.8248554790809786,0.17514452091902144,0.8250767236352129,0.1749232763647871,0.28676790014561043,0.06007473671421715,0.2713817992501183,0.11131687277106661,70.71606181754018,131.6985243264811,-18.528192451286486,Temperature-only perturbation for settings where nutrient action is constrained.
natural_pilot_two_step_N_ladder,N_timing,natural,300.0,"17, 19, 21, 18",30h:0.03; 78h:0.035,44.104973773833606,2.7254221391079716e-09,16448.881849102734,1.6569041981760238e-13,1000000000000.0,2000591.5278753976,29,131.31259238540022,1.0374574640516016e-08,113950.02001167407,9.104495672272064e-14,1000000000000.0,232877.22121349347,30,0.9189266483515829,0.08107335164841711,0.8636196137545952,0.13638038624540483,0.7654498311353585,0.23455016886464153,0.8171739999284451,0.18282600007155492,0.8452708196864794,0.15472918031352056,0.8427877668977238,0.15721223310227617,0.7874846546468447,0.2125153453531553,0.8664432036173304,0.1335567963826696,0.29583909095126826,0.7041609090487317,0.7570196329736615,0.24298036702633852,0.7618179348860894,0.2381820651139106,0.8227059378607116,0.17729406213928844,0.9407013927375285,0.05929860726247149,0.9703312033059824,0.029668796694017563,0.8384159728936966,0.16158402710630337,0.7634342293476448,0.23656577065235518,0.7868524952551752,0.2131475047448248,0.820307935839634,0.17969206416036598,0.6594298097601738,0.34057019023982615,0.7983196732116955,0.2016803267883045,0.4558986200215644,0.5441013799784356,7.253188094343441e-08,0.999999927468119,0.8391950048632597,0.1608049951367403,0.9089937431371345,0.09100625686286545,0.7364905126449448,0.2635094873550552,0.7086093177537138,0.29139068224628617,0.8263072557165694,0.17369274428343062,0.6155861606069272,0.38441383939307283,0.37871277578865464,0.6212872242113454,0.8515549304490188,0.14844506955098125,0.8327665278660399,0.16723347213396011,0.7255152826244581,0.2744847173755419,0.8221359716405545,0.17786402835944548,0.8089593405697713,0.19104065943022874,0.2519689010807026,0.029668796694017563,0.2531243801092921,0.09100625686286545,70.63983309216333,131.31259238540022,-18.38390777017459,Two smaller nitrogen pulses to separate early growth and later metabolic response.
natural_pilot_high_rate_strip,co2_aroma,natural,300.0,"21, 24, 23, 19",30h:0.03,39.953516062467244,2.456346504109921e-11,16054.364710958655,1.5300178788346743e-15,999999999999.9999,2243552.6774348025,30,132.18145932440214,5.557655938659837e-09,118164.05754383074,4.70333877676664e-14,1000000000000.0001,231006.31796669116,31,0.9394455005267575,0.06055449947324254,0.8503985182895138,0.14960148171048615,0.7719701582850993,0.2280298417149007,0.7743948265883426,0.22560517341165742,0.6419716873853919,0.3580283126146081,0.7680026549422245,0.23199734505777547,0.8493653683080676,0.15063463169193236,0.6909864421682987,0.30901355783170126,0.1725522839364171,0.8274477160635829,0.8432390979796727,0.15676090202032733,0.8477302510289065,0.15226974897109347,0.6933746957328512,0.30662530426714885,0.7454772676512033,0.25452273234879674,0.8328029701774783,0.16719702982252171,0.7766084709979956,0.22339152900200443,0.5033847630157121,0.4966152369842879,0.6579477046207276,0.3420522953792724,0.5947635692158167,0.40523643078418325,0.5046857668285921,0.4953142331714079,0.5910513233014406,0.4089486766985594,0.5833092845100384,0.4166907154899616,1.2487665572930742e-07,0.9999998751233443,0.8253682189958442,0.17463178100415577,0.8921357538699327,0.10786424613006729,0.5914713248950422,0.40852867510495783,0.8026781421149349,0.19732185788506507,0.904825042530407,0.09517495746959304,0.5696130923536029,0.4303869076463971,0.30307839727835173,0.6969216027216483,0.8728422708675012,0.1271577291324988,0.8670033343634364,0.13299666563656365,0.6597743393561877,0.3402256606438123,0.8250130272362323,0.17498697276376773,0.808474794949973,0.19152520505002701,0.30718410384768674,0.06055449947324254,0.26391731638039984,0.09517495746959304,70.18811197269196,132.18145932440214,-19.008089411345775,High-rate natural fermentation to excite CO2 stripping and aroma loss directions.
natural_pilot_lateN_stationary_probe,N_timing,natural,300.0,"18, 20, 20, 18",80h:0.05,41.938463287724176,6.628750315212527e-10,15816.787060866202,4.190958814646586e-14,1000000000000.0001,2190144.1724520614,30,130.37092990481005,8.561224043972334e-09,112866.02982123196,7.585297416354967e-14,1000000000000.0,237841.93581760488,31,0.9195608331175187,0.08043916688248132,0.8741021260217252,0.1258978739782748,0.751535294715733,0.248464705284267,0.8584602071366804,0.14153979286331964,0.8105338964992369,0.1894661035007631,0.8754648441153028,0.12453515588469721,0.8327535083305487,0.16724649166945127,0.8615680603447785,0.1384319396552215,0.36078931691687177,0.6392106830831282,0.7739245890976714,0.22607541090232863,0.7847987763058003,0.2152012236941997,0.7893548249406414,0.21064517505935865,0.9070197934033373,0.09298020659666273,0.9600480769965535,0.03995192300344652,0.8293994881487231,0.1706005118512769,0.6830293591009368,0.31697064089906324,0.7547079041474514,0.24529209585254863,0.7996148933010173,0.20038510669898268,0.6049240401366436,0.3950759598633564,0.7293179188088323,0.27068208119116766,0.49602056874170963,0.5039794312582904,8.678691073529793e-08,0.9999999132130892,0.8493385022663763,0.1506614977336237,0.9060531141523552,0.09394688584764477,0.6824746765285197,0.3175253234714803,0.7321579160866741,0.26784208391332587,0.8420903700217237,0.1579096299782763,0.6219187570761334,0.3780812429238666,0.36258306299684884,0.6374169370031512,0.8788857765508178,0.12111422344918221,0.8294409615239334,0.17055903847606657,0.7122612080782958,0.28773879192170415,0.8495592062306145,0.15044079376938546,0.8391590744017725,0.1608409255982275,0.254033793146215,0.03995192300344652,0.24940144330475558,0.09394688584764477,69.33200286744297,130.37092990481005,-18.576022661224524,Late nitrogen addition to test stationary/growth split in secondary and aroma formation.
natural_pilot_EA_warm_early_noN,EA_temperature_Nstress,natural,300.0,"24, 23, 19, 17",,37.745935590922414,2.0372038904575482e-11,15438.237174063803,1.3195832318731605e-15,1000000000000.0,2513229.105497742,30,132.58129334607105,2.6223266641284224e-09,114344.3172347825,2.293359851669773e-14,1000000000000.0,235920.02650777344,31,0.9530894771639914,0.046910522836008606,0.8796619259889445,0.12033807401105545,0.7931116552989536,0.20688834470104644,0.635139089711933,0.364860910288067,0.46730810295915826,0.5326918970408417,0.5824154824697838,0.4175845175302162,0.7521634475382394,0.24783655246176062,0.4905205133109504,0.5094794866890495,0.30570037423105123,0.6942996257689488,0.8662683886491013,0.13373161135089873,0.8603696884538966,0.1396303115461034,0.6463892779025833,0.35361072209741673,0.614566833378468,0.38543316662153204,0.7350632576766536,0.2649367423233464,0.7152378244113944,0.2847621755886056,0.4109342003579821,0.5890657996420179,0.6392295889454291,0.36077041105457086,0.4735245312616761,0.526475468738324,0.45449197198545277,0.5455080280145472,0.5089855576328711,0.4910144423671289,0.5889558098127052,0.41104419018729477,1.3112547831461556e-07,0.9999998688745216,0.8449869323773257,0.1550130676226743,0.8722551610349046,0.12774483896509536,0.49032997418510355,0.5096700258148965,0.8668987571319154,0.13310124286808456,0.9303207811321593,0.06967921886784068,0.5201310893091481,0.4798689106908519,0.24358161439773793,0.756418385602262,0.8980456547851571,0.10195434521484292,0.8535505407947304,0.14644945920526964,0.6411062343316881,0.3588937656683119,0.8436861845623058,0.15631381543769418,0.8118900253533629,0.18810997464663715,0.3473555858922872,0.046910522836008606,0.27529127118016244,0.06967921886784068,69.15038418732215,132.58129334607105,-19.75920387350374,Warm early natural fermentation without nutrient pulse to excite ethanol-biomass and nitrogen-limited EA directions.
