analysis,direction,eigenvalue,relative_eigenvalue
global_current,1,-2.7925516624225543e-14,-2.6828874303304073e-19
global_current,2,-7.339980981344445e-15,-7.051738013910204e-20
global_current,3,1.883116903353231e-08,1.8091664114340145e-13
global_current,4,0.00012203981822401945,1.1724728273388206e-09
global_current,5,0.0008468546287226689,8.135984265896037e-09
global_current,6,0.03628690075247413,3.4861904696153405e-07
global_current,7,0.24760568002247824,2.378821403914287e-06
global_current,8,6.83916589241742,6.570590064139952e-05
global_current,9,10.671652925983937,0.0001025257433237013
global_current,10,11.649265573520644,0.00011191795876272723
global_current,11,15.708101841960989,0.00015091240585890435
global_current,12,22.488783522712986,0.00021605643128609983
global_current,13,24.92041934796351,0.00023941787980822423
global_current,14,43.120510462826594,0.0004142715677094717
global_current,15,64.05762289251527,0.0006154206333503803
global_current,16,105.08071270289015,0.0010095416570957108
global_current,17,149.01613505172625,0.0014316423256423183
global_current,18,169.3056202182726,0.0016265694435670778
global_current,19,314.19300365809374,0.003018545624616292
global_current,20,407.75475598980154,0.003917421203779859
global_current,21,429.5431068757418,0.004126748370421449
global_current,22,617.2439580216607,0.005930046268104194
global_current,23,622.6863084330869,0.005982332547018018
global_current,24,1087.2228063489606,0.010445272831915141
global_current,25,1337.0308814105651,0.012845253299944891
global_current,26,2254.446758191741,0.021659140460286823
global_current,27,2561.38361446997,0.024607974119104866
global_current,28,4160.019944715765,0.03996654876536682
global_current,29,4868.319421504159,0.04677139248144217
global_current,30,9727.657405912885,0.09345649762570134
global_current,31,13235.31910480141,0.12715564671730892
global_current,32,44283.381341126485,0.4254436140657477
global_current,33,60275.07877051599,0.5790806070721253
global_current,34,104087.54504018238,1.0
