,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
mu0,4465.600253909451,-4225.332674199901,1171.8433223400457,412.41427908243764,894.9992719073958,1504.8886041881117,-667.1632159268914,-1695.1389904730208,164.40227931826348,329.81218408604934,14.289772711196221,17.65555359613777,-0.8554256232605608,-20.932089461968324,36.0205269791156,113.05695179511213,138.68599385380023,182.3734438305625,284.96955038816213,-0.3020015956090616,1068.9105708475192,922.9552820982118,-0.005271871531199505,0.07259203275083417,39.25911811766325,43.538258786861206,58.310362493106126,52.81847366244439,46.62367886661702,14.170884939388403,52.60858406157406,28.236855559190552,0.03281231497883891,119.03210377731706
qN,-4225.332674199901,4279.2334698386485,-823.0637565548082,-316.69011965396294,-1115.0597049440878,-1579.101578075581,669.4436603140763,1571.930379397904,-93.08630998525734,-272.06523973452585,-11.773881732762769,-122.68131737711164,-6.9630811671544155,-94.88020740147826,91.19564291777073,-219.08658903335743,-237.19222887698004,-336.3251089573837,-543.5147598640224,0.5992950688472205,-333.17012135152515,-996.907855065765,0.005509841399471538,-0.049599857490174266,-28.9251275894274,-39.664154093300404,-54.187434014351766,-160.39917509028288,-148.26004440672904,-9.93776321879641,-50.78319665745204,-101.9070041070208,-0.024518026658721243,-89.57618353476583
betaG0,1171.8433223400457,-823.0637565548082,7981.39094784836,2289.8385868561545,-4990.444150596747,-1862.2564936282477,-113.04141689965542,-1419.5054181055575,2119.5032802567634,-536.7332582157702,-24.63399565185237,-11.979984315988425,0.9266173553401507,20.810832570003942,-34.516247567195556,-58.31729455149689,-88.25007137067182,-118.30528209156348,-160.96421525998386,0.1290128325336071,-181.76449983110192,-377.48086740344576,0.0015308679738835348,0.0202682124860906,9.072953775834993,-6.82664443634472,-6.127287018277456,-9.599891798132377,-31.53498569498312,7.379782990470307,13.154690205578055,44.7120485531739,0.0073250767480568454,26.024822083634263
betaF0,412.41427908243764,-316.69011965396294,2289.8385868561545,689.8325711107225,-1363.8056286113992,-611.8369309721962,-17.41132994170591,-487.806078142312,661.2079342153161,-55.49786486007872,-2.571988260307433,-0.00845087753168805,0.5367308297214262,10.136553552674515,-14.69070467217449,-14.91092581106333,-21.83794329080358,-29.327237178602186,-40.12238289102406,0.035211262035352645,-93.48102442569504,-118.2210546464342,0.0004810156617289072,0.006595390390905563,2.8375086809031718,0.640931702430233,1.6823882173706926,4.877135600074036,-2.972692965033706,2.783721221988078,6.183095011419582,20.096476325996054,0.00227124337255218,8.027340606816903
qEG,894.9992719073958,-1115.0597049440878,-4990.444150596747,-1363.8056286113992,7337.092656018864,1915.1056556482267,-178.69744946610848,-31.892981879467357,-1463.5508981979951,-2024.5608822568654,-97.9217819735008,63.57137221138188,2.7984098622366917,37.20455480566637,-32.08361709767743,68.011821575423,159.46504595721106,174.53512401475473,216.9458388378898,-0.09544426039053686,-22.55573073753129,366.89156914119593,-0.0017281320740586163,0.007163847589369447,4.6025874489012395,56.132013132537494,68.94046220880526,73.97875844070188,94.97744202693674,-1.5569701013732287,37.801595858852096,-21.898183208602568,0.003920049482917755,14.418618457715251
qEF,1504.8886041881117,-1579.101578075581,-1862.2564936282477,-611.8369309721962,1915.1056556482267,3353.6719937190346,-957.3949675546975,-793.8280499180447,-484.2969547656495,-160.2715318138516,-7.801134751144391,40.667149531549605,1.5534164310301173,22.432184473671022,-20.792721922665976,-6.762358217267234,107.74291207648427,72.52285173752574,39.27755496049568,0.12104674290545933,212.54240605683864,187.15056078242264,-0.0009410903112169052,0.01240645600555416,6.766654932821876,45.1013444717937,56.516777425994285,89.25479033171482,79.85127449760508,1.886171196710205,35.008953779482326,52.625603423130656,0.005654265411545272,20.524092227542326
iG,-667.1632159268914,669.4436603140763,-113.04141689965542,-17.41132994170591,-178.69744946610848,-957.3949675546975,343.23083313265914,435.0416900625935,-46.81277844351932,22.070253161611298,1.0898823030538258,-19.892547449515735,-1.1564422971707242,-17.596646081293734,19.12964250861115,-1.7188277262449727,-37.06448058119673,-26.173201115200452,-20.86125061918252,-0.02555388092265555,9.353648213991733,-33.18633656209768,0.00021062338738824285,-0.006502920064443578,-3.254757179846962,-19.568746072708073,-24.58023286346949,-39.32594811223948,-32.18496461783174,-1.433674934549507,-16.359076110768104,-30.428251002327606,-0.0026757404662251954,-9.62625687875803
iE,-1695.1389904730208,1571.930379397904,-1419.5054181055575,-487.806078142312,-31.892981879467357,-793.8280499180447,435.0416900625935,1260.8188623102683,-460.0551168551422,-253.47923755412543,-11.266612667991582,-15.150356715773002,-0.8752584476063627,-15.171497594939582,18.546651426941835,32.572400563074865,-30.46776560423899,-0.045305187297437044,45.443979502956076,-0.15550776554558407,-65.8757583185376,37.606108898942736,-5.522354005860846e-05,-0.018889481642940915,-9.249214476849987,-24.4407982271318,-33.32601017324913,-40.426925503661614,-34.971862801669346,-5.542452628060998,-32.6822757972378,-26.14385617438389,-0.007598773947663286,-27.285510342235057
Kd0,164.40227931826348,-93.08630998525734,2119.5032802567634,661.2079342153161,-1463.5508981979951,-484.2969547656495,-46.81277844351932,-460.0551168551422,933.3556810034218,-22.949193410303543,-1.1224137299630395,0.3292687387515816,0.6488022962352259,13.002053545638327,-19.30351431130179,-38.66397120853253,-30.44134065304406,-55.70470970011345,-92.01880350851407,0.11259272319802589,-116.14848974889017,-214.03601728080898,0.0009049502760688531,-3.351270042705051e-06,-0.0021252379562417593,1.753024233824471e-27,8.765121169122355e-28,-1.7036963546121924,-1.5689837215638394,-0.00105822497019877,8.765121169122355e-28,-1.9084469864589486,-1.86993054361301e-06,-0.006899425356116331
gammaG0,329.81218408604934,-272.06523973452585,-536.7332582157702,-55.49786486007872,-2024.5608822568654,-160.2715318138516,22.070253161611298,-253.47923755412543,-22.949193410303543,3063.219783813182,144.2670812828362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
