,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
mu0,4472.220778627642,-4010.5840842569914,-437.55906399621074,-72.89177238971281,2809.191315584389,3770.6102535903847,-1334.632125622859,-3535.04039262108,5.6482938150362685,454.00503376565473,16.600616332936355,31.68182739917445,-0.3958993254448506,-0.11601564440911005,17.744101032151946,237.0764441882372,142.8245271578557,281.9875567128022,524.3017249780894,-0.7437225639242835,203.49261253489402,845.7698072335952,-0.0069546809960765645,0.09112928837563392,35.295482765390396,60.71352167714457,77.20165103880765,45.4848227517618,45.11449581933105,61.3567079074632,47.01195382255758,8.820710260006727,0.043616987232988055,152.19731374038662
qN,-4010.5840842569914,4166.10058805602,741.7705860893981,130.32138948834924,-2860.1750534031294,-3702.665412815414,1294.5837347388865,3275.2642195123635,-2.827557839160969,-373.9874852529107,-13.891391536307038,-162.1671939502353,-7.805658542752127,-147.10924555276551,143.21241299862265,-365.88481593320626,-250.5899393557296,-442.0475927349958,-829.9532098967579,1.1042365591661034,761.0273905985731,-879.8991584040742,0.006872196140315257,-0.04542074798722163,-19.217415680029696,-50.92905026488323,-72.50768974684689,-135.189124960119,-129.8628034991798,-38.80493393458938,-47.93301184096993,-30.579556872899808,-0.02432943749347413,-85.45674419579711
betaG0,-437.55906399621074,741.7705860893981,5587.99264426347,1147.4336379764522,-3912.5910980532462,-3333.5846553400156,697.7538946583995,786.78442462631,82.82633302965337,-621.2564797674889,-23.84167270276194,-37.88858757042329,-2.193946916531938,-40.58758967559015,41.84947504110246,-75.79190451204008,-38.551837651308325,-93.85785391779987,-176.88925291835585,0.21129876698431088,733.8065008415497,70.18709019395055,-0.0005883835330421831,0.06550862945468877,26.553210188724503,-27.780496115246024,-30.58003250949355,-42.28306152375967,-56.56588532229321,61.36512631024231,5.966693256966737,19.41760765997632,0.03446194210719888,118.68448443653284
betaF0,-72.89177238971281,130.32138948834924,1147.4336379764522,260.0418006807387,-764.6231431944569,-817.1237660120343,177.01609999265423,145.1272968458777,21.40478214154752,-63.15379270255719,-2.4553585933725026,-6.2348442575952925,-0.4042427100194133,-7.463248004110796,7.753218773500174,-17.647256336808308,-4.610101331369016,-21.070967892759892,-37.61540776701773,0.057140880405530496,155.90997013655925,15.853996288121433,-0.00012719340667389294,0.022304953137560316,9.189263153153247,-1.1941627711622136,0.3333246956936069,-3.6425180440038156,-9.540391637292444,22.390613523001175,6.56802050753353,10.09596082088105,0.012092159284352179,41.4262537852187
qEG,2809.191315584389,-2860.1750534031294,-3912.5910980532462,-764.6231431944569,7616.068249792107,3970.8552803632047,-1097.514327243131,-2960.0647498673584,-56.515497782396224,-1304.8108307933958,-56.82494304022851,110.27232783739701,5.551077610433474,102.62198414915116,-105.74483279948672,156.51018376988856,175.47940742215056,201.50857604796354,410.08514864416384,-0.34766294756405935,-976.9635884841853,175.77728222419023,-0.0013772270193440977,-0.05518693909222869,-24.258520053796325,117.53859608734203,132.04745879841875,120.1986774199468,125.07356477720253,-69.17061290794068,43.78323577965856,-4.364879595535754,-0.03308045369162825,-113.45776995997521
qEF,3770.6102535903847,-3702.665412815414,-3333.5846553400156,-817.1237660120343,3970.8552803632047,7631.418381064139,-2417.6459412188806,-3979.7547511026223,-37.1376994364263,-40.66049175837488,-1.8834241808626462,73.05619604398639,3.9275353796007577,72.51650662971785,-75.10237967722348,137.05135203517852,110.36329473669909,173.80750610195236,342.6339401023132,-0.3340287095603134,-852.9179018014848,125.00045271828849,-0.0009396272726322598,0.006149765565358012,2.1243332551820204,69.27545743275914,82.39497922403794,86.34436427843931,89.73716352157706,2.3618656061566057,36.79194490636153,9.307604510701218,0.002262642978215362,8.74000536039314
iG,-1334.632125622859,1294.5837347388865,697.7538946583995,177.01609999265423,-1097.514327243131,-2417.6459412188806,836.7041137634268,1370.6314708605144,4.324665755079664,4.705435944126628,0.21163497118944485,-31.863150190514922,-1.5768394665117476,-29.138883370853996,30.05292101061036,-42.41790958764497,-53.11556900518178,-55.59341368347218,-115.54430691362681,0.08419087307746972,238.33940568118044,-67.02493593608438,0.0005215917155160314,-0.00905691736371966,-3.4548136459813112,-36.832861607172504,-43.243886288502786,-38.838539249899796,-34.90195994000253,-6.393578596494686,-20.04032627745683,-10.206241032763698,-0.004278303006425734,-14.880882927073909
iE,-3535.04039262108,3275.2642195123635,786.78442462631,145.1272968458777,-2960.0647498673584,-3979.7547511026223,1370.6314708605144,3568.8767601430086,-7.22232647620376,-485.98351859970074,-18.129886603617628,-47.27411306610164,-2.3643713373883317,-43.84137903465012,44.86485499682046,-90.37536621391662,-88.21524695162203,-117.74920715177083,-240.19674463820803,0.18856134324641946,437.0877096925325,-163.46474663451033,0.0012344960213186032,-0.026537239177157508,-9.850180514471901,-56.29229076823046,-73.04036192376118,-62.60942971630648,-62.06280972084154,-18.66480329003337,-49.27069788135271,-13.593672135853144,-0.011902695922318966,-42.182041208808045
Kd0,5.6482938150362685,-2.827557839160969,82.82633302965337,21.40478214154752,-56.515497782396224,-37.1376994364263,4.324665755079664,-7.22232647620376,21.6425916097555,-3.1101277734962576,-0.14062261398432171,-0.4927136511430916,0.010846165487124512,0.016979239738904583,-0.47213421815714574,-5.0737445200414255,-1.952116378501516,-5.854788171510809,-10.291565044217645,0.018079078682818946,11.200137787232144,-11.615636585027536,6.514834952431483e-05,-0.0005332516938899685,-0.2318806052562916,-8.765121169122355e-28,3.506048467648942e-27,-0.2999500873012928,-0.39012385764487423,-0.5457730627123826,4.3825605845611775e-27,-0.10351640440006286,-0.0003203480724901791,-1.0481411840853667
gammaG0,454.00503376565473,-373.9874852529107,-621.2564797674889,-63.15379270255719,-1304.8108307933958,-40.66049175837488,4.705435944126628,-485.98351859970074,-3.1101277734962576,2671.4365708314876,107.26442668433293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaF0,16.600616332936355,-13.891391536307038,-23.84167270276194,-2.4553585933725026,-56.82494304022851,-1.8834241808626462,0.21163497118944485,-18.129886603617628,-0.14062261398432171,107.26442668433293,4.428013030601632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_N,31.68182739917445,-162.1671939502353,-37.88858757042329,-6.2348442575952925,110.27232783739701,73.05619604398639,-31.863150190514922,-47.27411306610164,-0.4927136511430916,0.0,0.0,126.46097233278277,7.353749276215119,132.9536595749665,-144.09820034271803,64.3252037880167,25.423553150500283,76.36387797577774,138.02462750728483,-0.2098292056493416,-378.2740135340109,31.779030818961367,-0.00022413555597004787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_stat,-0.3958993254448506,-7.805658542752127,-2.193946916531938,-0.4042427100194133,5.551077610433474,3.9275353796007577,-1.5768394665117476,-2.3643713373883317,0.010846165487124512,0.0,0.0,7.353749276215119,0.6864160031212015,11.914523826262181,-14.19070267518277,4.400903768031737,0.9581101876157521,5.080692670124971,8.83649624377675,-0.015688587765246113,-25.67757149024287,1.2118721386803868,-7.97281483558269e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
