,0
kPyrS_N,1.1822165723889324
kPyrO2,0.15239502413766404
kPyrDrain,0.002227615001197157
kAldS_N,3.9255845985595434
kAldRed,1.0000000000000016e-05
kAcAld,0.002677448189569941
kAcStress,0.0026158743573774
kAcAssim,1.0209815397781561e-06
