analysis,parameter,theta,std_log_approx,approx_95_multiplier,fim_diag,active_bound,classification
global_current_plus_campaign,mu0,0.068971078458909,0.010266455675704684,1.0203260704522588,60412.74954301781,False,well_estimated
global_current_plus_campaign,qN,0.0157715073519212,0.012298013774428204,1.0243969592315325,44895.780263268425,False,well_estimated
global_current_plus_campaign,betaG0,1.1863356150322233,0.022303069268638193,1.0446835491395954,83385.87314120724,False,well_estimated
global_current_plus_campaign,betaF0,0.3145095249972587,0.09372544127952767,1.2016575134131453,6075.4561982233245,False,well_estimated
global_current_plus_campaign,qEG,1.112513547222978,0.018958482410930212,1.0378576384947515,91032.59715508304,False,well_estimated
global_current_plus_campaign,qEF,1.2780096374399066,0.041839765512267375,1.0854622578947835,43887.38213836816,False,well_estimated
global_current_plus_campaign,iG,0.0139707730113223,0.08898865518882768,1.1905528322590115,4373.042878742384,False,well_estimated
global_current_plus_campaign,iE,0.0156601222376879,0.03847950925774058,1.0783367827766672,18137.387893070227,False,well_estimated
global_current_plus_campaign,Kd0,0.0006560949140746,0.02586232784518171,1.051996894775195,2048.08315114122,False,well_estimated
global_current_plus_campaign,gammaG0,0.0703098676476582,0.048795208329751996,1.100361330706595,26099.46868276964,False,well_estimated
global_current_plus_campaign,gammaF0,0.0033944444477093,1.0477741531154217,7.7962070525107565,53.704877121464,False,weak_but_actionable
global_current_plus_campaign,kPyrS_N,1.1500821044465468,0.0483634015784486,1.0994304435213789,1921.0212364775225,False,well_estimated
global_current_plus_campaign,kPyrS_stat,0.012564744618455108,3.219557205969043,550.2276621152629,6.954107762301577,False,weak_or_confounded
global_current_plus_campaign,kPyrO2,0.16862288755409624,0.28698705034529604,1.755045212469333,1983.4628675884287,False,well_estimated
global_current_plus_campaign,kPyrDrain,0.0023971002104149633,0.09231274362719794,1.1983348612145892,3723.533936634731,False,well_estimated
global_current_plus_campaign,kAldPyr,0.007253949796435493,0.19991188165241616,1.4796821305291754,3592.5234994627053,False,well_estimated
global_current_plus_campaign,kAldS_N,3.0042505300976172,0.038131220694842094,1.0776009121326142,1616.4187696866666,False,well_estimated
global_current_plus_campaign,kAldS_stat,0.6748758627816174,0.09714903153890901,1.2097480343090303,3283.33687885385,False,well_estimated
global_current_plus_campaign,kAldO2,1.9999632849369786,0.12571493101461464,1.27941285388259,11401.1010103052,True,weak_or_confounded
global_current_plus_campaign,kAldRed,1.0358613504688557e-05,20.396099018973473,1.0576541811633429e+17,0.07188241838130412,False,weak_or_confounded
global_current_plus_campaign,kAcAld,0.016679426998802704,0.029536914250667862,1.0596009255774614,121589.88087275301,False,well_estimated
global_current_plus_campaign,kAcStress,0.0026158743573781247,0.058965868913902715,1.1225165709578202,6179.031985016853,False,well_estimated
global_current_plus_campaign,kAcAssim,1.0596409360967886e-06,247.89453167830604,1.0576541811633429e+17,5.319610881486115e-07,False,weak_or_confounded
global_current_plus_campaign,k_EA_growth,0.0001,65.21104697278653,1.0576541811633429e+17,0.001378216866647663,True,weak_or_confounded
global_current_plus_campaign,k_EA_stationary,0.0059468836207267,0.25541667486042746,1.6497383221952922,145.9007486291001,False,well_estimated
global_current_plus_campaign,k_IAA_growth,0.0535149714091178,0.07211735888023096,1.1518277441033462,655.7358649205753,False,well_estimated
global_current_plus_campaign,k_IAA_stationary,0.0400843210113409,0.04329376853605615,1.0885600701361453,1644.9206484943913,False,well_estimated
global_current_plus_campaign,k_EO_growth,0.0008981576275308,0.056469477627196146,1.11703759445416,1437.3709639970164,False,well_estimated
global_current_plus_campaign,k_EO_stationary,0.0001498171158458,0.054432774499236246,1.1125873379713722,1245.6223133611725,False,well_estimated
global_current_plus_campaign,alpha_EA_loss,0.2,0.0375399036306197,1.076352716127118,1647.6397460479348,True,weak_or_confounded
global_current_plus_campaign,alpha_IAA_loss,0.660647516561701,0.032858775573778094,1.0665223340186765,1088.0189022555558,False,well_estimated
global_current_plus_campaign,alpha_EO_loss,1.4781928790448091,0.030522742776759388,1.0616502911010544,1670.819187230246,False,well_estimated
global_current_plus_campaign,k_EA_XE,1.0563528006331214e-05,243.7135138368133,1.0576541811633429e+17,0.00028376567474976757,False,weak_or_confounded
global_current_plus_campaign,k_EA_XE_Nlim,0.0417863701049365,0.07312165665768723,1.1540972620219994,3701.882298060862,False,well_estimated
