basis,description,campaign_logdet,campaign_min_eigenvalue,campaign_max_eigenvalue,campaign_min_relative_eigenvalue,campaign_condition_number,campaign_trace_inv,campaign_rank_1e-8,var_ratio_mu0,var_reduction_mu0,var_ratio_qN,var_reduction_qN,var_ratio_betaG0,var_reduction_betaG0,var_ratio_betaF0,var_reduction_betaF0,var_ratio_qEG,var_reduction_qEG,var_ratio_qEF,var_reduction_qEF,var_ratio_iG,var_reduction_iG,var_ratio_iE,var_reduction_iE,var_ratio_Kd0,var_reduction_Kd0,var_ratio_gammaG0,var_reduction_gammaG0,var_ratio_gammaF0,var_reduction_gammaF0,var_ratio_kPyrS_N,var_reduction_kPyrS_N,var_ratio_kPyrO2,var_reduction_kPyrO2,var_ratio_kPyrDrain,var_reduction_kPyrDrain,var_ratio_kAldS_N,var_reduction_kAldS_N,var_ratio_kAcAld,var_reduction_kAcAld,var_ratio_kAcStress,var_reduction_kAcStress,var_ratio_k_EA_growth,var_reduction_k_EA_growth,var_ratio_k_EA_stationary,var_reduction_k_EA_stationary,var_ratio_k_IAA_growth,var_reduction_k_IAA_growth,var_ratio_k_IAA_stationary,var_reduction_k_IAA_stationary,var_ratio_k_EO_growth,var_reduction_k_EO_growth,var_ratio_k_EO_stationary,var_reduction_k_EO_stationary,var_ratio_alpha_EA_loss,var_reduction_alpha_EA_loss,var_ratio_alpha_IAA_loss,var_reduction_alpha_IAA_loss,var_ratio_alpha_EO_loss,var_reduction_alpha_EO_loss,new_param_mean_var_reduction,new_param_worst_var_reduction,hybrid_score,dopt_score
planned_lot1,"Nominal Lot 1 F1-F3, volume-constrained residuals.",170.61195018683972,0.35539136578582475,213375.39255971386,1.665568655890661e-06,600395.5444666141,3.1870405565282662,26,0.56491968532902,0.43508031467097996,0.5693577422074252,0.4306422577925748,0.5133238019070603,0.4866761980929397,0.3598887929430043,0.6401112070569956,0.5743852967503805,0.4256147032496195,0.32456263450517353,0.6754373654948265,0.31561613039408276,0.6843838696059172,0.49367019885313845,0.5063298011468615,0.8741921649527294,0.12580783504727056,0.5165594344181375,0.48344056558186255,0.43727036452910883,0.5627296354708912,2.3795577072618415e-08,0.9999999762044229,1.2776084421567393e-07,0.9999998722391558,1.4321626688099176e-07,0.9999998567837332,7.031397029552248e-09,0.999999992968603,5.190845885295507e-07,0.9999994809154115,1.1081296195693332e-08,0.9999999889187038,0.006137457187661435,0.9938625428123385,0.00044270855955953336,0.9995572914404405,0.011144977287535534,0.9888550227124645,0.0003921219346398833,0.9996078780653601,0.009902672131510797,0.9900973278684893,0.00035895078097083187,0.9996410492190292,0.18089587163881862,0.8191041283611814,0.15158955150654732,0.8484104484934527,0.11384006039571135,0.8861599396042886,0.9568450089464691,0.8191041283611814,143.94330763324692,170.61195018683972
actual_lot1_observed_channels,"Executed Lot 1 with actual initials, pulses, liquid times, CO2; aroma excluded unless flag is used.",117.48500374770934,0.27124978788117926,191109.60798581218,1.4193414488156797e-06,704552.101141283,14.868500248123604,26,0.5946998803015888,0.4053001196984112,0.6999624802073374,0.3000375197926626,0.7486449041983293,0.2513550958016707,0.6518919661908483,0.3481080338091517,0.6961124680209687,0.3038875319790313,0.5025656853537184,0.49743431464628163,0.5088270622176871,0.49117293778231286,0.6444448428815327,0.3555551571184673,0.8432837637865703,0.15671623621342967,0.6450851969380013,0.35491480306199874,0.5729063213679015,0.42709367863209846,4.922500378679673e-08,0.9999999507749963,3.908400982358049e-07,0.9999996091599017,4.093587047842788e-07,0.9999995906412952,1.0103141858376409e-08,0.9999999898968581,4.171723999704718e-07,0.9999995828276,1.1601447574138411e-08,0.9999999883985524,0.9999953039426377,4.696057362307826e-06,0.9999953039426377,4.696057362307826e-06,0.9999953039426377,4.696057362307826e-06,0.9999953039426377,4.696057362307826e-06,0.9999953039426377,4.696057362307826e-06,0.9999953039426377,4.696057362307826e-06,0.9999983093939657,1.6906060342769536e-06,0.9999983093939657,1.6906060342769536e-06,0.9999983093939657,1.6906060342769536e-06,0.1818211653989481,1.6906060342769536e-06,90.41940637808871,117.48500374770934
