,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,14331.241504811554,337.4732971773977,-13867.86180950256,52.71371972713682,28.143775572082124,9332.607750256046,2451.489895216079,3789.9276894557893,566.3094204429715,1589.3365778163725,471.3905328834428,-2454.0676965801254,-6653.1655924878605,-1.838589636605497e-10,48.73942815330144
sN,337.4732971773977,13.018472197593596,-317.39565077068687,1.6479307098609983,0.7047202239093842,237.95063216377233,56.181203592893155,88.57200807820843,12.139448639982731,43.180454186724845,9.244252699557013,-58.94077304781047,-146.82190075166403,-4.119571099793676e-12,1.0873897293216381
qN,-13867.86180950256,-317.39565077068687,13445.333278694752,-53.62530497912968,-31.163080961070133,-8884.935252815301,-2370.971331789789,-3626.6818824495,-551.7272375089899,-1623.264965039711,-514.4442129126388,2380.6402596011185,6454.081287306903,1.7687313570013822e-10,-51.336383002411324
qXG,52.71371972713682,1.6479307098609983,-53.62530497912968,3.216978502475926,0.47025663148229174,-36.47390456677239,11.651173724292926,-8.022466419685562,0.030027107931285695,93.0405563403512,7.557723604050969,0.5442174817059947,-22.74604430254068,3.2648549556189564e-13,1.879336252955987
qXF,28.143775572082124,0.7047202239093842,-31.163080961070133,0.47025663148229174,3.6532387433959785,-19.493646046333527,-1.5548153911865397,-11.755491394114765,4.696053316842412,12.209646223960036,49.525690695185816,-22.732605059967643,-12.214776327025131,2.523388132340574e-13,2.440584924726555
betaG0,9332.607750256046,237.95063216377233,-8884.935252815301,-36.47390456677239,-19.493646046333527,8405.607362605035,1581.9598091087155,3219.1456277055995,382.53815513220775,-1181.9367475476506,-288.4736829800487,-1708.84391996574,-4332.982496374255,-1.5229716225952193e-10,-33.710100467467896
sG,2451.489895216079,56.181203592893155,-2370.971331789789,11.651173724292926,-1.5548153911865397,1581.9598091087155,444.4388990185275,668.4486561469492,87.39916099986876,371.12888020438896,-18.666430243314313,-371.00955797788833,-1156.533783848306,-3.2080747184231604e-11,5.5172532318148875
betaF0,3789.9276894557893,88.57200807820843,-3626.6818824495,-8.022466419685562,-11.755491394114765,3219.1456277055995,668.4486561469492,1282.8777973377416,146.96283102709035,-260.76004781621907,-179.21495083094365,-634.6877837249818,-1788.9834743984543,-6.100257197978785e-11,-12.82649129127308
sF,566.3094204429715,12.139448639982731,-551.7272375089899,0.030027107931285695,4.696053316842412,382.53815513220775,87.39916099986876,146.96283102709035,29.75570414592378,-4.967958545418707,75.73178011942608,-127.7421335904421,-269.44831860582167,-7.278432497575666e-12,3.4209552970176764
qEG,1589.3365778163725,43.180454186724845,-1623.264965039711,93.0405563403512,12.209646223960036,-1181.9367475476506,371.12888020438896,-260.76004781621907,-4.967958545418707,2884.7880364886487,201.8828346328934,42.532778519751595,-706.8687401788193,1.113279618807338e-11,58.270126885798845
qEF,471.3905328834428,9.244252699557013,-514.4442129126388,7.557723604050969,49.525690695185816,-288.4736829800487,-18.666430243314313,-179.21495083094365,75.73178011942608,201.8828346328934,763.3027954217371,-342.0517036288544,-213.9853309077542,6.078819974983157e-12,38.679697569961306
iG,-2454.0676965801254,-58.94077304781047,2380.6402596011185,0.5442174817059947,-22.732605059967643,-1708.84391996574,-371.00955797788833,-634.6877837249818,-127.7421335904421,42.532778519751595,-342.0517036288544,568.7392035011699,1143.4960907091777,3.1717631033664045e-11,-14.93078532730286
iE,-6653.1655924878605,-146.82190075166403,6454.081287306903,-22.74604430254068,-12.214776327025131,-4332.982496374255,-1156.533783848306,-1788.9834743984543,-269.44831860582167,-706.8687401788193,-213.9853309077542,1143.4960907091777,3153.6042261585967,8.687427086539092e-11,-22.113954652983416
Kd0,-1.838589636605497e-10,-4.119571099793676e-12,1.7687313570013822e-10,3.2648549556189564e-13,2.523388132340574e-13,-1.5229716225952193e-10,-3.2080747184231604e-11,-6.100257197978785e-11,-7.278432497575666e-12,1.113279618807338e-11,6.078819974983157e-12,3.1717631033664045e-11,8.687427086539092e-11,8.421764557588208e-24,4.996148520434401e-13
m0,48.73942815330144,1.0873897293216381,-51.336383002411324,1.879336252955987,2.440584924726555,-33.710100467467896,5.5172532318148875,-12.82649129127308,3.4209552970176764,58.270126885798845,38.679697569961306,-14.93078532730286,-22.113954652983416,4.996148520434401e-13,2.7930099113914264
