candidate,family,horizon_h,temperature_c,status,error,new_logdet,new_min_eigenvalue,new_min_relative_eigenvalue,new_condition_number,new_trace,new_trace_inv,new_var_mu0,new_var_sN,new_var_qN,new_var_qXG,new_var_qXF,new_var_betaG0,new_var_sG,new_var_betaF0,new_var_sF,new_var_qEG,new_var_qEF,new_var_iG,new_var_iE,new_var_Kd0,new_var_m0,combined_logdet,combined_min_eigenvalue,combined_min_relative_eigenvalue,combined_condition_number,combined_trace,combined_trace_inv,combined_var_mu0,combined_var_sN,combined_var_qN,combined_var_qXG,combined_var_qXF,combined_var_betaG0,combined_var_sG,combined_var_betaF0,combined_var_sF,combined_var_qEG,combined_var_qEF,combined_var_iG,combined_var_iE,combined_var_Kd0,combined_var_m0,var_ratio_mu0,var_reduction_mu0,var_ratio_sN,var_reduction_sN,var_ratio_qN,var_reduction_qN,var_ratio_qXG,var_reduction_qXG,var_ratio_qXF,var_reduction_qXF,var_ratio_betaG0,var_reduction_betaG0,var_ratio_sG,var_reduction_sG,var_ratio_betaF0,var_reduction_betaF0,var_ratio_sF,var_reduction_sF,var_ratio_qEG,var_reduction_qEG,var_ratio_qEF,var_reduction_qEF,var_ratio_iG,var_reduction_iG,var_ratio_iE,var_reduction_iE,var_ratio_Kd0,var_reduction_Kd0,var_ratio_m0,var_reduction_m0,correctable_mean_var_reduction,correctable_worst_var_reduction,solve_ok
glucose_rich_growth_yield,sugar_initial,168.0,"18, 22, 24, 20",ok,,53.33026048749808,0.008246158653069583,4.1469772130058746e-08,24113949.71893672,238202.61121667357,131.35100164336546,0.007948312123207128,5.534123869456412,0.007694446044113769,2.1296943878346903,0.7019940838312667,0.01693232032451434,2.1059062167823486,0.26592307504040924,4.392890469282531,0.09692093939618775,2.963801565890464,1.9697942297924318,0.051568874893345336,0.02244963680983754,111.08335921586371,85.78981151675578,1.0053462503659345,2.9164702038552466e-06,342880.23881681083,462529.9188009521,1.5398483876026852,0.0005192872062166681,0.11143187330306971,0.0005574183954848457,0.3287934102177637,0.18608959767401134,0.0015627463121908305,0.009634441516740352,0.0057916736408485546,0.019011307120766596,0.004548691136778256,0.012390238900807066,0.027824208486806386,0.004069833548446916,0.0104764056780586,0.8171472544646953,0.2613413095683878,0.7386586904316121,0.6679108023273389,0.3320891976726611,0.346733983299258,0.653266016700742,0.24545949359652458,0.7545405064034754,0.12625458516095037,0.8737454148390497,0.0984621252136846,0.9015378747863154,0.17289781579272234,0.8271021842072777,0.07978912268285049,0.9202108773171496,0.2628061172655631,0.7371938827344369,0.31726063054661674,0.6827393694533832,0.09733498466354608,0.9026650153364539,0.06350058701300879,0.9364994129869912,0.1681665915578533,0.8318334084421467,0.029438701802687827,0.9705612981973122,0.2385368092317551,0.7614631907682449,0.7610661354080756,0.3320891976726611,True
fructose_rich_iG_probe,sugar_initial,192.0,"18, 20, 24, 22",ok,,61.722004706450754,0.1347261658141124,7.96498436258616e-07,1255495.2457876627,221546.62218302276,15.187191366197881,0.010361507069500623,7.376618333274146,0.009974991085999542,0.8125891368117912,0.7943562141154286,0.05559878045133553,0.06292007620922235,0.010581940489946201,0.19938557067419488,0.04239043332874411,0.03066669332689807,0.35384274603407334,0.014005454260166863,0.016976833241367555,5.396922655825065,86.1653578659111,1.171618371801016,3.6268544476315914e-06,275721.0178790108,445873.92976730113,1.4687487662423373,0.0005528126497200418,0.11794584517884925,0.000568361080431685,0.23880701568599416,0.3371353798008274,0.002272728525960151,0.01076604425202274,0.001867328048634248,0.024948016719702933,0.0032446854896190707,0.0036498375280627185,0.018023534352329347,0.004744967213607864,0.01101399107477442,0.6932082186418014,0.2782136361039601,0.7217863638960399,0.7069548572545729,0.29304514274542715,0.35354072087795996,0.64645927912204,0.1782804865181404,0.8217195134818596,0.22873329864680225,0.7712667013531977,0.14319514239395958,0.8568048576060404,0.19320533864554573,0.8067946613544543,0.02572528702424892,0.9742747129757511,0.3448732570534108,0.6551267429465892,0.22630926862427392,0.7736907313757261,0.028672318803738255,0.9713276811962618,0.04113342566293453,0.9588665743370655,0.1960632919915611,0.8039367080084389,0.030949316862253693,0.9690506831377463,0.20235725654657796,0.797642743453422,0.7398228620601419,0.29304514274542715,True
combined_stress_long_horizon,integrated,240.0,"15, 22, 25, 18",ok,,47.50279131202103,0.005618822361774145,2.8736251693214342e-08,34799249.76562395,240649.32668735328,243.21418537630788,0.018129756833882696,7.279010252805214,0.01709684966599852,1.7799251646086283,1.5048271931657327,0.07103521998834947,2.1808222956414123,3.8633085564725387,46.07913156243501,0.09016785604529697,5.366639452275387,4.795629912004904,0.445162384033745,0.0031943259705146726,169.72010459436126,86.5682475267128,1.2210044146997707,3.609331096559884e-06,277059.64713326446,464976.6342716318,1.4838654774867361,0.0010477278026853121,0.14063758125611564,0.0008714697087509724,0.2621027239613474,0.2504008330530588,0.002270927738506674,0.0067946568495589115,0.013679763351175302,0.03790372652247691,0.0030204315811835874,0.015663723752275104,0.027546799369491747,0.003826834571814291,0.0008672151767769249,0.7172310627915186,0.5272892394555588,0.47271076054444117,0.8429667109577422,0.15703328904225777,0.5420850224669054,0.4579149775330946,0.19567181060962194,0.8043281893903781,0.16988726772601043,0.8301127322739896,0.14308168228956242,0.8569183177104376,0.12193559183566074,0.8780644081643393,0.1884595686816652,0.8115404313183348,0.523968769427056,0.47603123057294405,0.21066807992769943,0.7893319200723006,0.12305075982856227,0.8769492401714377,0.06286748214676997,0.93713251785323,0.1581258099961727,0.8418741900038273,0.0024368747996624017,0.9975631252003376,0.20936986358996718,0.7906301364100328,0.7219546626322633,0.15703328904225777,True
ethanol_initial_challenge,ethanol,192.0,"18, 22, 25, 22",ok,,45.75518793305001,0.0009443525468498056,7.067480061859181e-09,141493147.66329014,157614.91922890217,1104.7758812767981,0.009468685318399065,1.782043764648154,0.008762102054523614,1.067457220312674,1.1421740858822502,0.5892406135307456,2.7131949781300313,15.00629427164029,22.779464473150934,0.629439054136109,11.425652641717914,10.554280662942082,3.080768201784359,0.0073154464206718894,1033.980325075129,81.70831678816855,1.8686738282892792,6.537860314832304e-06,152955.2409878384,381942.2268131807,1.4950648539353406,0.001337550659210765,0.14632185552530594,0.0011432615066494791,0.34988458070919704,0.3156900912825681,0.004032982191617518,0.0129054997098707,0.016159566082902393,0.039897070702729874,0.005207281347159014,0.018532973726959855,0.07428123452850492,0.003034089776236691,0.0017222474086438034,0.5049145687777846,0.6731481860278143,0.32685181397218566,0.8770376466357027,0.12296235336429728,0.7111491464297433,0.28885085357025675,0.2612050282310429,0.738794971768957,0.21418350091832958,0.7858164990816704,0.2541013819312177,0.7458986180687823,0.2315995906636827,0.7684004093363173,0.2226226270065558,0.7773773729934442,0.5515241101018673,0.4484758898981327,0.3631957664207177,0.6368042335792823,0.1455909549384103,0.8544090450615898,0.16952510972046833,0.8304748902795317,0.12536938675169243,0.8746306132483076,0.0048395155219793096,0.9951604844780206,0.14739168431738753,0.8526083156826125,0.6983561921072894,0.12296235336429728,True
low_temp_growth_separation_plus_co2,legacy_plus,168.0,"15, 17, 20, 22",ok,,55.94157408816202,0.15870452956092,1.6026417564068147e-06,623969.764922411,141475.20706320935,13.043130632170062,0.003190751998203918,1.2674353875373394,0.0031389908390451835,2.6782907762595434,1.730262855369412,0.02045413543822571,0.42948021543353676,0.5622966182059496,0.2799488810847436,0.05525711064606022,0.24043824116205156,0.9900518620477787,0.06970663823236672,0.15211876251282264,4.561059405402982,75.40436676896113,0.7962295570187673,3.0221782320300268e-06,330887.16919527616,365802.5146474879,2.506177833384884,0.0005131730247081165,0.09470996403031923,0.0005179501929861328,0.4695286302072249,0.5049352320759998,0.006771468024659778,0.03173728267953314,0.04351063221827359,0.03452867570839191,0.007482553330958065,0.04798145562230811,0.19559815596515656,0.01445127537556516,0.08951761563047582,0.9643937692983239,0.2582642297111248,0.7417357702888752,0.5676814558419643,0.4323185441580357,0.3221833635549326,0.6778166364450674,0.35052484696516173,0.6494751530348383,0.34257899987822227,0.6574210001217777,0.42664194906325664,0.5733580509367433,0.5695511094185368,0.4304488905814632,0.599425207177864,0.40057479282213604,0.4773131662962866,0.5226868337037134,0.5218906970148431,0.47810930298515686,0.3769317350957428,0.6230682649042572,0.44639536568808613,0.5536046343119139,0.5971304955457265,0.4028695044542735,0.2515445157066076,0.7484554842933924,0.2815201437862097,0.7184798562137903,0.5702694083201605,0.4028695044542735,True
ethanol_pulse_death_probe,death,216.0,"20, 25, 25, 22",ok,,47.990784270671185,0.0058065548585361105,4.637832061522853e-08,21561798.416470595,155776.47280901895,235.90422891177258,0.2138048818963757,53.42844256673411,0.2107237967303727,3.2991527188404786,2.4023504473733377,0.135019243236564,2.0586295472740237,4.114289512302332,1.5532202281766603,0.055795938645638025,1.0241429607347556,2.2724426305284275,0.2573103429852763,0.010231578495379118,164.86867251781882,77.04890158158823,0.4981441716985819,1.7273260075027881e-06,578929.5105014424,380103.7803932975,3.347661653519164,0.0015418118199760778,0.1547358587456669,0.0012651512396548888,0.5618436899809216,0.5169251227114914,0.0052402040982732784,0.02124926584463616,0.047726425721037795,0.04036482780128522,0.006775095815109742,0.07325098729818114,0.16186055426959517,0.01619111160893313,0.003437497167678717,1.7352540493967228,0.7759465577367695,0.22405344226323054,0.9274702874512394,0.07252971254876062,0.7869688771573017,0.21303112284269832,0.4194423103911373,0.5805576896088627,0.35071367633101874,0.6492863236689812,0.33016339763177216,0.6698366023682278,0.38133519678881267,0.6186648032111873,0.6575041815567335,0.3424958184432665,0.5579902318742338,0.4420097681257662,0.4725471802066313,0.5274528197933688,0.5754436038189424,0.42455639618105756,0.36939919477831573,0.6306008052216843,0.6690209858450159,0.3309790141549841,0.00965936764732372,0.9903406323526763,0.5065451323344806,0.4934548676655194,0.5222278514170923,0.07252971254876062,True
viable_biomass_step,biomass_input,168.0,"18, 22, 22, 18",ok,,50.32479121400804,0.002925313298891951,2.4077647858971257e-08,41532296.088772774,155748.6394149635,357.5313376660837,0.01617574770406308,10.031922403661413,0.01505470321877078,1.900786195109939,1.5784782703989253,0.12069422536115543,1.718208980122982,3.123631524733812,2.419563640854754,0.031166633582070825,0.9914116522679847,1.5286833005488223,0.13266115761360725,0.06255434858119076,333.86034488232417,74.82294256105234,0.464649308060346,1.6244371079861275e-06,615597.8554563652,380075.946999242,3.606097327738749,0.0006911911057975721,0.10749724861246332,0.0006495468628435713,0.5829293083747438,0.5250271819105393,0.005186565144061539,0.028269586106993483,0.04991061803974446,0.04480795028973375,0.0070023996042649994,0.06918870135608697,0.16514980610076876,0.017185890266316176,0.03502635130229715,1.9675749826620936,0.34785526504150077,0.6521447349584992,0.6443270802192813,0.3556729197807187,0.404041152781459,0.595958847218541,0.4351837001279001,0.5648162998720999,0.35621060972176743,0.6437893902782326,0.3267838309134074,0.6732161690865925,0.5073205003913033,0.4926794996086967,0.6875947563520861,0.3124052436479139,0.6194105099385956,0.3805894900614044,0.48840109099207746,0.5115989090079225,0.5435311812225614,0.4564688187774386,0.37690594639758207,0.6230940536024179,0.7101255013430621,0.28987449865693793,0.09842405333578039,0.9015759466642196,0.5743628895821241,0.4256371104178759,0.5068293944175232,0.28987449865693793,True
low_sugar_saturation_scan,saturation,144.0,"16, 20, 24, 20",ok,,14.057042192325582,1.4028435513450803e-15,5.578710854737793e-20,1000000000000.0,31455.74331519592,476919.1444203863,0.022976169200590223,8.294698352509933,0.021676920481639817,9.383304899074211,10.231070751421955,0.37870173524093353,1.3943200046167137,0.5698836599412938,1.6526289773473954,0.36663900775860153,0.8317866979111117,10.823232527740014,1.8878543588562426,476860.4524606816,12.833185642567468,70.74522521525108,0.5424645707311238,2.86251343454769e-06,349343.33859572315,255783.05089947442,3.638812652105197,0.0013466745757075367,0.14821736516752484,0.0011385692446639689,0.532487667374989,0.5759141637375035,0.00822045105063313,0.024791523441517527,0.039388152926335546,0.036073635573542914,0.0075932857639628825,0.0717568541031071,0.23524855914165624,0.009333014591811703,0.30727814362722433,1.640024591785017,0.6777399731104025,0.32226002688959754,0.8883991299207438,0.11160087007925623,0.7082303932954759,0.2917696067045241,0.3975266812485461,0.6024733187514539,0.39073545614499894,0.6092645438550011,0.5179363242429883,0.4820636757570117,0.4449038634740382,0.5550961365259618,0.5426317781313745,0.45736822186862547,0.49867018824707876,0.5013298117529212,0.5296140267509553,0.47038597324904474,0.5637060229060874,0.4362939770939126,0.5368857700496008,0.4631142299503992,0.3856426151540323,0.6143573848459677,0.8634516377759861,0.1365483622240139,0.47874631047042404,0.521253689529576,0.45649051469551893,0.11160087007925623,True
glucose_pulse_after_N_depletion,pulse_separation,192.0,"17, 20, 24, 22",ok,,8.80837500760468,2.986753872386631e-18,4.9882494030076477e-23,1000000000000.0001,71209.15486774198,210816.29238611957,1.4867585292874188,72.6261026296261,1.4573257426623294,12.217011113469802,9.417988821568306,0.3416362683520625,5.133378565910887,1.4396135166854338,7.588489458929524,0.3568288566489043,1.437262983299868,8.135458647097137,0.1219156769165743,210647.0723864054,47.460228903719944,72.15591787310015,0.39556186401243376,1.8153361930338467e-06,550862.1509544018,295536.46245202044,3.815950356841456,0.0017356741174092208,0.1571047193267983,0.0015898697177193272,0.3482552823956582,0.3456278425231789,0.007144205905486017,0.02725932836654884,0.014864351504677293,0.05322697398932448,0.003187101892564024,0.06111626311877549,0.17328344785213956,0.004158894267568896,0.335332850573266,2.2820635512903413,0.8735115007597922,0.12648849924020777,0.9416689859424859,0.05833101405751406,0.988955270613555,0.011044729386444962,0.2599886816543459,0.740011318345654,0.23449510570860055,0.7655048942913995,0.45012660783832403,0.549873392161676,0.4891906112423506,0.5108093887576495,0.20477907412509927,0.7952209258749008,0.735792351313371,0.26420764868662905,0.22229294661834278,0.7777070533816572,0.4801158864638013,0.5198841135361987,0.3954685957541835,0.6045314042458165,0.17184660387239872,0.8281533961276013,0.9422853692413529,0.057714630758647134,0.6661665385457213,0.3338334614542787,0.4448207190599217,0.057714630758647134,True
high_biomass_low_N_maintenance,maintenance,168.0,"16, 18, 20, 18",ok,,1.8530104777401561,0.00016692503437181342,4.769435338180177e-09,209668425.94443464,45039.01680535164,6578.892265857538,1505.7977063369772,149.1454352426627,1503.004073994614,1544.061862165791,1458.1529976039026,0.34978880755404085,6.752016110451818,1.5341267494360105,57.841299932144736,0.237109310679818,7.717200448475945,8.858735627421037,1.047701490920913,14.869787192979782,319.52242484352774,74.63807369959251,0.450965825089242,2.358855558470358e-06,423934.39327351935,269366.32438963023,3.3816971402862084,0.001663573305899513,0.16442306209583957,0.001559427402134791,0.2690415807195264,0.3346800839315903,0.0031977797701628606,0.029209251925482366,0.033276207622578796,0.05112321117273981,0.003701603155363616,0.062414954541162776,0.06429081274663749,0.010787041800185854,0.308664533502635,2.043664016594269,0.8372253757112416,0.16277462428875844,0.9855343544917751,0.014465645508224934,0.9700190721870604,0.029980927812939595,0.20085198823201827,0.7991480117679817,0.22706747548799805,0.772932524512002,0.20147876189460162,0.7985212381053983,0.5241835606226114,0.4758164393773886,0.45843042565308306,0.5415695743469169,0.7067106193755205,0.2932893806244795,0.258178213422464,0.7418217865775361,0.4903181199068151,0.5096818800931848,0.14672490507288788,0.8532750949271122,0.4457234014451503,0.5542765985548497,0.8673473935703573,0.13265260642964272,0.596574351803334,0.40342564819666604,0.43075085687140435,0.014465645508224934,True
