,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,19945.564217608207,227.98886981455612,-18591.328955594116,17.17406941129773,24.883683473231436,13376.147375777507,5216.989214321155,7810.716866795802,1387.2440489630035,1392.5811403597174,1104.509414841411,-4182.935543879057,-11925.416815119097,1.4620391720420528e-10,75.51000871399683
sN,227.98886981455612,5.106439285127085,-196.32605851726447,0.369995257619976,0.49159997718069165,152.17982940849217,57.95118137539043,89.10343747497993,14.85517484893962,15.027206849109202,15.499428238041942,-49.02996165958241,-122.37774978101766,1.3601255219447939e-12,0.8842829661303396
qN,-18591.328955594116,-196.32605851726447,17439.50046016424,-16.90148667580415,-24.384749679334206,-12365.921177088405,-4865.841758847825,-7222.576395621094,-1302.2555192352977,-1389.261545793523,-1093.8641436384023,3902.174278103766,11198.46159839454,-1.3712709579977362e-10,-75.00302026436077
qXG,17.17406941129773,0.369995257619976,-16.90148667580415,1.5388821732734512,0.5138031455938387,-52.25522178511334,6.931931910790028,-22.062153866169787,-0.32452213060480045,72.57061219652297,19.477109696726178,1.2174682013057914,-8.179223207835769,-3.5613155000427677e-13,2.016044231647231
qXF,24.883683473231436,0.49159997718069165,-24.384749679334206,0.5138031455938387,2.0185927140001825,-26.885260875863377,-3.659509718976564,-21.085684431413487,6.059868579926665,16.482174052069375,64.29818403716928,-20.26924296507902,-11.781084441190146,-3.669742399745076e-13,2.871064188607223
betaG0,13376.147375777507,152.17982940849217,-12365.921177088405,-52.25522178511334,-26.885260875863377,12720.78249716752,3518.0530517592306,7078.241209143675,948.2813881695276,-2756.859901075585,-980.0951868360572,-2862.756061251174,-8084.300303887405,1.2903198853331126e-10,-87.94328234535449
sG,5216.989214321155,57.95118137539043,-4865.841758847825,6.931931910790028,-3.659509718976564,3518.0530517592306,1464.561639589467,2145.4451137388323,320.30672744648496,623.24647245858,-108.31416257553602,-955.4845851751404,-3150.6483714541046,4.019736465008431e-11,8.114659128707185
betaF0,7810.716866795802,89.10343747497993,-7222.576395621094,-22.062153866169787,-21.085684431413487,7078.241209143675,2145.4451137388323,4056.7894676045967,507.4921712796498,-1008.8367698794106,-793.7717241795432,-1529.7949137923515,-4714.031217185237,7.3866682735249e-11,-49.58705506160963
sF,1387.2440489630035,14.85517484893962,-1302.2555192352977,-0.32452213060480045,6.059868579926665,948.2813881695276,320.30672744648496,507.4921712796498,120.02454485374156,-45.11808476726118,257.95052881604056,-359.3870647850175,-840.5768174685161,9.643331070427667e-12,10.230022380969903
qEG,1392.5811403597174,15.027206849109202,-1389.261545793523,72.57061219652297,16.482174052069375,-2756.859901075585,623.24647245858,-1008.8367698794106,-45.11808476726118,4530.951588414685,673.8146718322373,157.16279670855658,-804.3134912452678,-1.514115992515365e-11,110.9377259695543
qEF,1104.509414841411,15.499428238041942,-1093.8641436384023,19.477109696726178,64.29818403716928,-980.0951868360572,-108.31416257553602,-793.7717241795432,257.95052881604056,673.8146718322373,2521.6387606606045,-810.4369455018295,-579.0603834209159,-1.3503215926617554e-11,116.65866433493775
iG,-4182.935543879057,-49.02996165958241,3902.174278103766,1.2174682013057914,-20.26924296507902,-2862.756061251174,-955.4845851751404,-1529.7949137923515,-359.3870647850175,157.16279670855658,-810.4369455018295,1098.0866951859862,2485.716068634378,-2.8374388652477722e-11,-31.47472779017552
iE,-11925.416815119097,-122.37774978101766,11198.46159839454,-8.179223207835769,-11.781084441190146,-8084.300303887405,-3150.6483714541046,-4714.031217185237,-840.5768174685161,-804.3134912452678,-579.0603834209159,2485.716068634378,7295.64861203095,-9.090107981963417e-11,-42.122222790393806
Kd0,1.4620391720420528e-10,1.3601255219447939e-12,-1.3712709579977362e-10,-3.5613155000427677e-13,-3.669742399745076e-13,1.2903198853331126e-10,4.019736465008431e-11,7.3866682735249e-11,9.643331070427667e-12,-1.514115992515365e-11,-1.3503215926617554e-11,-2.8374388652477722e-11,-9.090107981963417e-11,6.345030127822191e-24,-7.824922347969811e-13
m0,75.51000871399683,0.8842829661303396,-75.00302026436077,2.016044231647231,2.871064188607223,-87.94328234535449,8.114659128707185,-49.58705506160963,10.230022380969903,110.9377259695543,116.65866433493775,-31.47472779017552,-42.122222790393806,-7.824922347969811e-13,6.942470289571073
