,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,39636.726691407785,363.39398211163115,-34502.036214075175,-241.7799714012521,-42.236358467954204,28239.096285367246,8751.51338359543,16621.00166128429,4460.646930324723,-9074.315867686335,-264.05255100763833,-6620.778290074925,-23532.380377369678,-2862.931246627466,-237.83718096757207
sN,363.39398211163115,7.1044022060430185,-261.6994630908467,-0.5426990219510623,0.16347272046236816,230.29032744872652,71.17020062933523,124.52750600228458,29.981943500479517,-37.164291877084345,1.9598869755193324,-56.877274623842354,-185.92969829082074,-13.706478922271394,-0.8907334862290093
qN,-34502.036214075175,-261.6994630908467,30879.88456529182,212.14970296472103,23.713774235290106,-24347.683753022047,-7694.317206447039,-14437.23205161724,-4029.429440876053,7904.169513559157,-169.35090796113633,5851.533242406161,20855.03419110195,2624.3254875979774,181.81009017256605
qXG,-241.7799714012521,-0.5426990219510623,212.14970296472103,15.324425883741881,7.7143559701351085,-538.8250342546177,-68.59049076248925,-323.0607806895535,-43.835898493584914,456.3464449985297,188.46223975020285,47.36571331098355,183.66316355132636,45.55020955074825,22.843167326576914
qXF,-42.236358467954204,0.16347272046236816,23.713774235290106,7.7143559701351085,13.175491426780518,-312.5764216465534,-50.11634842257729,-219.0636762875518,7.148252621585159,228.3285233631641,269.96222421230635,-28.53905687455788,45.31729601735477,12.822182321155957,21.462365373629925
betaG0,28239.096285367246,230.29032744872652,-24347.683753022047,-538.8250342546177,-312.5764216465534,32002.330713203348,6900.4351938465325,19187.975528733954,3373.885768653022,-18085.22623879087,-7377.813650545106,-4634.929091752719,-17772.443628745685,-2631.641055951629,-907.8813820343062
sG,8751.51338359543,71.17020062933523,-7694.317206447039,-68.59049076248925,-50.11634842257729,6900.4351938465325,2209.9346749695496,4353.3215842063655,921.6329944308575,-2320.4933570133276,-1067.982142705587,-1295.8203435768967,-5378.80026017691,-675.4071978588404,-119.30479464230038
betaF0,16621.00166128429,124.52750600228458,-14437.23205161724,-323.0607806895535,-219.0636762875518,19187.975528733954,4353.3215842063655,11927.409786723065,1952.5217402358992,-10814.545306650074,-5306.333480473437,-2526.6647732870156,-10664.156491411482,-1676.8325633442232,-597.8425121298326
sF,4460.646930324723,29.981943500479517,-4029.429440876053,-43.835898493584914,7.148252621585159,3373.885768653022,921.6329944308575,1952.5217402358992,675.0103443632927,-1656.4425735322186,325.9055397783638,-867.7980976800667,-2851.4944299492827,-517.7399107276817,-21.788112774923853
qEG,-9074.315867686335,-37.164291877084345,7904.169513559157,456.3464449985297,228.3285233631641,-18085.22623879087,-2320.4933570133276,-10814.545306650074,-1656.4425735322186,15001.63811765604,5706.8267416149865,1809.1185467160205,6648.321397560272,1668.4636070666313,735.5369655231258
qEF,-264.05255100763833,1.9598869755193324,-169.35090796113633,188.46223975020285,269.96222421230635,-7377.813650545106,-1067.982142705587,-5306.333480473437,325.9055397783638,5706.8267416149865,6815.8263135469,-704.4752671051234,552.0102216803425,176.68237681619428,558.0970872780466
iG,-6620.778290074925,-56.877274623842354,5851.533242406161,47.36571331098355,-28.53905687455788,-4634.929091752719,-1295.8203435768967,-2526.6647732870156,-867.7980976800667,1809.1185467160205,-704.4752671051234,1325.4203339395226,3987.6644134004905,506.3059808413482,5.036111315334229
iE,-23532.380377369678,-185.92969829082074,20855.03419110195,183.66316355132636,45.31729601735477,-17772.443628745685,-5378.80026017691,-10664.156491411482,-2851.4944299492827,6648.321397560272,552.0102216803425,3987.6644134004905,14512.057241037024,2000.4671514249048,195.69055980943287
Kd0,-2862.931246627466,-13.706478922271394,2624.3254875979774,45.55020955074825,12.822182321155957,-2631.641055951629,-675.4071978588404,-1676.8325633442232,-517.7399107276817,1668.4636070666313,176.68237681619428,506.3059808413482,2000.4671514249048,701.3824444608086,51.812202771986655
m0,-237.83718096757207,-0.8907334862290093,181.81009017256605,22.843167326576914,21.462365373629925,-907.8813820343062,-119.30479464230038,-597.8425121298326,-21.788112774923853,735.5369655231258,558.0970872780466,5.036111315334229,195.69055980943287,51.812202771986655,53.24726290321798
