,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,43535.55833768066,563.8491548999997,-31009.04139285,-272.7682047353509,-11.080867465387483,29105.5900116334,7435.073118962432,16425.747541696644,3552.330395528019,-9366.543169302518,108.23905791011775,-6855.580157588322,-22702.74186489715,-585.5076877195118,-211.73804588633607
sN,563.8491548999997,11.29413034925547,-307.9500194478799,-0.5308524048426659,0.5663873411202285,306.4014654139465,80.52801294801348,156.9269397756977,30.898276275220656,-45.988614244188305,5.636861576276847,-75.05071827215069,-230.7695138225825,-3.5021650965341333,-0.8932450693555152
qN,-31009.04139285,-307.9500194478799,24448.11693784605,225.02933945466964,-8.745188652021334,-21454.962921778955,-5622.275891686821,-12407.783322720325,-2853.738000715024,7435.656683953018,-551.0436591596016,5232.797665911848,17563.401137910765,495.76229656754924,137.52109386238604
qXG,-272.7682047353509,-0.5308524048426659,225.02933945466964,26.17223835177168,12.453187147231928,-743.2636850750152,-68.9645728947021,-444.00707671027425,-52.67356907513279,663.5672577102471,248.28378250231452,65.85902503221699,236.49566114503108,13.213287108277996,30.129955828374918
qXF,-11.080867465387483,0.5663873411202285,-8.745188652021334,12.453187147231928,19.541983574825103,-390.6205986215843,-39.225191482251255,-255.7755295464704,3.7074066762464164,319.80511057089194,308.68210448351755,-34.439092626661,38.80467211988773,3.2434577522473127,25.33330421632506
betaG0,29105.5900116334,306.4014654139465,-21454.962921778955,-743.2636850750152,-390.6205986215843,34309.2141583161,5767.350251862119,20237.404613727304,2971.509464624863,-21112.98618932056,-7604.3103995588035,-4868.5748432382425,-17522.369997527356,-581.8738661012553,-952.6673947498443
sG,7435.073118962432,80.52801294801348,-5622.275891686821,-68.9645728947021,-39.225191482251255,5767.350251862119,1500.3361777333037,3462.2754331095316,623.876457923215,-2093.8472294575276,-643.296696483798,-1126.6981944673964,-4265.0782324321135,-104.17851995016743,-85.94234044746209
betaF0,16425.747541696644,156.9269397756977,-12407.783322720325,-444.00707671027425,-255.7755295464704,20237.404613727304,3462.2754331095316,12287.51801023428,1754.0190330049004,-12750.345096937297,-5060.499903578896,-2692.46293779265,-10321.198050239378,-366.7861758915169,-606.6688431928371
sF,3552.330395528019,30.898276275220656,-2853.738000715024,-52.67356907513279,3.7074066762464164,2971.509464624863,623.876457923215,1754.0190330049004,454.4636680085951,-1660.3526112681607,131.4083258871267,-706.5441313908794,-2254.13494175843,-88.85295404027276,-30.45215093140747
qEG,-9366.543169302518,-45.988614244188305,7435.656683953018,663.5672577102471,319.80511057089194,-21112.98618932056,-2093.8472294575276,-12750.345096937297,-1660.3526112681607,18225.17223014272,6569.764161174441,2088.031248675686,7396.699524824165,410.38561650576867,825.2084035865228
qEF,108.23905791011775,5.636861576276847,-551.0436591596016,248.28378250231452,308.68210448351755,-7604.3103995588035,-643.296696483798,-5060.499903578896,131.4083258871267,6569.764161174441,6097.672991973841,-559.0457087189469,394.9143449380176,41.15774101879525,523.846252952547
iG,-6855.580157588322,-75.05071827215069,5232.797665911848,65.85902503221699,-34.439092626661,-4868.5748432382425,-1126.6981944673964,-2692.46293779265,-706.5441313908794,2088.031248675686,-559.0457087189469,1335.518054375745,3902.053640285262,108.00990284057043,16.69169655263766
iE,-22702.74186489715,-230.7695138225825,17563.401137910765,236.49566114503108,38.80467211988773,-17522.369997527356,-4265.0782324321135,-10321.198050239378,-2254.13494175843,7396.699524824165,394.9143449380176,3902.053640285262,13405.69978220655,389.58775950937275,192.97030391803472
Kd0,-585.5076877195118,-3.5021650965341333,495.76229656754924,13.213287108277996,3.2434577522473127,-581.8738661012553,-104.17851995016743,-366.7861758915169,-88.85295404027276,410.38561650576867,41.15774101879525,108.00990284057043,389.58775950937275,40.84191103832486,11.80237695710156
m0,-211.73804588633607,-0.8932450693555152,137.52109386238604,30.129955828374918,25.33330421632506,-952.6673947498443,-85.94234044746209,-606.6688431928371,-30.45215093140747,825.2084035865228,523.846252952547,16.69169655263766,192.97030391803472,11.80237695710156,51.51880313144058
