experiment_id,mix_id,lab_sample_id,analyte,timestamp,time_h,capture_interval_start,capture_interval_end,capture_interval_h,volume_a_ml,volume_b_ml,total_condensate_ml,observed_value,unit,observation_operator,mix_model_observation_type,lower_bound,upper_bound,mix_result_status,mix_concentration_ug_l,mix_loq_ug_l,paired_wine_sample_id
26159,26159-MIX-05,Lab-26-2064,Feniletil Acetato,2026-04-15 08:00:00,211.0,2026-04-12 15:00:00,2026-04-15 08:00:00,65.0,15.0,14.0,29.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,145.0,NQ,,5000.0,26159-P-15
26159,26159-MIX-05,Lab-26-2064,Hexil Acetato,2026-04-15 08:00:00,211.0,2026-04-12 15:00:00,2026-04-15 08:00:00,65.0,15.0,14.0,29.0,17.400519362320807,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,600.017909045545,12.5,26159-P-15
26159,26159-MIX-05,Lab-26-2064,Isoamil Acetato,2026-04-15 08:00:00,211.0,2026-04-12 15:00:00,2026-04-15 08:00:00,65.0,15.0,14.0,29.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,145.0,NQ,,5000.0,26159-P-15
26159,26159-MIX-05,Lab-26-2064,Octanoato de Etilo,2026-04-15 08:00:00,211.0,2026-04-12 15:00:00,2026-04-15 08:00:00,65.0,15.0,14.0,29.0,4.876305133658475,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,14.5,below_loq,168.148452884775,500.0,26159-P-15
26210,26210-MIX-01,Lab-26-2067,Decanoato de Etilo,2026-04-19 15:00:00,47.0,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,7.0,0.1,7.1,0.0154269443117071,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.08875,below_loq,2.17280905798692,12.5,26210-P-05
26210,26210-MIX-01,Lab-26-2067,Etil Acetato,2026-04-19 15:00:00,47.0,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,7.0,0.1,7.1,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,1331.25,NQ,,187500.0,26210-P-05
26210,26210-MIX-01,Lab-26-2067,Feniletil Acetato,2026-04-19 15:00:00,47.0,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,7.0,0.1,7.1,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,35.5,NQ,,5000.0,26210-P-05
26210,26210-MIX-01,Lab-26-2067,Hexil Acetato,2026-04-19 15:00:00,47.0,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,7.0,0.1,7.1,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.08875,NQ,,12.5,26210-P-05
26210,26210-MIX-01,Lab-26-2067,Isoamil Acetato,2026-04-19 15:00:00,47.0,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,7.0,0.1,7.1,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,35.5,NQ,,5000.0,26210-P-05
26210,26210-MIX-01,Lab-26-2067,Octanoato de Etilo,2026-04-19 15:00:00,47.0,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,7.0,0.1,7.1,0.8435487597952342,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,3.55,below_loq,118.809684478202,500.0,26210-P-05
26210,26210-MIX-02,Lab-26-2069,Decanoato de Etilo,2026-04-21 08:00:00,88.0,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,22.5,10.0,32.5,0.1528745180922046,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.40625,below_loq,4.70383132591399,12.5,26210-P-08
26210,26210-MIX-02,Lab-26-2069,Etil Acetato,2026-04-21 08:00:00,88.0,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,22.5,10.0,32.5,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,6093.75,NQ,,187500.0,26210-P-08
26210,26210-MIX-02,Lab-26-2069,Feniletil Acetato,2026-04-21 08:00:00,88.0,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,22.5,10.0,32.5,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,162.5,NQ,,5000.0,26210-P-08
26210,26210-MIX-02,Lab-26-2069,Hexil Acetato,2026-04-21 08:00:00,88.0,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,22.5,10.0,32.5,160.22908647638135,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,4930.12573773481,12.5,26210-P-08
26210,26210-MIX-02,Lab-26-2069,Isoamil Acetato,2026-04-21 08:00:00,88.0,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,22.5,10.0,32.5,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,162.5,NQ,,5000.0,26210-P-08
26210,26210-MIX-02,Lab-26-2069,Octanoato de Etilo,2026-04-21 08:00:00,88.0,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,22.5,10.0,32.5,21.69231242897989,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,667.455767045535,500.0,26210-P-08
26210,26210-MIX-03,Lab-26-2071,Decanoato de Etilo,2026-04-22 08:00:00,112.0,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,21.0,16.0,37.0,0.6448916475173869,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,17.4295039869564,12.5,26210-P-10
26210,26210-MIX-03,Lab-26-2071,Etil Acetato,2026-04-22 08:00:00,112.0,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,21.0,16.0,37.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,6937.5,NQ,,187500.0,26210-P-10
26210,26210-MIX-03,Lab-26-2071,Feniletil Acetato,2026-04-22 08:00:00,112.0,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,21.0,16.0,37.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,185.0,NQ,,5000.0,26210-P-10
26210,26210-MIX-03,Lab-26-2071,Hexil Acetato,2026-04-22 08:00:00,112.0,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,21.0,16.0,37.0,690.5239741070998,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,18662.8101110027,12.5,26210-P-10
26210,26210-MIX-03,Lab-26-2071,Isoamil Acetato,2026-04-22 08:00:00,112.0,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,21.0,16.0,37.0,433.69240012908506,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,11721.416219705,5000.0,26210-P-10
26210,26210-MIX-03,Lab-26-2071,Octanoato de Etilo,2026-04-22 08:00:00,112.0,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,21.0,16.0,37.0,185.52366543127025,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,5014.153119764061,500.0,26210-P-10
26210,26210-MIX-04,Lab-26-2073,Decanoato de Etilo,2026-04-23 15:00:00,143.0,2026-04-22 08:00:00,2026-04-23 15:00:00,31.0,18.0,28.0,46.0,6.354563645144919,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,138.142687937933,12.5,26210-P-12
26210,26210-MIX-04,Lab-26-2073,Etil Acetato,2026-04-23 15:00:00,143.0,2026-04-22 08:00:00,2026-04-23 15:00:00,31.0,18.0,28.0,46.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,8625.0,NQ,,187500.0,26210-P-12
26210,26210-MIX-04,Lab-26-2073,Feniletil Acetato,2026-04-23 15:00:00,143.0,2026-04-22 08:00:00,2026-04-23 15:00:00,31.0,18.0,28.0,46.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,230.0,NQ,,5000.0,26210-P-12
26210,26210-MIX-04,Lab-26-2073,Hexil Acetato,2026-04-23 15:00:00,143.0,2026-04-22 08:00:00,2026-04-23 15:00:00,31.0,18.0,28.0,46.0,1396.069926833368,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,30349.346235508,12.5,26210-P-12
26210,26210-MIX-04,Lab-26-2073,Isoamil Acetato,2026-04-23 15:00:00,143.0,2026-04-22 08:00:00,2026-04-23 15:00:00,31.0,18.0,28.0,46.0,2030.6053711151596,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,44143.5950242426,5000.0,26210-P-12
26210,26210-MIX-04,Lab-26-2073,Octanoato de Etilo,2026-04-23 15:00:00,143.0,2026-04-22 08:00:00,2026-04-23 15:00:00,31.0,18.0,28.0,46.0,843.5303611297309,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,18337.616546298497,500.0,26210-P-12
26210,26210-MIX-05,Lab-26-2075,Decanoato de Etilo,2026-04-24 08:00:00,160.0,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,4.0,9.0,13.0,2.636705028315956,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,202.823463716612,12.5,26210-P-13
26210,26210-MIX-05,Lab-26-2075,Etil Acetato,2026-04-24 08:00:00,160.0,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,4.0,9.0,13.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,2437.5,NQ,,187500.0,26210-P-13
26210,26210-MIX-05,Lab-26-2075,Feniletil Acetato,2026-04-24 08:00:00,160.0,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,4.0,9.0,13.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,65.0,NQ,,5000.0,26210-P-13
26210,26210-MIX-05,Lab-26-2075,Hexil Acetato,2026-04-24 08:00:00,160.0,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,4.0,9.0,13.0,492.9412915480157,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,37918.5608883089,12.5,26210-P-13
26210,26210-MIX-05,Lab-26-2075,Isoamil Acetato,2026-04-24 08:00:00,160.0,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,4.0,9.0,13.0,745.7986075218732,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,57369.1236555287,5000.0,26210-P-13
26210,26210-MIX-05,Lab-26-2075,Octanoato de Etilo,2026-04-24 08:00:00,160.0,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,4.0,9.0,13.0,277.61546980436754,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,21355.036138797503,500.0,26210-P-13
26210,26210-MIX-06,Lab-26-2077,Decanoato de Etilo,2026-04-25 11:00:00,187.0,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,5.0,5.0,10.0,0.5777466882189369,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,57.7746688218937,12.5,26210-P-14
26210,26210-MIX-06,Lab-26-2077,Etil Acetato,2026-04-25 11:00:00,187.0,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,5.0,5.0,10.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,1875.0,NQ,,187500.0,26210-P-14
26210,26210-MIX-06,Lab-26-2077,Feniletil Acetato,2026-04-25 11:00:00,187.0,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,5.0,5.0,10.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,50.0,NQ,,5000.0,26210-P-14
26210,26210-MIX-06,Lab-26-2077,Hexil Acetato,2026-04-25 11:00:00,187.0,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,5.0,5.0,10.0,226.247171553314,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,22624.7171553314,12.5,26210-P-14
26210,26210-MIX-06,Lab-26-2077,Isoamil Acetato,2026-04-25 11:00:00,187.0,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,5.0,5.0,10.0,274.798676278422,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,27479.8676278422,5000.0,26210-P-14
26210,26210-MIX-06,Lab-26-2077,Octanoato de Etilo,2026-04-25 11:00:00,187.0,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,5.0,5.0,10.0,104.813813447261,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,10481.3813447261,500.0,26210-P-14
26211,26211-MIX-01,Lab-26-2080,Decanoato de Etilo,2026-04-19 15:00:00,47.0,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,3.0,0.1,3.1,0.0084434076269992,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.03875,below_loq,2.72367987967719,12.5,26211-P-05
26211,26211-MIX-01,Lab-26-2080,Etil Acetato,2026-04-19 15:00:00,47.0,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,3.0,0.1,3.1,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,581.25,NQ,,187500.0,26211-P-05
26211,26211-MIX-01,Lab-26-2080,Feniletil Acetato,2026-04-19 15:00:00,47.0,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,3.0,0.1,3.1,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,15.5,NQ,,5000.0,26211-P-05
26211,26211-MIX-01,Lab-26-2080,Hexil Acetato,2026-04-19 15:00:00,47.0,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,3.0,0.1,3.1,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.03875,NQ,,12.5,26211-P-05
26211,26211-MIX-01,Lab-26-2080,Isoamil Acetato,2026-04-19 15:00:00,47.0,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,3.0,0.1,3.1,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,15.5,NQ,,5000.0,26211-P-05
26211,26211-MIX-01,Lab-26-2080,Octanoato de Etilo,2026-04-19 15:00:00,47.0,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,3.0,0.1,3.1,0.3652215045902221,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,1.55,below_loq,117.813388577491,500.0,26211-P-05
26211,26211-MIX-02,Lab-26-2082,Decanoato de Etilo,2026-04-21 08:00:00,88.0,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,23.0,3.0,26.0,0.0665916352715627,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.325,below_loq,2.5612167412139497,12.5,26211-P-08
26211,26211-MIX-02,Lab-26-2082,Etil Acetato,2026-04-21 08:00:00,88.0,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,23.0,3.0,26.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,4875.0,NQ,,187500.0,26211-P-08
26211,26211-MIX-02,Lab-26-2082,Feniletil Acetato,2026-04-21 08:00:00,88.0,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,23.0,3.0,26.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,130.0,NQ,,5000.0,26211-P-08
26211,26211-MIX-02,Lab-26-2082,Hexil Acetato,2026-04-21 08:00:00,88.0,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,23.0,3.0,26.0,51.27629090784252,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,1972.16503491702,12.5,26211-P-08
26211,26211-MIX-02,Lab-26-2082,Isoamil Acetato,2026-04-21 08:00:00,88.0,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,23.0,3.0,26.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,130.0,NQ,,5000.0,26211-P-08
26211,26211-MIX-02,Lab-26-2082,Octanoato de Etilo,2026-04-21 08:00:00,88.0,2026-04-19 15:00:00,2026-04-21 08:00:00,41.0,23.0,3.0,26.0,5.664818368616732,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,13.0,below_loq,217.877629562182,500.0,26211-P-08
26211,26211-MIX-03,Lab-26-2084,Decanoato de Etilo,2026-04-22 08:00:00,112.0,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,21.0,12.0,33.0,0.9863903144652696,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,29.89061558985665,12.5,26211-P-10
26211,26211-MIX-03,Lab-26-2084,Etil Acetato,2026-04-22 08:00:00,112.0,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,21.0,12.0,33.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,6187.5,NQ,,187500.0,26211-P-10
26211,26211-MIX-03,Lab-26-2084,Feniletil Acetato,2026-04-22 08:00:00,112.0,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,21.0,12.0,33.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,165.0,NQ,,5000.0,26211-P-10
26211,26211-MIX-03,Lab-26-2084,Hexil Acetato,2026-04-22 08:00:00,112.0,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,21.0,12.0,33.0,687.6946317570945,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,20839.2312653665,12.5,26211-P-10
26211,26211-MIX-03,Lab-26-2084,Isoamil Acetato,2026-04-22 08:00:00,112.0,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,21.0,12.0,33.0,478.6904003783748,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,14505.7697084356,5000.0,26211-P-10
26211,26211-MIX-03,Lab-26-2084,Octanoato de Etilo,2026-04-22 08:00:00,112.0,2026-04-21 08:00:00,2026-04-22 08:00:00,24.0,21.0,12.0,33.0,213.36374141807045,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,6465.567921759711,500.0,26211-P-10
26211,26211-MIX-04,Lab-26-2086,Decanoato de Etilo,2026-04-23 15:00:00,143.0,2026-04-22 08:00:00,2026-04-23 15:00:00,31.0,18.0,36.0,54.0,19.2085484236009,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,355.71385969631297,12.5,26211-P-12
26211,26211-MIX-04,Lab-26-2086,Etil Acetato,2026-04-23 15:00:00,143.0,2026-04-22 08:00:00,2026-04-23 15:00:00,31.0,18.0,36.0,54.0,1013.7203349070984,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,10125.0,below_loq,18772.598794575897,187500.0,26211-P-12
26211,26211-MIX-04,Lab-26-2086,Feniletil Acetato,2026-04-23 15:00:00,143.0,2026-04-22 08:00:00,2026-04-23 15:00:00,31.0,18.0,36.0,54.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,270.0,NQ,,5000.0,26211-P-12
26211,26211-MIX-04,Lab-26-2086,Hexil Acetato,2026-04-23 15:00:00,143.0,2026-04-22 08:00:00,2026-04-23 15:00:00,31.0,18.0,36.0,54.0,3796.319833743379,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,70302.21914339591,12.5,26211-P-12
26211,26211-MIX-04,Lab-26-2086,Isoamil Acetato,2026-04-23 15:00:00,143.0,2026-04-22 08:00:00,2026-04-23 15:00:00,31.0,18.0,36.0,54.0,5962.253260252158,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,110412.097412077,5000.0,26211-P-12
26211,26211-MIX-04,Lab-26-2086,Octanoato de Etilo,2026-04-23 15:00:00,143.0,2026-04-22 08:00:00,2026-04-23 15:00:00,31.0,18.0,36.0,54.0,2146.449500303528,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,39749.0648204357,500.0,26211-P-12
26211,26211-MIX-05,Lab-26-2088,Decanoato de Etilo,2026-04-24 08:00:00,160.0,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,6.0,6.0,12.0,0.2639399044391741,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,21.994992036597846,12.5,26211-P-13
26211,26211-MIX-05,Lab-26-2088,Etil Acetato,2026-04-24 08:00:00,160.0,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,6.0,6.0,12.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,2250.0,NQ,,187500.0,26211-P-13
26211,26211-MIX-05,Lab-26-2088,Feniletil Acetato,2026-04-24 08:00:00,160.0,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,6.0,6.0,12.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,60.0,NQ,,5000.0,26211-P-13
26211,26211-MIX-05,Lab-26-2088,Hexil Acetato,2026-04-24 08:00:00,160.0,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,6.0,6.0,12.0,237.4464801712464,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,19787.2066809372,12.5,26211-P-13
26211,26211-MIX-05,Lab-26-2088,Isoamil Acetato,2026-04-24 08:00:00,160.0,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,6.0,6.0,12.0,401.936867223336,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,33494.738935278,5000.0,26211-P-13
26211,26211-MIX-05,Lab-26-2088,Octanoato de Etilo,2026-04-24 08:00:00,160.0,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,6.0,6.0,12.0,76.1441709692736,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,6345.3475807728,500.0,26211-P-13
26211,26211-MIX-06,Lab-26-2090,Decanoato de Etilo,2026-04-25 11:00:00,187.0,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,7.0,5.0,12.0,0.0505107870469933,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.15,below_loq,4.20923225391611,12.5,26211-P-14
26211,26211-MIX-06,Lab-26-2090,Etil Acetato,2026-04-25 11:00:00,187.0,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,7.0,5.0,12.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,2250.0,NQ,,187500.0,26211-P-14
26211,26211-MIX-06,Lab-26-2090,Feniletil Acetato,2026-04-25 11:00:00,187.0,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,7.0,5.0,12.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,60.0,NQ,,5000.0,26211-P-14
26211,26211-MIX-06,Lab-26-2090,Hexil Acetato,2026-04-25 11:00:00,187.0,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,7.0,5.0,12.0,53.24512571392895,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,4437.093809494079,12.5,26211-P-14
26211,26211-MIX-06,Lab-26-2090,Isoamil Acetato,2026-04-25 11:00:00,187.0,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,7.0,5.0,12.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,60.0,NQ,,5000.0,26211-P-14
26211,26211-MIX-06,Lab-26-2090,Octanoato de Etilo,2026-04-25 11:00:00,187.0,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,7.0,5.0,12.0,6.293722944222025,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,524.476912018502,500.0,26211-P-14
26212,26212-MIX-01,Lab-26-2093,Decanoato de Etilo,2026-04-19 15:00:00,47.0,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,22.5,0.3,22.8,0.0677474939568862,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.285,below_loq,2.97138131389852,12.5,26212-P-05
26212,26212-MIX-01,Lab-26-2093,Etil Acetato,2026-04-19 15:00:00,47.0,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,22.5,0.3,22.8,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,4275.0,NQ,,187500.0,26212-P-05
26212,26212-MIX-01,Lab-26-2093,Feniletil Acetato,2026-04-19 15:00:00,47.0,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,22.5,0.3,22.8,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,114.0,NQ,,5000.0,26212-P-05
26212,26212-MIX-01,Lab-26-2093,Hexil Acetato,2026-04-19 15:00:00,47.0,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,22.5,0.3,22.8,5.249454175402753,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,230.239218219419,12.5,26212-P-05
26212,26212-MIX-01,Lab-26-2093,Isoamil Acetato,2026-04-19 15:00:00,47.0,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,22.5,0.3,22.8,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,114.0,NQ,,5000.0,26212-P-05
26212,26212-MIX-01,Lab-26-2093,Octanoato de Etilo,2026-04-19 15:00:00,47.0,2026-04-17 16:00:00,2026-04-19 15:00:00,47.0,22.5,0.3,22.8,2.933477248947556,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,11.4,below_loq,128.661282848577,500.0,26212-P-05
26212,26212-MIX-02,Lab-26-2095,Decanoato de Etilo,2026-04-20 08:00:00,64.0,2026-04-19 15:00:00,2026-04-20 08:00:00,17.0,20.0,10.0,30.0,0.1684841227291547,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.375,below_loq,5.61613742430516,12.5,26212-P-06
26212,26212-MIX-02,Lab-26-2095,Etil Acetato,2026-04-20 08:00:00,64.0,2026-04-19 15:00:00,2026-04-20 08:00:00,17.0,20.0,10.0,30.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,5625.0,NQ,,187500.0,26212-P-06
26212,26212-MIX-02,Lab-26-2095,Feniletil Acetato,2026-04-20 08:00:00,64.0,2026-04-19 15:00:00,2026-04-20 08:00:00,17.0,20.0,10.0,30.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,150.0,NQ,,5000.0,26212-P-06
26212,26212-MIX-02,Lab-26-2095,Hexil Acetato,2026-04-20 08:00:00,64.0,2026-04-19 15:00:00,2026-04-20 08:00:00,17.0,20.0,10.0,30.0,140.97041100775257,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,4699.01370025842,12.5,26212-P-06
26212,26212-MIX-02,Lab-26-2095,Isoamil Acetato,2026-04-20 08:00:00,64.0,2026-04-19 15:00:00,2026-04-20 08:00:00,17.0,20.0,10.0,30.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,150.0,NQ,,5000.0,26212-P-06
