experiment_id,sample_id,lab_sample_id,sample_timestamp,time_h,analyte,observed_value,unit,observation_operator,model_observation_type,lower_bound,upper_bound,result_status,sample_basis_loq_ug_l,reported_value
26157,26157-P-10,Lab-26-2039,2026-04-11 08:00:00,115.0,Decanoato de Etilo,14.9852435279222,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,14.9852435279222
26157,26157-P-10,Lab-26-2039,2026-04-11 08:00:00,115.0,Etil Acetato,15234.1622895453,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,15234.1622895453
26157,26157-P-10,Lab-26-2039,2026-04-11 08:00:00,115.0,Feniletil Acetato,119.442934588339,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,119.442934588339
26157,26157-P-10,Lab-26-2039,2026-04-11 08:00:00,115.0,Hexil Acetato,233.421649178012,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,233.421649178012
26157,26157-P-10,Lab-26-2039,2026-04-11 08:00:00,115.0,Isoamil Acetato,1713.24136842909,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,1713.24136842909
26157,26157-P-10,Lab-26-2039,2026-04-11 08:00:00,115.0,Octanoato de Etilo,77.1235810837207,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,77.1235810837207
26157,26157-P-12,Lab-26-2041,2026-04-12 15:00:00,146.0,Decanoato de Etilo,22.9707994059474,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,22.9707994059474
26157,26157-P-12,Lab-26-2041,2026-04-12 15:00:00,146.0,Etil Acetato,15763.7489947126,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,15763.7489947126
26157,26157-P-12,Lab-26-2041,2026-04-12 15:00:00,146.0,Feniletil Acetato,129.186661978201,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,129.186661978201
26157,26157-P-12,Lab-26-2041,2026-04-12 15:00:00,146.0,Hexil Acetato,237.804354426785,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,237.804354426785
26157,26157-P-12,Lab-26-2041,2026-04-12 15:00:00,146.0,Isoamil Acetato,1763.78804595075,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,1763.78804595075
26157,26157-P-12,Lab-26-2041,2026-04-12 15:00:00,146.0,Octanoato de Etilo,110.036436506428,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,110.036436506428
26157,26157-P-13,Lab-26-2043,2026-04-13 08:00:00,163.0,Decanoato de Etilo,16.9338592215234,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,16.9338592215234
26157,26157-P-13,Lab-26-2043,2026-04-13 08:00:00,163.0,Etil Acetato,15886.1030435996,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,15886.1030435996
26157,26157-P-13,Lab-26-2043,2026-04-13 08:00:00,163.0,Feniletil Acetato,127.679230900191,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,127.679230900191
26157,26157-P-13,Lab-26-2043,2026-04-13 08:00:00,163.0,Hexil Acetato,213.447159758645,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,213.447159758645
26157,26157-P-13,Lab-26-2043,2026-04-13 08:00:00,163.0,Isoamil Acetato,1705.03030563037,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,1705.03030563037
26157,26157-P-13,Lab-26-2043,2026-04-13 08:00:00,163.0,Octanoato de Etilo,93.0829282829916,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,93.0829282829916
26158,26158-P-01,Lab-26-2044,2026-04-06 13:00:00,0.0,Decanoato de Etilo,1.2483305418578057,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,1.2483305418578055
26158,26158-P-01,Lab-26-2044,2026-04-06 13:00:00,0.0,Etil Acetato,1185.36257694912,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,1185.36257694912
26158,26158-P-01,Lab-26-2044,2026-04-06 13:00:00,0.0,Feniletil Acetato,,ug/L_wine,instantaneous liquid concentration,left_censored,0.0,5.0,NQ,5.0,NQ
26158,26158-P-01,Lab-26-2044,2026-04-06 13:00:00,0.0,Hexil Acetato,0.9743841642467124,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,0.9743841642467125
26158,26158-P-01,Lab-26-2044,2026-04-06 13:00:00,0.0,Isoamil Acetato,,ug/L_wine,instantaneous liquid concentration,left_censored,0.0,5.0,NQ,5.0,NQ
26158,26158-P-01,Lab-26-2044,2026-04-06 13:00:00,0.0,Octanoato de Etilo,3.29102804892883,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,3.29102804892883
26158,26158-P-05,Lab-26-2046,2026-04-08 15:00:00,50.0,Decanoato de Etilo,15.6480970427124,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,15.6480970427124
26158,26158-P-05,Lab-26-2046,2026-04-08 15:00:00,50.0,Etil Acetato,6519.30322970597,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,6519.30322970597
26158,26158-P-05,Lab-26-2046,2026-04-08 15:00:00,50.0,Feniletil Acetato,42.516247210368,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,42.516247210368
26158,26158-P-05,Lab-26-2046,2026-04-08 15:00:00,50.0,Hexil Acetato,202.960877654901,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,202.960877654901
26158,26158-P-05,Lab-26-2046,2026-04-08 15:00:00,50.0,Isoamil Acetato,499.735530099825,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,499.735530099825
26158,26158-P-05,Lab-26-2046,2026-04-08 15:00:00,50.0,Octanoato de Etilo,49.7291679584244,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,49.7291679584244
26158,26158-P-08,Lab-26-2048,2026-04-10 08:00:00,91.0,Decanoato de Etilo,12.0308519796078,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,12.0308519796078
26158,26158-P-08,Lab-26-2048,2026-04-10 08:00:00,91.0,Etil Acetato,12408.3802149936,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,12408.3802149936
26158,26158-P-08,Lab-26-2048,2026-04-10 08:00:00,91.0,Feniletil Acetato,97.9197630264898,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,97.9197630264898
26158,26158-P-08,Lab-26-2048,2026-04-10 08:00:00,91.0,Hexil Acetato,279.940921366558,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,279.940921366558
26158,26158-P-08,Lab-26-2048,2026-04-10 08:00:00,91.0,Isoamil Acetato,1480.85790062567,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,1480.85790062567
26158,26158-P-08,Lab-26-2048,2026-04-10 08:00:00,91.0,Octanoato de Etilo,75.9234070499214,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,75.9234070499214
26158,26158-P-10,Lab-26-2050,2026-04-11 08:00:00,115.0,Decanoato de Etilo,12.1558977092019,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,12.1558977092019
26158,26158-P-10,Lab-26-2050,2026-04-11 08:00:00,115.0,Etil Acetato,14638.0496796741,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,14638.0496796741
26158,26158-P-10,Lab-26-2050,2026-04-11 08:00:00,115.0,Feniletil Acetato,111.111172131249,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,111.111172131249
26158,26158-P-10,Lab-26-2050,2026-04-11 08:00:00,115.0,Hexil Acetato,256.975634580983,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,256.975634580983
26158,26158-P-10,Lab-26-2050,2026-04-11 08:00:00,115.0,Isoamil Acetato,1682.34638418107,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,1682.34638418107
26158,26158-P-10,Lab-26-2050,2026-04-11 08:00:00,115.0,Octanoato de Etilo,79.1838547717578,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,79.1838547717578
26158,26158-P-12,Lab-26-2052,2026-04-12 15:00:00,146.0,Decanoato de Etilo,16.28838644651595,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,16.28838644651595
26158,26158-P-12,Lab-26-2052,2026-04-12 15:00:00,146.0,Etil Acetato,14246.92944733475,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,14246.92944733475
26158,26158-P-12,Lab-26-2052,2026-04-12 15:00:00,146.0,Feniletil Acetato,106.43914389581346,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,106.43914389581346
26158,26158-P-12,Lab-26-2052,2026-04-12 15:00:00,146.0,Hexil Acetato,227.1883779749445,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,227.1883779749445
26158,26158-P-12,Lab-26-2052,2026-04-12 15:00:00,146.0,Isoamil Acetato,1544.59554433912,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,1544.59554433912
26158,26158-P-12,Lab-26-2052,2026-04-12 15:00:00,146.0,Octanoato de Etilo,91.21193516995416,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,91.21193516995416
26158,26158-P-13,Lab-26-2054,2026-04-13 08:00:00,163.0,Decanoato de Etilo,8.52829164280373,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,8.52829164280373
26158,26158-P-13,Lab-26-2054,2026-04-13 08:00:00,163.0,Etil Acetato,12116.4378739372,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,12116.4378739372
26158,26158-P-13,Lab-26-2054,2026-04-13 08:00:00,163.0,Feniletil Acetato,89.4416949201251,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,89.4416949201251
26158,26158-P-13,Lab-26-2054,2026-04-13 08:00:00,163.0,Hexil Acetato,175.766009232117,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,175.766009232117
26158,26158-P-13,Lab-26-2054,2026-04-13 08:00:00,163.0,Isoamil Acetato,1345.70106005835,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,1345.70106005835
26158,26158-P-13,Lab-26-2054,2026-04-13 08:00:00,163.0,Octanoato de Etilo,64.3678361856269,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,64.3678361856269
26159,26159-P-01,Lab-26-2055,2026-04-06 13:00:00,0.0,Decanoato de Etilo,1.11709277430393,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,1.11709277430393
26159,26159-P-01,Lab-26-2055,2026-04-06 13:00:00,0.0,Etil Acetato,1452.752776771,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,1452.752776771
26159,26159-P-01,Lab-26-2055,2026-04-06 13:00:00,0.0,Feniletil Acetato,,ug/L_wine,instantaneous liquid concentration,left_censored,0.0,5.0,NQ,5.0,NQ
26159,26159-P-01,Lab-26-2055,2026-04-06 13:00:00,0.0,Hexil Acetato,1.44333514836591,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,1.44333514836591
26159,26159-P-01,Lab-26-2055,2026-04-06 13:00:00,0.0,Isoamil Acetato,,ug/L_wine,instantaneous liquid concentration,left_censored,0.0,5.0,NQ,5.0,NQ
26159,26159-P-01,Lab-26-2055,2026-04-06 13:00:00,0.0,Octanoato de Etilo,3.67038346931453,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,3.67038346931453
26159,26159-P-05,Lab-26-2057,2026-04-08 15:00:00,50.0,Decanoato de Etilo,1.44305663738346,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,1.44305663738346
26159,26159-P-05,Lab-26-2057,2026-04-08 15:00:00,50.0,Etil Acetato,3022.12131077924,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,3022.12131077924
26159,26159-P-05,Lab-26-2057,2026-04-08 15:00:00,50.0,Feniletil Acetato,3.6268012388375,ug/L_wine,instantaneous liquid concentration,left_censored,0.0,5.0,below_loq,5.0,3.6268012388375
26159,26159-P-05,Lab-26-2057,2026-04-08 15:00:00,50.0,Hexil Acetato,71.9457039033856,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,71.9457039033856
26159,26159-P-05,Lab-26-2057,2026-04-08 15:00:00,50.0,Isoamil Acetato,121.104676919261,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,121.104676919261
26159,26159-P-05,Lab-26-2057,2026-04-08 15:00:00,50.0,Octanoato de Etilo,13.2449894050151,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,13.2449894050151
26159,26159-P-09,Lab-26-2059,2026-04-11 08:00:00,115.0,Decanoato de Etilo,10.0307434424595,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,10.0307434424595
26159,26159-P-09,Lab-26-2059,2026-04-11 08:00:00,115.0,Etil Acetato,10265.9411306078,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,10265.9411306078
26159,26159-P-09,Lab-26-2059,2026-04-11 08:00:00,115.0,Feniletil Acetato,81.5774261535472,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,81.5774261535472
26159,26159-P-09,Lab-26-2059,2026-04-11 08:00:00,115.0,Hexil Acetato,181.441279648338,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,181.441279648338
26159,26159-P-09,Lab-26-2059,2026-04-11 08:00:00,115.0,Isoamil Acetato,997.467214645297,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,997.467214645297
26159,26159-P-09,Lab-26-2059,2026-04-11 08:00:00,115.0,Octanoato de Etilo,60.5589468677226,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,60.5589468677226
26159,26159-P-11,Lab-26-2061,2026-04-12 08:00:00,139.0,Decanoato de Etilo,11.2754217931928,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,11.2754217931928
26159,26159-P-11,Lab-26-2061,2026-04-12 08:00:00,139.0,Etil Acetato,11552.9330030973,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,11552.9330030973
26159,26159-P-11,Lab-26-2061,2026-04-12 08:00:00,139.0,Feniletil Acetato,83.2207449384892,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,83.2207449384892
26159,26159-P-11,Lab-26-2061,2026-04-12 08:00:00,139.0,Hexil Acetato,187.85122941154,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,187.85122941154
26159,26159-P-11,Lab-26-2061,2026-04-12 08:00:00,139.0,Isoamil Acetato,1145.18146160337,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,1145.18146160337
26159,26159-P-11,Lab-26-2061,2026-04-12 08:00:00,139.0,Octanoato de Etilo,67.2430559968067,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,67.2430559968067
26159,26159-P-12,Lab-26-2063,2026-04-12 15:00:00,146.0,Decanoato de Etilo,15.8204993265372,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,15.8204993265372
26159,26159-P-12,Lab-26-2063,2026-04-12 15:00:00,146.0,Etil Acetato,12029.7015225945,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,12029.7015225945
26159,26159-P-12,Lab-26-2063,2026-04-12 15:00:00,146.0,Feniletil Acetato,85.9653127794023,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,85.9653127794023
26159,26159-P-12,Lab-26-2063,2026-04-12 15:00:00,146.0,Hexil Acetato,202.738290021068,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,202.738290021068
26159,26159-P-12,Lab-26-2063,2026-04-12 15:00:00,146.0,Isoamil Acetato,1214.23807005452,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,1214.23807005452
26159,26159-P-12,Lab-26-2063,2026-04-12 15:00:00,146.0,Octanoato de Etilo,82.6697466412229,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,82.6697466412229
26159,26159-P-15,Lab-26-2065,2026-04-15 08:00:00,211.0,Decanoato de Etilo,13.0357075497305,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,13.0357075497305
26159,26159-P-15,Lab-26-2065,2026-04-15 08:00:00,211.0,Etil Acetato,12083.5436704646,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,12083.5436704646
26159,26159-P-15,Lab-26-2065,2026-04-15 08:00:00,211.0,Feniletil Acetato,90.2237817269383,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,90.2237817269383
26159,26159-P-15,Lab-26-2065,2026-04-15 08:00:00,211.0,Hexil Acetato,163.303295175835,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,163.303295175835
26159,26159-P-15,Lab-26-2065,2026-04-15 08:00:00,211.0,Isoamil Acetato,1159.95513391424,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,1159.95513391424
26159,26159-P-15,Lab-26-2065,2026-04-15 08:00:00,211.0,Octanoato de Etilo,84.6982863113911,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,84.6982863113911
26210,26210-P-01,Lab-26-2066,2026-04-17 16:00:00,0.0,Decanoato de Etilo,0.791051342540215,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,0.791051342540215
26210,26210-P-01,Lab-26-2066,2026-04-17 16:00:00,0.0,Etil Acetato,1197.1995205113,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,1197.1995205113
26210,26210-P-01,Lab-26-2066,2026-04-17 16:00:00,0.0,Feniletil Acetato,,ug/L_wine,instantaneous liquid concentration,left_censored,0.0,5.0,NQ,5.0,NQ
26210,26210-P-01,Lab-26-2066,2026-04-17 16:00:00,0.0,Hexil Acetato,1.14667667754608,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,1.14667667754608
26210,26210-P-01,Lab-26-2066,2026-04-17 16:00:00,0.0,Isoamil Acetato,,ug/L_wine,instantaneous liquid concentration,left_censored,0.0,5.0,NQ,5.0,NQ
26210,26210-P-01,Lab-26-2066,2026-04-17 16:00:00,0.0,Octanoato de Etilo,4.08289004611532,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,4.08289004611532
26210,26210-P-05,Lab-26-2068,2026-04-19 16:00:00,48.0,Decanoato de Etilo,17.047311155541998,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,17.047311155541998
26210,26210-P-05,Lab-26-2068,2026-04-19 16:00:00,48.0,Etil Acetato,6858.48756275082,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,6858.48756275082
26210,26210-P-05,Lab-26-2068,2026-04-19 16:00:00,48.0,Feniletil Acetato,46.415320461434746,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,46.415320461434746
26210,26210-P-05,Lab-26-2068,2026-04-19 16:00:00,48.0,Hexil Acetato,128.39563964894052,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,128.39563964894052
26210,26210-P-05,Lab-26-2068,2026-04-19 16:00:00,48.0,Isoamil Acetato,531.2372339948845,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,531.2372339948845
26210,26210-P-05,Lab-26-2068,2026-04-19 16:00:00,48.0,Octanoato de Etilo,65.14731614231954,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,65.14731614231954
26210,26210-P-08,Lab-26-2070,2026-04-21 08:00:00,88.0,Decanoato de Etilo,14.2178935473915,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,14.2178935473915
26210,26210-P-08,Lab-26-2070,2026-04-21 08:00:00,88.0,Etil Acetato,9414.920848812,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,9414.920848812
26210,26210-P-08,Lab-26-2070,2026-04-21 08:00:00,88.0,Feniletil Acetato,51.2150985775468,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,51.2150985775468
26210,26210-P-08,Lab-26-2070,2026-04-21 08:00:00,88.0,Hexil Acetato,164.974932438879,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,164.974932438879
26210,26210-P-08,Lab-26-2070,2026-04-21 08:00:00,88.0,Isoamil Acetato,880.484465501079,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,880.484465501079
26210,26210-P-08,Lab-26-2070,2026-04-21 08:00:00,88.0,Octanoato de Etilo,67.3989392409632,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,67.3989392409632
26210,26210-P-10,Lab-26-2072,2026-04-22 08:00:00,112.0,Decanoato de Etilo,12.4063624569635,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,12.4063624569635
26210,26210-P-10,Lab-26-2072,2026-04-22 08:00:00,112.0,Etil Acetato,9005.87846240339,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,9005.87846240339
26210,26210-P-10,Lab-26-2072,2026-04-22 08:00:00,112.0,Feniletil Acetato,68.7185584177481,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,68.7185584177481
26210,26210-P-10,Lab-26-2072,2026-04-22 08:00:00,112.0,Hexil Acetato,144.174193597204,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,144.174193597204
26210,26210-P-10,Lab-26-2072,2026-04-22 08:00:00,112.0,Isoamil Acetato,874.53283000302,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,874.53283000302
26210,26210-P-10,Lab-26-2072,2026-04-22 08:00:00,112.0,Octanoato de Etilo,61.1306531744098,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,61.1306531744098
26210,26210-P-12,Lab-26-2074,2026-04-23 16:00:00,144.0,Decanoato de Etilo,15.6559297887723,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,15.6559297887723
26210,26210-P-12,Lab-26-2074,2026-04-23 16:00:00,144.0,Etil Acetato,10051.8761648533,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,10051.8761648533
26210,26210-P-12,Lab-26-2074,2026-04-23 16:00:00,144.0,Feniletil Acetato,83.3105836945066,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,83.3105836945066
26210,26210-P-12,Lab-26-2074,2026-04-23 16:00:00,144.0,Hexil Acetato,120.103337325442,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,120.103337325442
26210,26210-P-12,Lab-26-2074,2026-04-23 16:00:00,144.0,Isoamil Acetato,855.280434442299,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,855.280434442299
26210,26210-P-12,Lab-26-2074,2026-04-23 16:00:00,144.0,Octanoato de Etilo,72.8728334946287,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,72.8728334946287
26210,26210-P-13,Lab-26-2076,2026-04-24 08:00:00,160.0,Decanoato de Etilo,17.318711997995152,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,17.318711997995152
26210,26210-P-13,Lab-26-2076,2026-04-24 08:00:00,160.0,Etil Acetato,11336.3165712386,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,11336.3165712386
26210,26210-P-13,Lab-26-2076,2026-04-24 08:00:00,160.0,Feniletil Acetato,83.2535893660698,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,83.2535893660698
26210,26210-P-13,Lab-26-2076,2026-04-24 08:00:00,160.0,Hexil Acetato,145.470287415261,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,145.470287415261
26210,26210-P-13,Lab-26-2076,2026-04-24 08:00:00,160.0,Isoamil Acetato,1002.6188022278254,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,5.0,1002.6188022278254
26210,26210-P-13,Lab-26-2076,2026-04-24 08:00:00,160.0,Octanoato de Etilo,90.02865364968075,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.5,90.02865364968075
26210,26210-P-14,Lab-26-2078,2026-04-25 11:00:00,187.0,Decanoato de Etilo,13.516868105276,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,0.0125,13.516868105276
26210,26210-P-14,Lab-26-2078,2026-04-25 11:00:00,187.0,Etil Acetato,9978.24529790257,ug/L_wine,instantaneous liquid concentration,observed,,,quantified,187.5,9978.24529790257
