policy,candidate,family,medium,horizon_h,n_full_samples,n_small_samples,sample_volume_ml,hybrid_score,dopt_score,new_logdet,new_min_eigenvalue,new_max_eigenvalue,new_min_relative_eigenvalue,new_condition_number,new_trace_inv,new_rank_1e-8,combined_logdet,combined_min_eigenvalue,combined_max_eigenvalue,combined_min_relative_eigenvalue,combined_condition_number,combined_trace_inv,combined_rank_1e-8,var_ratio_mu0,var_reduction_mu0,var_ratio_qN,var_reduction_qN,var_ratio_betaG0,var_reduction_betaG0,var_ratio_betaF0,var_reduction_betaF0,var_ratio_qEG,var_reduction_qEG,var_ratio_qEF,var_reduction_qEF,var_ratio_iG,var_reduction_iG,var_ratio_iE,var_reduction_iE,var_ratio_Kd0,var_reduction_Kd0,var_ratio_gammaG0,var_reduction_gammaG0,var_ratio_gammaF0,var_reduction_gammaF0,var_ratio_kPyrS_N,var_reduction_kPyrS_N,var_ratio_kPyrO2,var_reduction_kPyrO2,var_ratio_kPyrDrain,var_reduction_kPyrDrain,var_ratio_kAldS_N,var_reduction_kAldS_N,var_ratio_kAcAld,var_reduction_kAcAld,var_ratio_kAcStress,var_reduction_kAcStress,var_ratio_k_EA_growth,var_reduction_k_EA_growth,var_ratio_k_EA_stationary,var_reduction_k_EA_stationary,var_ratio_k_IAA_growth,var_reduction_k_IAA_growth,var_ratio_k_IAA_stationary,var_reduction_k_IAA_stationary,var_ratio_k_EO_growth,var_reduction_k_EO_growth,var_ratio_k_EO_stationary,var_reduction_k_EO_stationary,var_ratio_alpha_EA_loss,var_reduction_alpha_EA_loss,var_ratio_alpha_IAA_loss,var_reduction_alpha_IAA_loss,var_ratio_alpha_EO_loss,var_reduction_alpha_EO_loss,new_param_mean_var_reduction,new_param_worst_var_reduction
full14_small6,natural_control_18C,natural_baseline,natural,216.0,14,6,748.0,102.64324308478587,130.42211651939607,70.63768075630405,-2.9878801037534075e-13,13177.505011844667,-2.2674095749291965e-17,1000000000000.0,859317.6759549706,25,130.42211651939607,0.16405471514771053,164721.87744231668,9.959497651133816e-07,1004066.7060011378,16.35785158803816,26,0.9555161342278022,0.04448386577219776,0.9315732634089006,0.06842673659109944,0.890828623962076,0.10917137603792404,0.8898775074264283,0.11012249257357165,0.82743294841464,0.17256705158536,0.8595217236203156,0.14047827637968435,0.947506074364669,0.05249392563533095,0.8495696666009915,0.15043033339900846,0.9779031666847651,0.02209683331523493,0.9157905515971138,0.08420944840288624,0.9471941592251145,0.05280584077488548,2.2035148261935516e-06,0.9999977964851738,5.975683502059347e-05,0.9999402431649794,5.030059410863125e-06,0.9999949699405891,4.7642925933519926e-08,0.9999999523570741,3.642930184806741e-05,0.9999635706981519,1.3400776221764893e-07,0.9999998659922378,0.07819313290532902,0.921806867094671,0.0037752061386391164,0.9962247938613609,0.13276039529489142,0.8672396047051085,0.003341633254654483,0.9966583667453455,0.12016407258013209,0.8798359274198679,0.0035237800081498972,0.9964762199918501,0.7401115905193183,0.2598884094806817,0.6607789792411667,0.3392210207588333,0.5257364743275207,0.4742635256724793,0.793779833856417,0.2598884094806817
full14_small6,natural_cold_hot_switch,natural_temperature,natural,216.0,14,6,748.0,101.42307376889029,130.98372764793103,73.16745237592198,9.616372629266775e-14,12929.562682831482,7.437508031138497e-18,1000000000000.0,864928.5616009178,25,130.98372764793103,0.06779385500940326,164116.94675721787,4.130825996275225e-07,2420823.343567854,25.237903848642347,26,0.8626741853470812,0.13732581465291882,0.8236116040715753,0.1763883959284247,0.8935233444644013,0.10647665553559871,0.9089329361435683,0.09106706385643171,0.864231054059009,0.13576894594099098,0.9043178041228245,0.09568219587717552,0.9589710301545743,0.0410289698454257,0.8909923160336208,0.10900768396637917,0.9783512814513365,0.02164871854866346,0.919763002922408,0.08023699707759202,0.9434125368284215,0.05658746317157848,5.36985956200765e-06,0.999994630140438,0.0001668084694799801,0.99983319153052,5.420085215798711e-06,0.9999945799147842,3.697825651266776e-08,0.9999999630217434,3.4944933893180734e-05,0.9999650550661068,1.3073719112647988e-07,0.9999998692628089,0.04815406845450032,0.9518459315454997,0.004611301323674011,0.995388698676326,0.08352021920875664,0.9164797807912434,0.004109596912918727,0.9958904030870813,0.07508898003951306,0.924911019960487,0.004327243351054575,0.9956727566489454,0.7467224778425741,0.25327752215742594,0.6690361286107337,0.3309638713892663,0.5272270022873066,0.47277299771269343,0.803378900572535,0.25327752215742594
full14_small6,natural_glucose_pulse_after_growth,natural_sugar_pulse,natural,216.0,14,6,748.0,105.84545996004564,134.23347218969982,89.82399188620386,0.00010384042989563388,17907.155244103407,5.798823346317232e-09,172448778.01547256,9511.460361134501,25,134.23347218969982,0.12451544061115531,169082.635047901,7.364176727898768e-07,1357925.043014729,18.201591477176702,26,0.9498954158084723,0.050104584191527746,0.9230157957700077,0.0769842042299923,0.8513325275366964,0.14866747246330358,0.9245814772179022,0.07541852278209782,0.8449822961408376,0.15501770385916236,0.9193590469240411,0.08064095307595887,0.9757568118945628,0.02424318810543724,0.8750461267917126,0.12495387320828744,0.9578632378425493,0.04213676215745066,0.9180320735904816,0.08196792640951844,0.9651563268937348,0.03484367310626524,2.951169541620293e-06,0.9999970488304584,8.915465174635869e-05,0.9999108453482537,4.863896731439793e-06,0.9999951361032685,4.219950531550187e-08,0.9999999578004947,3.373279464698184e-05,0.999966267205353,1.0993907036749921e-07,0.9999998900609296,0.05578461601398153,0.9442153839860185,0.003015012956469421,0.9969849870435306,0.09660763776034068,0.9033923622396594,0.0025982613096467533,0.9974017386903532,0.08679121137348696,0.913208788626513,0.0025591663823587244,0.9974408336176412,0.4969798241581666,0.5030201758418333,0.41761763024444537,0.5823823697555546,0.31138842600996597,0.688611573990034,0.8660567610052201,0.5030201758418333
full14_small6,synthetic_natural_like_control,synthetic_baseline,synthetic,216.0,14,6,748.0,108.03346922473186,135.78457885086235,77.57210244334138,9.169839174883513e-14,13246.507601830668,6.922457941756845e-18,1000000000000.0,845742.1327309986,25,135.78457885086235,0.1641365063887593,164771.83918153774,9.96144166406503e-07,1003870.7585945181,9.461573911759231,26,0.94389622925143,0.05610377074856998,0.921126566847871,0.07887343315212902,0.8898568006787501,0.11014319932124994,0.8875032272536598,0.11249677274634018,0.8257916934389723,0.1742083065610277,0.8549566077987591,0.14504339220124085,0.9423754767385635,0.05762452326143652,0.8493414505066328,0.1506585494933672,0.9772863812331251,0.022713618766874943,0.9149753028064422,0.08502469719355776,0.9467515739416927,0.05324842605830726,6.64143824284042e-07,0.9999993358561757,9.748794002013867e-06,0.9999902512059979,7.782922425284675e-06,0.9999922170775747,2.4642585529374768e-08,0.9999999753574145,2.3619111481086608e-06,0.9999976380888519,1.1204505086608217e-07,0.9999998879549491,0.0797777669874305,0.9202222330125696,0.0037529225843040033,0.996247077415696,0.13526117166135823,0.8647388283386418,0.0033214048173609008,0.9966785951826391,0.12245896614875759,0.8775410338512424,0.003504946490310148,0.9964950535096898,0.7402651084034884,0.25973489159651164,0.6609648259889034,0.3390351740110966,0.5258640477147134,0.4741359522852866,0.7931660332042886,0.25973489159651164
full14_small6,synthetic_high_sugar_reference,synthetic_baseline,synthetic,216.0,14,6,748.0,114.46921843363161,142.22713248825875,107.23570178780983,0.0005975565604367979,25404.661094386764,2.3521532454878127e-08,42514236.77085334,1671.1140124109613,26,142.22713248825875,0.17436875412319164,176488.04225169838,9.879918882805425e-07,1012154.0590179905,7.8039273513194996,26,0.9357372544499485,0.06426274555005151,0.9132447121767413,0.0867552878232587,0.7887797647150073,0.21122023528499267,0.8829096867259095,0.11709031327409047,0.860336524735201,0.13966347526479905,0.9087520497224402,0.09124795027755983,0.8603443721228797,0.13965562787712027,0.9017933609351716,0.0982066390648284,0.954279384284955,0.04572061571504504,0.8497079181006671,0.15029208189933285,0.8911977088651604,0.10880229113483963,5.160744123429955e-07,0.9999994839255877,6.828486566274787e-06,0.9999931715134337,4.161201798074214e-06,0.999995838798202,2.1847659681467624e-08,0.9999999781523403,1.9037059255545068e-06,0.9999980962940744,8.49158018654222e-08,0.9999999150841982,0.05121849792709696,0.948781502072903,0.002280370646512547,0.9977196293534875,0.0879229626536738,0.9120770373463262,0.0018903022582287372,0.9981096977417713,0.0778025886077695,0.9221974113922305,0.0018007088851151399,0.9981992911148848,0.38173912323677345,0.6182608767632265,0.3498001580118537,0.6501998419881463,0.29551808703658455,0.7044819129634154,0.8863659283740604,0.6182608767632265
full14_small6,synthetic_glucose_rich_fructose_pulse,sugar_separation,synthetic,216.0,14,6,748.0,116.48471971815466,143.85917504882653,104.09796787912647,0.00030464646776712695,26532.07487031915,1.1482195390151273e-08,87091358.92755657,3266.192231640579,26,143.85917504882653,0.20865319331072835,175002.26107082254,1.1922885569249157e-06,838723.1381127606,6.710469958346602,26,0.9312281327089771,0.06877186729102291,0.9147077020952309,0.08529229790476911,0.6660041946216315,0.3339958053783685,0.6518266282545003,0.34817337174549967,0.8484970796526314,0.15150292034736856,0.784987056849909,0.215012943150091,0.7031388362614863,0.2968611637385137,0.8558494175170779,0.14415058248292212,0.9120094634556105,0.08799053654438949,0.7292613567089381,0.2707386432910619,0.74477558871955,0.25522441128045004,6.289593170170237e-07,0.999999371040683,7.117116038194799e-06,0.9999928828839618,3.705163077277359e-06,0.9999962948369228,2.457763927614797e-08,0.9999999754223607,2.0330024309898046e-06,0.999997966997569,8.688163415686271e-08,0.9999999131183659,0.04114375070426229,0.9588562492957378,0.0023858205168822157,0.9976141794831178,0.0715493978872795,0.9284506021127205,0.002000355896163418,0.9979996441038366,0.06346465723763921,0.9365353427623608,0.0019010410874315995,0.9980989589125684,0.34032927006000147,0.6596707299399985,0.2937346814505427,0.7062653185494573,0.22970110818868522,0.7702988918113147,0.9048897997351861,0.6596707299399985
full14_small6,synthetic_fructose_rich_glucose_pulse,sugar_separation,synthetic,216.0,14,6,748.0,118.07901148318298,144.53778923623116,105.8512023965088,0.018158648286708393,23223.583228608717,7.819055357632787e-07,1278926.870653016,58.49129937737862,26,144.53778923623116,0.3215456454847381,171926.8684849678,1.8702466247319104e-06,534688.8409133445,4.942864515317943,26,0.9319582592081539,0.0680417407918461,0.9209346146384475,0.0790653853615525,0.6875990636069028,0.3124009363930972,0.42182561362917265,0.5781743863708273,0.7521842077312169,0.24781579226878314,0.39698335760630094,0.6030166423936991,0.3863750627824018,0.6136249372175981,0.6936336719583891,0.3063663280416109,0.9610938722769825,0.03890612772301749,0.631296533845216,0.368703466154784,0.48329850431937493,0.5167014956806251,4.860759265403721e-07,0.9999995139240735,6.218017440411944e-06,0.9999937819825596,3.0464774881447427e-06,0.9999969535225118,2.118518397459005e-08,0.9999999788148161,1.7603089387604907e-06,0.9999982396910613,9.019067884451607e-08,0.9999999098093212,0.03567967865711927,0.9643203213428807,0.002604325495875714,0.9973956745041243,0.06236201132280219,0.9376379886771978,0.0022122376651504895,0.9977877623348496,0.05541699445234447,0.9445830055476555,0.00213859126438729,0.9978614087356127,0.42309348352224824,0.5769065164777518,0.36643846226958005,0.63356153773042,0.28395837935999085,0.7160416206400091,0.8878267259537168,0.5769065164777518
full14_small6,synthetic_low_yan_ladder,nitrogen_saturation,synthetic,216.0,14,6,748.0,91.57515163715652,121.56456536440194,75.07125607322361,0.004819557081982782,11146.973368206549,4.3236463592253177e-07,2312862.6092795744,250.49567762737192,26,121.56456536440194,0.054454612444149966,162453.34994614898,3.352015360852879e-07,2983279.8849273836,31.40349255775003,26,0.9554158320741591,0.044584167925840856,0.9761535642248408,0.023846435775159214,0.8203191827810978,0.17968081721890217,0.9128617057353934,0.08713829426460662,0.7794615989254291,0.2205384010745709,0.8835179939168125,0.11648200608318748,0.9030674577501062,0.09693254224989378,0.8590984054502131,0.1409015945497869,0.981383376141062,0.01861662385893803,0.8688437897014595,0.13115621029854052,0.9387626067784126,0.06123739322158739,4.874229931457214e-05,0.9999512577006854,6.300675524829026e-05,0.9999369932447517,0.00011061446153169473,0.9998893855384683,2.0840879646248917e-07,0.9999997915912036,3.744404763086672e-05,0.9999625559523692,2.7337244756233914e-07,0.9999997266275524,0.5824050366217448,0.4175949633782552,0.003072864119522014,0.996927135880478,0.7150154925010687,0.28498450749893134,0.002117915485349307,0.9978820845146507,0.6870737614705651,0.3129262385294349,0.0021706030071156064,0.9978293969928844,0.4232529663038279,0.5767470336961721,0.32804782343890565,0.6719521765610943,0.2418210206471055,0.7581789793528945,0.7286349817258834,0.28498450749893134
full14_small6,synthetic_low_sugar_saturation_scan,sugar_saturation,synthetic,168.0,12,4,632.0,83.91517843857802,118.22739006897437,37.890660913108675,3.7974941806766806e-14,3804.0206854692215,9.982843140634142e-18,1000000000000.0,3049133.355062588,25,118.22739006897437,0.006235420894200574,154851.28034686606,4.026715749610377e-08,24834134.37108789,169.87223222244288,26,0.9740797436795565,0.02592025632044348,0.9582242116028045,0.041775788397195535,0.94843127410464,0.05156872589535999,0.9337455640310699,0.0662544359689301,0.9324753889662502,0.06752461103374985,0.9196163212297409,0.08038367877025909,0.9513147315392944,0.048685268460705644,0.9354930777878527,0.06450692221214727,0.9914103638103198,0.008589636189680228,0.9626528162236125,0.03734718377638746,0.9597740833354809,0.040225916664519135,3.430759619827554e-05,0.9999656924038017,0.0007196987669959754,0.999280301233004,0.0011693244502672703,0.9988306755497327,5.8400831540540465e-08,0.9999999415991685,1.0143939339102823e-05,0.9999898560606609,6.51311022708189e-07,0.9999993486889773,0.16819240550572898,0.831807594494271,0.011444646648369552,0.9885553533516305,0.2668862238982876,0.7331137761017124,0.009491231651065326,0.9905087683489346,0.2457629545735937,0.7542370454264062,0.010545640804381714,0.9894543591956183,0.9507596363223905,0.04924036367760953,0.9140457853901107,0.08595421460988928,0.8164715368158879,0.1835284631841121,0.6914899221036203,0.04924036367760953
full14_small6,synthetic_ethanol_inhibition_challenge,ethanol_inhibition,synthetic,216.0,14,6,748.0,104.89487017529102,132.70227027645785,92.97266413713132,0.004966714762738651,14019.558561579452,3.542704102217537e-07,2822702.5773167317,209.1295186030714,26,132.70227027645785,0.16076906008219588,165371.07631994912,9.721715771574858e-07,1028625.011774034,11.008425004736972,26,0.9465677716247771,0.05343222837522288,0.9204884168941115,0.07951158310588846,0.9524562037612231,0.047543796238776914,0.8963680204101633,0.10363197958983672,0.9403275097578729,0.05967249024212706,0.891459429658717,0.10854057034128295,0.9215499270832611,0.07845007291673889,0.8720206108040348,0.1279793891959652,0.9501784700162229,0.04982152998377709,0.9502112615283217,0.04978873847167831,0.966589764527431,0.03341023547256905,2.158795437824919e-06,0.9999978412045621,1.359159741208154e-05,0.9999864084025879,1.5967649570554363e-05,0.9999840323504294,5.4501919285755344e-08,0.9999999454980807,5.357968753408899e-06,0.9999946420312466,6.824608463506261e-08,0.9999999317539153,0.1242937680514196,0.8757062319485804,0.0029049778067906863,0.9970950221932093,0.20256850859554923,0.7974314914044508,0.0024024523193947544,0.9975975476806053,0.18246819236156867,0.8175318076384314,0.002378460842642995,0.997621539157357,0.5769460490909848,0.4230539509090152,0.5182058973672875,0.4817941026327125,0.4422758903761191,0.557724109623881,0.8132318524521277,0.4230539509090152
