experiment_id,step_events,points,success,tau_h,rmse_c
26134,2,308,True,0.3390769978649166,0.9851097887437072
26135,3,336,True,0.3177272541838157,0.8946199169856546
26136,3,174,True,0.25038706632644936,0.6670134541450007
26157,3,295,True,0.45812979693594796,0.9032656411286033
26158,3,298,True,0.4344760109578126,0.8912394007877706
26159,2,124,True,0.21148207178811254,0.5176355604540641
26210,2,282,True,0.230758146706305,1.0294061985071536
26211,2,278,True,0.33440804404660923,0.9077744893326539
26212,2,68,True,0.28259073573647164,0.4132035267116012
