parameter,theta,std_log_approx,approx_95_multiplier,active_bound,classification
kPyrS_N,0.8508617891421286,0.037979488662889194,1.0772804868923502,False,well_estimated
kPyrO2,0.27318895919275077,0.10064314917013505,1.2180613925056278,False,well_estimated
kPyrDrain,0.003591029418196615,0.06040188833117319,1.1256804543597017,False,well_estimated
kAldS_N,2.3598879771422006,0.013136643197364422,1.0260821591294889,False,well_estimated
kAldRed,1.0183026779403726e-05,5.071655149188335,20752.958470953366,False,weak_or_confounded
kAcAld,0.0013923120060084222,0.04939382173038985,1.1016531228114745,False,well_estimated
kAcStress,0.002615874357377409,0.031652682921062165,1.0640041151405601,False,well_estimated
