fit,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0,gammaG0,gammaF0
natural_reduced11,0.10091044707352112,18.0,0.028968156921963032,0.1124999999999999,0.1124999999999999,0.5025111760140567,0.03,0.48784072273906093,0.03,1.1770718556703381,1.0443141200135626,0.006861103508003885,0.007892190330954351,0.003745103333006406,0.01,0.07511740895911434,0.00505987053336294
synthetic_reduced11,0.050014016031496175,18.0,0.008637482676858106,0.1124999999999999,0.1124999999999999,0.5544556467977121,0.03,0.30471482855464394,0.03,1.1246568052304768,0.7350908181954096,0.003092913831806046,0.014144322057737798,0.0009086163011163221,0.01,0.0711298228056842,0.00022218464698715515
mixed_reduced11,0.07374602400112377,18.0,0.01737367349769057,0.1124999999999999,0.1124999999999999,0.4060097401014331,0.03,0.28809931154463186,0.03,0.941025163632023,0.6369928419419247,0.003056055239466596,0.005898145041162837,0.0008888928209949302,0.01,0.06070842115810748,0.000158468195451557
mixed_full17_l2,0.06144300331440782,22.822304600584857,0.014077619464971249,0.0830335046613047,0.1470884666435773,0.4295772752903894,0.03823729806573574,0.28634627765036813,0.05090121294521556,0.9986807546116893,0.6005563072780574,0.0033029878376235103,0.005363049138740442,0.0007725255153240667,0.004519236800799961,0.05845956021572135,0.003123677546477933
