,mu0,qN,betaG0,betaF0,qEG,qEF,iG,qXG,qXF
mu0,4004.836489427355,-1936.0839946898275,1574.9163365578083,1185.2825107504063,-551.704543403413,-189.55115649831504,-349.2941478413745,-48.736458698635275,-19.628826410318485
qN,-1936.0839946898275,2302.975649828032,98.92321718645933,195.62928548260737,-754.5504563773957,-880.0243081649909,237.1459788750935,-46.22700935400643,-48.32281064963141
betaG0,1574.9163365578083,98.92321718645933,10858.46437163095,9247.93145002571,-10128.251950183081,-8562.633303363695,-213.4959146729372,-725.7884456996867,-534.6903020543183
betaF0,1185.2825107504063,195.62928548260737,9247.93145002571,7908.828494808294,-8659.118941138953,-7393.08454514735,-157.13623923544316,-619.165728007172,-461.64078250713044
qEG,-551.704543403413,-754.5504563773957,-10128.251950183081,-8659.118941138953,9767.280996742296,8275.365365034344,106.24750968061568,697.5167950415203,512.959679112138
qEF,-189.55115649831504,-880.0243081649909,-8562.633303363695,-7393.08454514735,8275.365365034344,7233.777955380802,34.09052073414058,588.2354844503018,450.99784360265846
iG,-349.2941478413745,237.1459788750935,-213.4959146729372,-157.13623923544316,106.24750968061568,34.09052073414058,43.324410222236054,8.803615463817822,2.1407468509984966
qXG,-48.736458698635275,-46.22700935400643,-725.7884456996867,-619.165728007172,697.5167950415203,588.2354844503018,8.803615463817822,50.111863977957725,36.588615222984565
qXF,-19.628826410318485,-48.32281064963141,-534.6903020543183,-461.64078250713044,512.959679112138,450.99784360265846,2.1407468509984966,36.588615222984565,28.634380290161417
