,mu0,qN,betaG0,betaF0,qEG,qEF,iG,qXG,qXF
mu0,3686.011720290758,-2197.147538795726,1590.69651407372,1237.1212680953354,-618.9529156337037,-244.0809341722493,-334.99829474129547,-52.29549398759802,-22.70096517746424
qN,-2197.147538795726,2378.2581622423318,-62.34408703120974,45.232296337811036,-643.2410420853922,-801.5080012182076,253.7878997885967,-37.90951689424857,-42.687640904718485
betaG0,1590.69651407372,-62.34408703120974,10832.937964788707,9255.657354018891,-10115.927990409991,-8533.693823611593,-217.64152061064146,-717.3676555385746,-527.7728716443888
betaF0,1237.1212680953354,45.232296337811036,9255.657354018891,7940.069175244019,-8663.387499705057,-7385.743856618029,-164.1762763308501,-613.1664253014146,-456.9854357168404
qEG,-618.9529156337037,-643.2410420853922,-10115.927990409991,-8663.387499705057,9752.469132585442,8244.570248489557,113.95685606382577,689.3712315778898,506.2312109119755
qEF,-244.0809341722493,-801.5080012182076,-8533.693823611593,-7385.743856618029,8244.570248489557,7203.7922086430235,40.16723504843084,580.141875445094,444.8344820707141
iG,-334.99829474129547,253.7878997885967,-217.64152061064146,-164.1762763308501,113.95685606382577,40.16723504843084,42.01683315910535,9.210978723395757,2.5899165113546676
qXG,-52.29549398759802,-37.90951689424857,-717.3676555385746,-613.1664253014146,689.3712315778898,580.141875445094,9.210978723395757,49.04419597054122,35.72711686036069
qXF,-22.70096517746424,-42.687640904718485,-527.7728716443888,-456.9854357168404,506.2312109119755,444.8344820707141,2.5899165113546676,35.72711686036069,27.95913109363654
