candidate,family,batch_template,parameters,temperature_c,pulse_times_h,pulse_amounts_kg_m3,total_pulse_kg_m3,status,error,new_logdet,new_min_eigenvalue,new_min_relative_eigenvalue,new_condition_number,new_trace,new_trace_inv,new_diag_qXG,new_diag_qXF,new_diag_iG,combined_logdet,combined_min_eigenvalue,combined_min_relative_eigenvalue,combined_condition_number,combined_trace,combined_trace_inv,combined_diag_qXG,combined_diag_qXF,combined_diag_iG,posterior_var_ratio_qXG,posterior_var_reduction_qXG,posterior_var_ratio_qXF,posterior_var_reduction_qXF,posterior_var_ratio_iG,posterior_var_reduction_iG,weak_mean_var_reduction,weak_worst_var_reduction
lhs_08,lhs,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","21, 18.2, 23.5, 21.7","14.1, 20.2, 70.4, 137, 144","0.06485, 0.0193, 0.0369, 0.01056, 0",0.13161,ok,,30.967133139159934,0.07105908011399524,2.410343400805535e-06,414878.6432944786,35732.165612860124,19.86844212909167,25.00742129541934,13.578699399911024,68.39570194170739,54.07374081843692,0.9264164319363745,5.2106750763799186e-06,191913.71278033007,241690.51441054116,1.2912920230145402,68.51481730435603,37.03579712414384,1330.078824411882,0.569700491755152,0.430299508244848,0.5831860480636095,0.4168139519363905,0.6108588386036599,0.38914116139634014,0.4120848738591928,0.38914116139634014
lhs_09,lhs,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","15, 21, 15, 15","75, 88.4, 114, 142, 144","0.01368, 0.00867, 0.04164, 0.0868, 0",0.15079,ok,,31.520419071161395,0.09575464862164479,4.883300560865222e-06,204779.53128955475,25598.095225105535,18.91635535018556,15.501873192228393,7.311480895995627,116.80851192723223,53.630083153072704,0.8840457814092169,5.133233048556363e-06,194809.0005929564,231556.44402278654,1.3862512058065688,59.009269201165075,30.768578620228443,1378.4916343974069,0.5661714469982385,0.4338285530017615,0.6574270838690005,0.3425729161309995,0.6506463798239506,0.34935362017604943,0.3752516964362701,0.3425729161309995
lhs_10,lhs,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","22, 15.8, 22.6, 25","18.8, 68.3, 83, 90.6, 111","0.03381, 0.01342, 0.01535, 0.04846, 0.08867",0.19971,ok,,29.790783210978745,0.0918637220756422,3.4171159142573144e-06,292644.4478595754,33105.114756462324,20.766675183637222,34.88571162103961,18.68029165226984,76.72332694216153,54.51812326043807,0.9119463482033193,5.189430493492985e-06,192699.3725523249,239063.46355414332,1.2381711688314607,78.3931076299763,42.137389376502654,1338.406449412336,0.5224293246915355,0.47757067530846453,0.5715218690159369,0.42847813098406307,0.598240254425778,0.401759745574222,0.4359361839555832,0.401759745574222
lhs_11,lhs,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","21.8, 23.3, 18.6, 23.4","74.9, 87.7, 95.3, 95.8, 144","0.03328, 0.0054, 0.01148, 0.1, 0",0.15016000000000002,ok,,29.017850842079135,0.0774978235934879,2.928636052207655e-06,341455.8798612696,31902.583248257088,25.369638968496197,25.50196981625679,13.386047889147536,65.69424358748363,54.00505213527015,0.8773997067691719,4.999445075948104e-06,200022.1994258749,237860.9320459381,1.3323391687364123,69.00936582519347,36.84314561338035,1327.3773660576583,0.5682214664795304,0.4317785335204696,0.6186534958261662,0.38134650417383376,0.6018280682309696,0.39817193176903043,0.40376565648777796,0.38134650417383376
lhs_12,lhs,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","21.6, 19.8, 20, 16.9","4.62, 42.9, 65.3, 144, 144","0.08672, 0.05874, 0.02913, 0, 0",0.17459,ok,,30.305660765120173,0.03533232290593118,1.0703484156372357e-06,934275.218602203,39110.463793542614,35.33735327041312,39.42085614723412,21.62387961664005,53.50850549792276,55.05994609754069,1.0263753832740161,5.7377090436326345e-06,174285.5889686041,245068.81259122363,1.118123317242988,82.9282521561708,45.08097734087286,1315.1916279680972,0.481004776060172,0.518995223939828,0.5061126890790829,0.4938873109209171,0.5623586676952606,0.43764133230473945,0.48350795572182814,0.43764133230473945
constant_20_split,manual,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","20, 20, 20, 20","0, 62, 124, 186, 248","0.04, 0.04, 0.04, 0.04, 0.04",0.2,failed,RuntimeError: Model from experiment did not solve appropriately. Make sure the model is well-posed.,,,,,,,,,,,,,,,,,,,,,,,,,,
ramp_up_staggered,manual,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","15, 18, 22, 25","12.4, 74.4, 149, 211, 248","0.05, 0.06, 0.06, 0.03, 0",0.2,ok,,40.761470965057605,0.1268830082206698,1.525299907282988e-06,655608.7725602088,104194.10340703871,12.939907800831804,50.90811793174054,26.007785839862944,327.5760943202292,54.93295816732952,0.8494653474971223,3.7280459090130216e-06,268237.0401025303,310152.4522047197,1.441824988947883,94.41551394067722,49.46488356409576,1589.2592167904038,0.6591110295977284,0.3408889704022716,0.659142719134456,0.340857280865544,0.563539335103232,0.43646066489676805,0.3727356387215278,0.340857280865544
ramp_down_frontload,manual,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","25, 22, 18, 15","0, 37.2, 86.8, 161, 248","0.08, 0.06, 0.04, 0.02, 0",0.2,failed,RuntimeError: Model from experiment did not solve appropriately. Make sure the model is well-posed.,,,,,,,,,,,,,,,,,,,,,,,,,,
hot_start_cool_finish,manual,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","25, 25, 18, 15","0, 49.6, 112, 248, 248","0.1, 0.06, 0.04, 0, 0",0.2,failed,RuntimeError: Model from experiment did not solve appropriately. Make sure the model is well-posed.,,,,,,,,,,,,,,,,,,,,,,,,,,
cool_start_hot_finish,manual,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","15, 15, 22, 25","24.8, 86.8, 174, 248, 248","0.06, 0.07, 0.06, 0, 0",0.19,ok,,41.73965490205755,0.18400423259551585,2.3095189104039465e-06,432990.60921094386,102289.28349317398,9.800454185500145,47.845050859331785,24.369020032505247,359.37169211096705,55.20893614195352,1.0536680875360689,4.675690611448357e-06,213872.14918615768,308247.632290855,1.2266427255663594,91.35244686826846,47.826117756738064,1621.0548145811417,0.5808661113314166,0.41913388866858337,0.5550172661768328,0.4449827338231672,0.4216433644174386,0.5783566355825613,0.48082441935810405,0.41913388866858337
alternating_extremes,manual,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","25, 15, 25, 15","0, 49.6, 112, 174, 248","0.05, 0.05, 0.05, 0.05, 0",0.2,ok,,39.616086542067194,0.16238557822031993,1.6953745730761615e-06,589840.1544300363,117493.82850404897,10.308640232979416,58.38414841645161,30.027759806358752,269.16655882022695,55.01755185810108,0.8758337408873239,3.6691694776009937e-06,272541.24021925207,323452.17730173,1.3877969731313735,101.89154442538829,53.48485753059157,1530.8496812904016,0.6308690758203581,0.3691309241796419,0.6283197539083623,0.37168024609163774,0.5937797288384055,0.40622027116159454,0.38234381381095806,0.3691309241796419
late_identification,manual,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","18, 22, 25, 25","62, 136, 223, 248, 248","0.06, 0.07, 0.06, 0, 0",0.19,failed,RuntimeError: Model from experiment did not solve appropriately. Make sure the model is well-posed.,,,,,,,,,,,,,,,,,,,,,,,,,,
early_biomass_boost,manual,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","23, 25, 20, 18","0, 24.8, 62, 124, 248","0.08, 0.06, 0.04, 0.02, 0",0.2,ok,,39.71655398185231,0.12983333175176978,1.1492414549167308e-06,870139.1650307773,129794.20258405038,11.042836588706939,75.72423544073426,41.59248400179985,174.1911268587956,55.60669062293229,0.9376799632290262,3.776264768694773e-06,264811.94017167384,335752.5513817314,1.2713575258447785,119.23163144967094,65.04958172603267,1435.87424932897,0.5748939849023965,0.4251060150976035,0.5699961136044739,0.4300038863955261,0.5808887756671621,0.4191112243328379,0.4247403752753225,0.4191112243328379
low_temp_growth_separation,manual,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","15, 17, 20, 22","0, 86.8, 174, 248, 248","0.07, 0.07, 0.06, 0, 0",0.2,ok,,41.44027262144708,0.15766982152269263,1.8715638221785754e-06,534312.5295272912,105772.266075894,10.987722187408089,53.655198978054635,27.078282779176185,336.683490827683,55.15827560524596,0.8607714938871881,3.7662842153684422e-06,265513.6847929501,311730.61487357505,1.4093090046653134,97.16259498699131,50.535380503409,1598.3666132978576,0.6272777059939977,0.3727222940060023,0.6521860053656304,0.34781399463436957,0.5727094244264435,0.42729057557355654,0.3826089547379762,0.34781399463436957
high_temp_inhibition_probe,manual,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","25, 25, 25, 22","0, 62, 124, 248, 248","0.07, 0.07, 0.06, 0, 0",0.2,failed,RuntimeError: Model from experiment did not solve appropriately. Make sure the model is well-posed.,,,,,,,,,,,,,,,,,,,,,,,,,,
lhs_01,lhs,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","15, 15, 18, 21","68.8, 71.5, 75, 151, 248","0.04402, 0.00686, 0.05471, 0.09255, 0",0.19813999999999998,ok,,40.56090308733472,0.08172813434380645,1.064197591076017e-06,939675.1208475239,98713.78493215793,18.642887689922496,49.36162564655392,24.620372074252234,357.57027921990505,55.3561826549265,1.069810153781678,4.805407030083074e-06,208098.91726959756,304672.13372983894,1.1902336414595664,92.8690216554906,48.077469798485055,1619.2534016900795,0.5410165560722696,0.4589834439277304,0.5514368142649804,0.44856318573501963,0.4187807198641877,0.5812192801358123,0.4962553032661874,0.44856318573501963
lhs_02,lhs,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","23.1, 15.6, 19.6, 16.1","20.8, 77.9, 139, 182, 208","0.05787, 0.00876, 0.06168, 0.02692, 0.01667",0.1719,failed,RuntimeError: Model from experiment did not solve appropriately. Make sure the model is well-posed.,,,,,,,,,,,,,,,,,,,,,,,,,,
lhs_03,lhs,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","16.4, 19.4, 18.1, 20.6","44.7, 144, 151, 248, 248","0.0046, 0.01083, 0.1, 0, 0",0.11543,ok,,40.56901152232851,0.1253146173724247,1.8137929030053768e-06,551330.8594068502,90402.71580449688,15.05068396397687,24.63378967337189,12.370969178027025,393.2182433517473,54.21310186659405,0.8877294284830421,4.082988341624054e-06,244918.6518133037,296361.0646021779,1.645234885113763,68.14118568230857,35.82806690225984,1654.901365821922,0.825705178952453,0.174294821047547,0.7187125949022516,0.2812874050977484,0.5742793791554573,0.42572062084454265,0.29376761566327936,0.174294821047547
lhs_04,lhs,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","20.3, 21.1, 24, 21.8","38.7, 106, 166, 178, 248","0.02732, 0.04868, 0.04097, 0.00337, 0",0.12034,ok,,38.99397339012127,0.10790211059195332,1.3166205022906709e-06,759520.3008461351,101961.03060241054,15.86548932858646,30.080300382330016,15.667051054751834,323.2233396609311,53.79181709529321,0.7912891799088004,3.483482311401883e-06,287069.0621068671,307919.37940009154,1.780895040069475,73.58769639126669,39.12414877898465,1584.9064621311056,0.8607598891257852,0.13924011087421484,0.7905050654847559,0.20949493451524415,0.6669541793231676,0.3330458206768324,0.2272602886887638,0.13924011087421484
lhs_05,lhs,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","18, 25, 18, 21","68.6, 174, 193, 248, 248","0.04927, 0.08084, 0.02387, 0, 0",0.15398,ok,,39.89152434069789,0.13194398349829356,1.6549253922792407e-06,604256.8472665424,97695.14543266415,12.843934689543325,35.8693897177519,18.538989042021573,290.66817522463674,54.28303129446552,0.8632671040599018,3.854310795277957e-06,259449.75719787125,303653.4942303452,1.5624877877462342,79.37678572668858,41.99608676625439,1552.3512976948114,0.7716059685256925,0.22839403147430748,0.6879820193933038,0.31201798060669617,0.5486771277815966,0.4513228722184034,0.33057829476646905,0.22839403147430748
lhs_06,lhs,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","21.3, 17.4, 23.9, 15","19, 54.1, 74.1, 132, 248","0.01482, 0.05276, 0.04318, 0.02427, 0",0.13503,ok,,40.45290376560559,0.1343463107416693,1.5367386535139342e-06,650728.7349826088,108347.3594260587,11.848517835480507,37.4844467768965,19.128561891110962,286.81528893562626,54.691159187256076,1.1634568961761578,5.020824049530747e-06,199170.4927587457,314305.70822373976,1.2987428651708293,80.99184278583317,42.58565961534378,1548.4984114058009,0.7316464435372545,0.2683535564627455,0.530783622972703,0.469216377027297,0.3335177262454877,0.6664822737545123,0.4680174024148517,0.2683535564627455
lhs_07,lhs,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","22.4, 24.3, 21.3, 22.4","126, 140, 219, 248, 248","0.1, 0.03815, 0.04088, 0, 0",0.17903000000000002,ok,,40.79020187040449,0.1752699524218127,2.164860491010537e-06,461923.53001611173,98897.82168238888,10.74507329586585,42.66317443847963,22.674558165929277,208.4059484568083,56.318541162232336,1.8480191996980488,8.256526495105371e-06,121116.30727435071,304856.17048006994,0.8384261514250348,86.17057044741631,46.131655890162094,1470.089070926983,0.5134035232016273,0.4865964767983727,0.33560995969939345,0.6643900403006066,0.07627267409703581,0.9237273259029641,0.6915712810006478,0.4865964767983727
lhs_08,lhs,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","21, 18.2, 23.5, 21.7","24.4, 34.7, 121, 236, 248","0.06485, 0.0193, 0.0369, 0.01056, 0",0.13161,ok,,40.04825713493166,0.14749707043506324,1.651196376956027e-06,605621.4838864263,110387.58153741223,10.648806946852922,35.022884380175974,18.059227531953443,320.18057291608534,53.98401182045312,0.800124765135716,3.4215981276793717e-06,292261.0904858746,316345.9303350933,1.7309438298173745,78.53028038911265,41.51632525618626,1581.86369538626,0.8074913418019454,0.19250865819805463,0.7772709806953735,0.22272901930462652,0.7124302572742697,0.2875697427257303,0.2342691400761372,0.19250865819805463
lhs_09,lhs,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","15, 21, 15, 15","129, 152, 196, 244, 248","0.01368, 0.00867, 0.04164, 0.0868, 0",0.15079,ok,,41.05811782833379,0.17000822750627614,2.7637468779805694e-06,361827.6362308135,83295.82746261287,9.336500393972873,24.679189632512795,12.147356176358612,431.06463436885963,54.46365526393758,1.0191118035036915,4.808576589818958e-06,207961.74945352174,289254.1762602939,1.3869011869430956,68.18658564144948,35.60445390059143,1692.747756839034,0.6965420249443047,0.3034579750556953,0.6043168198310371,0.39568318016896287,0.47902264161354,0.52097735838646,0.406706171203706,0.3034579750556953
lhs_10,lhs,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","22, 15.8, 22.6, 25","32.4, 118, 143, 156, 191","0.03381, 0.01342, 0.01535, 0.04846, 0.08867",0.19971,ok,,40.65899675302088,0.18965959942266084,2.3891298595907747e-06,418562.43016078096,103920.78855434508,8.85077070723137,46.827392930733325,24.446019820117876,386.26112614783796,54.87249333360484,0.910063730855979,4.029476741118084e-06,248171.1805892007,309879.1373520261,1.3571788765450647,90.33478893967,47.90311754435069,1647.9442486180126,0.6335140415128644,0.3664859584871356,0.61089226546262,0.38910773453738,0.533014604737157,0.466985395262843,0.4075263627624529,0.3664859584871356
lhs_11,lhs,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","21.8, 23.3, 18.6, 23.4","129, 151, 164, 165, 248","0.03328, 0.0054, 0.01148, 0.1, 0",0.15016000000000002,ok,,39.924253058894394,0.1704371871073479,2.1314575342274776e-06,469162.5256153361,101143.42788268517,10.440769695269001,35.60147133868094,18.27477262643433,318.64146847391515,54.32074636521122,0.9576634790978776,4.24554801758314e-06,235540.8526433931,307101.7766803662,1.4439558439358806,79.10886734761762,41.73187035066715,1580.3245909440898,0.7112502077110939,0.28874979228890607,0.6336007402139071,0.3663992597860929,0.5206143414356386,0.47938565856436144,0.3781782368797868,0.28874979228890607
lhs_12,lhs,25170,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","21.6, 19.8, 20, 16.9","7.96, 73.8, 112, 248, 248","0.08672, 0.05874, 0.02913, 0, 0",0.17459,failed,RuntimeError: Model from experiment did not solve appropriately. Make sure the model is well-posed.,,,,,,,,,,,,,,,,,,,,,,,,,,
