,mu0,qN,betaG0,betaF0,qEG,qEF,iG,qXG,qXF
mu0,4009.408881025171,-1957.6316953588898,1439.8111598997702,1110.0616392630768,-485.9695709377453,-147.3888145514351,-325.9114888874799,-44.1749040854186,-17.41031106410764
qN,-1957.6316953588898,2400.697615002678,137.92105293917035,217.34461971738062,-800.9563772176738,-929.0538113011407,238.6982057436544,-49.0866017979273,-50.33465165599161
betaG0,1439.8111598997702,137.92105293917035,10841.501896458863,9315.91072739642,-10144.53192668508,-8668.784542267378,-197.4419770088466,-728.5669658024517,-539.10998615621
betaF0,1110.0616392630768,217.34461971738062,9315.91072739642,8037.262052239078,-8738.420467180707,-7543.395621349291,-147.97425710821238,-626.4461838824457,-469.2572876365619
qEG,-485.9695709377453,-800.9563772176738,-10144.53192668508,-8738.420467180707,9787.780752050305,8379.294499496102,98.68208803766578,700.503713054361,517.4173538710587
qEF,-147.3888145514351,-929.0538113011407,-8668.784542267378,-7543.395621349291,8379.294499496102,7398.593649286218,31.2720239708205,597.1752175908595,459.09543463613574
iG,-325.9114888874799,238.6982057436544,-197.4419770088466,-147.97425710821238,98.68208803766578,31.2720239708205,39.68973697819585,8.248726778513817,2.1378065992023716
qXG,-44.1749040854186,-49.0866017979273,-728.5669658024517,-626.4461838824457,700.503713054361,597.1752175908595,8.248726778513817,50.434552363639156,36.98571766029893
qXF,-17.41031106410764,-50.33465165599161,-539.10998615621,-469.2572876365619,517.4173538710587,459.09543463613574,2.1378065992023716,36.98571766029893,28.954076960413826
