candidate,batch,qXG_var_reduction,qXF_var_reduction,iG_var_reduction,sN_var_reduction,sG_var_reduction,sF_var_reduction,mu0_var_reduction,qN_var_reduction,betaG0_var_reduction,betaF0_var_reduction,qEG_var_reduction,qEF_var_reduction
low_temp_growth_separation,25026,0.646936058467946,0.5503488753332086,0.4323974314967364,0.32963686374331447,0.35603379707105554,0.14543038199672365,0.7547117469891959,0.6203221207593765,0.46926020393681256,0.22223171184717805,0.5524773283253142,0.20244953710985658
lhs_07,25170,0.6509462238311525,0.5857935493937698,0.9066566099727706,0.2527135295270774,0.5429652243037704,0.4325600382756959,0.12071951961797212,0.04152259750973375,0.6385227356907721,0.6520506074588014,0.6343424608902863,0.7836281043816985
ramp_down_frontload,25085,0.7150086780423034,0.5707256833936354,0.4112072843995801,0.2732266440622483,0.5284882597281653,0.2709551100557217,0.061182069960811325,0.0363068059097742,0.4496646576965261,0.2280253803194796,0.5449443043403763,0.19939165057863717
hot_start_cool_finish,25085,0.7069813892800461,0.5611985575331486,0.40644566232016555,0.17816146083073903,0.5209732925380048,0.2867565204689767,0.08474349737384246,0.04933318585513935,0.45003010374625196,0.23262460860688305,0.5401433739412076,0.20312448300802477
