,mu0,qN,betaG0,betaF0,qEG,qEF,iG,qXG,qXF
mu0,11351.25437279248,-6172.582917525666,6988.481056627479,3910.9791851418295,-2917.934608056401,-872.2574577192006,-1281.030889042316,-161.4888515703756,-71.0235362054323
qN,-6172.582917525666,5301.000708859701,-4622.354112596914,-2667.3518658572953,2083.815737015746,528.5479971644527,867.0217720095729,118.16955397120128,45.144037000583594
betaG0,6988.481056627479,-4622.354112596914,8103.907331284485,4819.786400129081,-5446.139908171762,-2440.4609761142788,-919.197574915265,-314.82612260375925,-185.42875824447503
betaF0,3910.9791851418295,-2667.3518658572953,4819.786400129081,2935.624700328405,-3343.957539827703,-1587.9226594921595,-503.6185252374961,-192.25325915624342,-119.5261721931036
qEG,-2917.934608056401,2083.815737015746,-5446.139908171762,-3343.957539827703,4598.90785100602,2057.127589254385,441.0596118674897,269.0422402117299,151.260862031224
qEF,-872.2574577192006,528.5479971644527,-2440.4609761142788,-1587.9226594921595,2057.127589254385,1344.3508495137262,57.35765861369273,118.89225971821946,102.34324040121825
iG,-1281.030889042316,867.0217720095729,-919.197574915265,-503.6185252374961,441.0596118674897,57.35765861369273,188.00803307226877,25.25771627581722,2.908940684035443
qXG,-161.4888515703756,118.16955397120128,-314.82612260375925,-192.25325915624342,269.0422402117299,118.89225971821946,25.25771627581722,16.27587693095115,8.859855040463522
qXF,-71.0235362054323,45.144037000583594,-185.42875824447503,-119.5261721931036,151.260862031224,102.34324040121825,2.908940684035443,8.859855040463522,8.886395289446693
