analysis,parameter,theta,std_log_approx,approx_95_multiplier,active_bound,classification
reduced_exchange,mu0,0.0601697224171635,0.006270502594371046,1.012366019765317,False,well_estimated
reduced_exchange,qN,0.0146092346863683,0.007285105933988998,1.0143812367455163,False,well_estimated
reduced_exchange,betaG0,0.779853869422414,0.01571531563401878,1.0312813092004416,False,well_estimated
reduced_exchange,betaF0,0.5108967442490071,0.028459732563363174,1.0573661753776755,False,well_estimated
reduced_exchange,qEG,1.5379361359484045,0.012272916396047839,1.0243465695018286,False,well_estimated
reduced_exchange,qEF,1.262713484739452,0.01765003822736901,1.0351994101029844,False,well_estimated
reduced_exchange,iG,0.0073666781875985,0.033952410903890805,1.0688109034951092,False,well_estimated
reduced_exchange,iE,0.0258618456174518,0.023896226123632607,1.0479507632906817,False,well_estimated
reduced_exchange,Kd0,0.0006690744222537,0.029106568580486412,1.058707552846265,False,well_estimated
reduced_exchange,gammaG0,0.0975070871956685,0.018078241036839977,1.0360685943750756,False,well_estimated
reduced_exchange,gammaF0,0.0013892430460828,1.0364145254452908,7.624543637424504,False,weak_but_actionable
reduced_exchange,kPyrS,0.3105557324575091,0.024347433321189778,1.0488779453515287,False,well_estimated
reduced_exchange,kPyrD,0.0053434401925797,0.029112833455032853,1.05872055295928,False,well_estimated
reduced_exchange,kAldS,1.2620397362713356,0.006081073130908695,1.0119902165082542,False,well_estimated
reduced_exchange,kAldRed,0.0001000771373294,1.0064245787588495,7.189288244172818,True,weak_or_confounded
reduced_exchange,kAcStress,0.0019346883584667,0.01707650911838718,1.034036378606447,False,well_estimated
reduced_exchange,qO2,0.0481677204427031,0.01196562280630907,1.0237297959968288,False,well_estimated
reduced_exchange,k_EA_growth,0.1,0.058731705145767664,1.1220014978543942,False,well_estimated
reduced_exchange,k_EA_stationary,0.28,0.015958195673531798,1.0317723622572643,False,well_estimated
reduced_exchange,k_IAA_growth,0.003,0.0796943334269672,1.1690610362838443,False,well_estimated
reduced_exchange,k_IAA_stationary,0.012,0.014765664030718675,1.0293635529508833,False,well_estimated
reduced_exchange,k_EO_growth,0.0008,0.07500856434553733,1.1583734074584973,False,well_estimated
reduced_exchange,k_EO_stationary,0.003,0.01376783630389802,1.0273523504004762,False,well_estimated
reduced_exchange,alpha_EA_loss,1.0,0.18505493526316896,1.4372156610504856,False,well_estimated
reduced_exchange,alpha_IAA_loss,1.0,0.16652911343536067,1.3859655743574566,False,well_estimated
reduced_exchange,alpha_EO_loss,1.0,0.14062233493975507,1.3173468825246588,False,well_estimated
