analysis,direction,eigenvalue,relative_eigenvalue
reduced2_exchange,1,0.9306967017352249,2.2384819260659696e-06
reduced2_exchange,2,28.96136600156498,6.965695078516361e-05
reduced2_exchange,3,34.65593830950889,8.335335388215738e-05
reduced2_exchange,4,35.68938242088363,8.58389605901199e-05
reduced2_exchange,5,50.00743996118662,0.0001202762944289358
reduced2_exchange,6,156.41920226140797,0.0003762144600910289
reduced2_exchange,7,184.54202436625476,0.0004438545719279971
reduced2_exchange,8,294.2128468887375,0.0007076313249514625
reduced2_exchange,9,473.0289016251684,0.001137713977948549
reduced2_exchange,10,755.9732651157977,0.0018182427072060434
reduced2_exchange,11,1168.3715458165366,0.002810129855799282
reduced2_exchange,12,1329.5093928394167,0.0031976934492807998
reduced2_exchange,13,2302.314596226723,0.00553745339610924
reduced2_exchange,14,2904.359503881505,0.006985472543434729
reduced2_exchange,15,3511.553661594395,0.00844587650223143
reduced2_exchange,16,10221.82856932779,0.02458521499122555
reduced2_exchange,17,13043.460181658042,0.031371713057074015
reduced2_exchange,18,16553.544682774984,0.03981405598153608
reduced2_exchange,19,16798.797361593693,0.04040392987690004
reduced2_exchange,20,39588.96123798224,0.09521810278012663
reduced2_exchange,21,44588.62904517549,0.10724314380785328
reduced2_exchange,22,45772.25997977175,0.1100899750572672
reduced2_exchange,23,53545.80487525789,0.12878665649770332
reduced2_exchange,24,90233.57126416889,0.21702689826088048
reduced2_exchange,25,107793.0311295833,0.2592603492518708
reduced2_exchange,26,150126.1394386762,0.36107858675869775
reduced2_exchange,27,415771.3720614587,1.0
