,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS,kPyrD,kAldPyr,kAldS,kAldRed,kAcAld,kAcStress,kAcAssim,qO2,kLaO2,O2sat,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
mu0,9351.89874724752,-4543.612592728084,-107.78768787970671,307.7425773847963,5621.713839141724,2900.219611100407,-967.5731535389361,-4534.87735136931,188.40998497599196,785.2561803157339,8.434082182029572,-107.48390741196685,182.63163572989546,3.6801815965204923,709.1526370876333,-3.2088130513386544,-25.23164665178019,461.6353055046081,-0.08511989502917994,89.8627882770539,-13.514573552057435,-18.951251922789943,180.21351681320408,798.6029151690906,141.76856185996704,903.6324480874082,147.60574083684725,889.5961175222493,-48.45211632565154,-54.798502967732595,-62.548410399317326
qN,-4543.612592728084,3825.4912046229433,-286.1867269773672,-362.60210456326695,-2655.3065230709235,-1306.8587147851106,495.334726226196,2477.612231602314,-158.6118711843574,-439.5151579665018,-4.754684175742072,125.29173685551243,-165.14702214391406,-2.4700013758679886,-435.7442133836811,2.2444676752242145,12.270716659188324,-376.54156628122774,0.06339563254198999,-31.106212206793288,6.161078069023842,7.737296659839226,18.207714418342416,173.71538715626733,29.975258088512128,329.0535485115205,28.48440399896798,298.70576394283734,-18.172107563231393,-31.18108572495033,-32.20800783885886
betaG0,-107.78768787970671,-286.1867269773672,4636.970038161195,2377.469479359172,-4448.439189779529,-2089.101737229717,-81.57736350010629,3.38389183348292,230.8525567066673,-448.3137730617281,-4.82746410971027,-23.750885085264862,-38.08770485350531,-2.1393042629517085,-367.1894498933546,2.0383362338141575,25.107989572306053,63.9939860066394,-0.014255831288283543,-24.839030652784942,7.231579749826942,8.329220319831615,-79.18678493359721,-425.1782086774228,-55.18468688416108,-405.53395380797747,-54.17428762272955,-355.3583599693826,28.859231449118514,26.637421971230047,25.63836804811373
betaF0,307.7425773847963,-362.60210456326695,2377.469479359172,1267.7559964322447,-1906.923241232969,-1196.6398409905096,-15.63906141288353,-199.5406637963834,134.29249914751023,-136.90941397600167,-1.4753838074668084,-3.6156201865538034,-23.519634361468924,-0.8495485593425605,-150.7459041620825,0.7821728048020297,10.6099996958505,33.50076468987096,-0.007442305720007212,-11.065918153416746,3.263450745558953,3.7508183378424165,-37.07906515716311,-208.99438179165566,-25.989271686482017,-201.62890790543582,-25.4139115667015,-176.83776989933642,14.616661091143852,13.79144578136015,13.39076173832716
qEG,5621.713839141724,-2655.3065230709235,-4448.439189779529,-1906.923241232969,10079.870294704999,2561.336239044789,-187.31428804267514,-2908.368854786757,-130.5682560675658,-157.8047171346884,-1.7120737554084127,123.42364113320284,26.211437418032247,4.864989437351868,885.2303564097023,-4.4824854162720165,-54.00397680929578,-3.922894005175975,-2.418465293255748e-05,45.44391271337577,-11.707231126047848,-13.785919799242336,153.72729575525477,670.9287095566917,106.05645983616634,621.8089151269616,108.9951814765709,585.5721380337005,-40.05405783205109,-34.39816667269182,-36.744105639664205
qEF,2900.219611100407,-1306.8587147851106,-2089.101737229717,-1196.6398409905096,2561.336239044789,4050.894400929885,-891.6548580036476,-1462.9399811603516,-77.67027497359554,1.251332129906464,0.013577142591980897,61.87847137043243,26.132791982489888,2.288063103447936,463.8953180083051,-1.8937984310033724,-28.402222678348437,-4.422151858721827,0.0003618726139742943,23.666937012760553,-5.6987903580667245,-6.801181470542274,83.23656934677516,321.15112410980197,56.814536055757166,282.3992299120936,58.32095744376565,261.6983410672596,-17.042446021560522,-12.579490989045059,-12.953412421331063
iG,-967.5731535389361,495.334726226196,-81.57736350010629,-15.63906141288353,-187.31428804267514,-891.6548580036476,282.6801889824912,497.73008486099445,-13.97365495383883,39.82675170623094,0.42903543348226353,-18.4319849233086,-0.40222287421774733,-0.42740139864702453,-95.90626173163446,0.3222714830564758,5.40479542478334,-10.117636986675127,0.002429036851205649,-3.699243902254771,0.6724982593490655,0.8554355838437803,-13.519590838121875,-26.578446545970117,-8.825447805585018,-15.226418426492838,-9.584289440350714,-18.08603305946817,0.13064371892283452,-1.1201242243206706,-0.8201755297649511
iE,-4534.87735136931,2477.612231602314,3.38389183348292,-199.5406637963834,-2908.368854786757,-1462.9399811603516,497.73008486099445,2433.4258538623126,-94.35330976455559,-439.19808830089323,-4.732121344226249,-73.63129644119911,7.566977692307913,-2.2213328701623487,-398.66099818192725,2.0343686345445056,22.98291533813157,-29.225533068453597,0.006914090166811782,-17.625623404936103,4.123547906009928,4.944760126676952,-69.25670132593326,-304.57365441537775,-51.25095441261508,-317.67483744187837,-54.020172278937416,-319.4058765777918,17.177941659723704,17.317278147422357,20.56804632019127
Kd0,188.40998497599196,-158.6118711843574,230.8525567066673,134.29249914751023,-130.5682560675658,-77.67027497359554,-13.97365495383883,-94.35330976455559,96.81884059316478,3.155443620884047e-26,6.310887241768094e-26,9.248140658862159,-10.259320990168002,-0.005759964054641009,-0.9355256477110785,0.005500550188635021,-0.6420149449649402,-20.165544415409745,0.0027896565039084997,-0.018520674940287148,0.047717866572054825,0.04725696651229889,-0.37095494324656003,-3.6594685189210647,-0.28891338199287664,-4.1127255813577515,-0.2920093679402349,-3.9568614663777795,0.31342613922947615,0.3620983546222322,0.39401023596668
gammaG0,785.2561803157339,-439.5151579665018,-448.3137730617281,-136.90941397600167,-157.8047171346884,1.251332129906464,39.82675170623094,-439.19808830089323,3.155443620884047e-26,1652.3551313762848,17.76439373354481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaF0,8.434082182029572,-4.754684175742072,-4.82746410971027,-1.4753838074668084,-1.7120737554084127,0.013577142591980897,0.42903543348226353,-4.732121344226249,6.310887241768094e-26,17.76439373354481,0.19111214873378504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS,-107.48390741196685,125.29173685551243,-23.750885085264862,-3.6156201865538034,123.42364113320284,61.87847137043243,-18.4319849233086,-73.63129644119911,9.248140658862159,0.0,0.0,542.6526113354671,-324.0405521807806,0.28623181697525246,30.182683634221277,-0.36417938418722584,-1.879614079900755,0.05795408263239602,-9.960204986719318e-06,-45.62982892619459,11.1790976325778,13.452501009274405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrD,182.63163572989546,-165.14702214391406,-38.08770485350531,-23.519634361468924,26.211437418032247,26.132791982489888,-0.40222287421774733,7.566977692307913,-10.259320990168002,0.0,0.0,-324.0405521807806,257.49956315482314,-0.15092448087789567,-15.106462666268385,0.1960822406194449,0.9452270478394385,-0.019943074777842757,3.0561025923449274e-06,28.21799774051402,-9.043842101106597,-10.301543798297539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldPyr,3.6801815965204923,-2.4700013758679886,-2.1393042629517085,-0.8495485593425605,4.864989437351868,2.288063103447936,-0.42740139864702453,-2.2213328701623487,-0.005759964054641009,0.0,0.0,0.28623181697525246,-0.15092448087789567,0.3137486655206034,33.17299052501238,-0.39875715420682856,-2.0655593457225994,0.06456653504765861,-1.1136086588763835e-05,2.3701141884740276,-0.8661374945896647,-0.9626894316389806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldS,709.1526370876333,-435.7442133836811,-367.1894498933546,-150.7459041620825,885.2303564097023,463.8953180083051,-95.90626173163446,-398.66099818192725,-0.9355256477110785,0.0,0.0,30.182683634221277,-15.106462666268385,33.17299052501238,3860.0068710056166,-40.65723762757002,-238.96649912194903,13.684600809112418,-0.002795095966990215,266.5186658654319,-89.00118525007625,-100.35271832621132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldRed,-3.2088130513386544,2.2444676752242145,2.0383362338141575,0.7821728048020297,-4.4824854162720165,-1.8937984310033724,0.3222714830564758,2.0343686345445056,0.005500550188635021,0.0,0.0,-0.36417938418722584,0.1960822406194449,-0.39875715420682856,-40.65723762757002,0.5143003473539307,2.53916596874815,-0.062455558217199184,1.0094630905832603e-05,-2.9282184051392193,1.1129172118027162,1.2299302745406528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
