analysis,parameter,theta,std_log_approx,approx_95_multiplier,active_bound,classification
hybrid,mu0,0.0601697224171635,0.006172937624311885,1.0121724462117867,False,well_estimated
hybrid,qN,0.0146092346863683,0.00703984453166462,1.0138937283439116,False,well_estimated
hybrid,betaG0,0.779853869422414,0.01625000943461868,1.0323626583848617,False,well_estimated
hybrid,betaF0,0.5108967442490071,0.028690130791610178,1.0578437691806841,False,well_estimated
hybrid,qEG,1.5379361359484045,0.012976196768455562,1.0257595326734543,False,well_estimated
hybrid,qEF,1.262713484739452,0.018147890949250258,1.0362100417198397,False,well_estimated
hybrid,iG,0.0073666781875985,0.034506999409388124,1.0699733256268795,False,well_estimated
hybrid,iE,0.0258618456174518,0.02482439967680814,1.0498589516314552,False,well_estimated
hybrid,Kd0,0.0006690744222537,0.029115327420250466,1.0587257281799078,False,well_estimated
hybrid,gammaG0,0.0975070871956685,0.018535832111696175,1.0369982388556165,False,well_estimated
hybrid,gammaF0,0.0013892430460828,1.0314119483712616,7.550149910866158,False,weak_but_actionable
hybrid,kPyrS,0.4414987236423745,0.02105626674916454,1.042133738337841,False,well_estimated
hybrid,kPyrD,0.0078209107245985,0.02422131795665355,1.0486187093287345,False,well_estimated
hybrid,kAldPyr,0.0001989638630771,2.0596561744167317,56.65193261274919,False,weak_or_confounded
hybrid,kAldS,0.8021403800399333,0.014982275242558414,1.0298006702409248,False,well_estimated
hybrid,kAldRed,0.0001006867990184,1.1522880941809417,9.5685785694449,True,weak_or_confounded
hybrid,kAcAld,0.002432481351446,0.03186576802946738,1.0644485858771404,False,well_estimated
hybrid,kAcStress,0.0026055689557885,0.013472498548043041,1.0267578272527333,False,well_estimated
hybrid,kAcAssim,1.013544893471728e-05,81.71847420847715,1.0576541811633429e+17,False,weak_or_confounded
hybrid,qO2,0.0416960530672166,0.03212329667164077,1.0649860084574128,False,well_estimated
hybrid,kLaO2,0.0015008512210468,0.1712382260194998,1.3988170609754853,False,well_estimated
hybrid,O2sat,2.713015080772752,0.25848091498243997,1.6596763166168493,False,well_estimated
hybrid,k_EA_growth,0.1,0.0554652930696824,1.114841201306669,False,well_estimated
hybrid,k_EA_stationary,0.28,0.016872205707005886,1.0336223974652854,False,well_estimated
hybrid,k_IAA_growth,0.003,0.07519709982344573,1.1588015397459726,False,well_estimated
hybrid,k_IAA_stationary,0.012,0.015592972133693732,1.0310340445400588,False,well_estimated
hybrid,k_EO_growth,0.0008,0.07061872592490076,1.1484494207899303,False,well_estimated
hybrid,k_EO_stationary,0.003,0.014476075012410643,1.0287794576648623,False,well_estimated
hybrid,alpha_EA_loss,1.0,0.19444847300502582,1.4639218121182351,False,well_estimated
hybrid,alpha_IAA_loss,1.0,0.17600958003456052,1.4119599531368352,False,well_estimated
hybrid,alpha_EO_loss,1.0,0.14835732762748902,1.3374707924778924,False,well_estimated
dopt_greedy,mu0,0.0601697224171635,0.006172937624312016,1.012172446211787,False,well_estimated
dopt_greedy,qN,0.0146092346863683,0.0070398445316646446,1.0138937283439118,False,well_estimated
dopt_greedy,betaG0,0.779853869422414,0.01625000943461855,1.0323626583848615,False,well_estimated
dopt_greedy,betaF0,0.5108967442490071,0.02869013079161017,1.0578437691806841,False,well_estimated
dopt_greedy,qEG,1.5379361359484045,0.01297619676845535,1.0257595326734539,False,well_estimated
dopt_greedy,qEF,1.262713484739452,0.018147890949250175,1.0362100417198394,False,well_estimated
dopt_greedy,iG,0.0073666781875985,0.03450699940938806,1.0699733256268793,False,well_estimated
dopt_greedy,iE,0.0258618456174518,0.024824399676808034,1.049858951631455,False,well_estimated
dopt_greedy,Kd0,0.0006690744222537,0.02911532742025288,1.058725728179913,False,well_estimated
dopt_greedy,gammaG0,0.0975070871956685,0.018535832111686648,1.0369982388555972,False,well_estimated
dopt_greedy,gammaF0,0.0013892430460828,1.0314119483700648,7.5501499108484476,False,weak_but_actionable
dopt_greedy,kPyrS,0.4414987236423745,0.021056266749164543,1.042133738337841,False,well_estimated
dopt_greedy,kPyrD,0.0078209107245985,0.024221317956653637,1.0486187093287347,False,well_estimated
dopt_greedy,kAldPyr,0.0001989638630771,2.059656174417627,56.65193261284857,False,weak_or_confounded
dopt_greedy,kAldS,0.8021403800399333,0.014982275242563025,1.0298006702409341,False,well_estimated
dopt_greedy,kAldRed,0.0001006867990184,1.152288094181273,9.568578569451113,True,weak_or_confounded
dopt_greedy,kAcAld,0.002432481351446,0.03186576802947296,1.0644485858771522,False,well_estimated
dopt_greedy,kAcStress,0.0026055689557885,0.013472498548171334,1.0267578272529916,False,well_estimated
dopt_greedy,kAcAssim,1.013544893471728e-05,81.71847421282581,1.0576541811633429e+17,False,weak_or_confounded
dopt_greedy,qO2,0.0416960530672166,0.032123296671643924,1.0649860084574192,False,well_estimated
dopt_greedy,kLaO2,0.0015008512210468,0.1712382260195031,1.3988170609754942,False,well_estimated
dopt_greedy,O2sat,2.713015080772752,0.2584809149824761,1.6596763166169668,False,well_estimated
