analysis,parameter,theta,std_log_approx,approx_95_multiplier,active_bound,classification
reduced_hybrid,mu0,0.0601697224171635,0.0062708932966526,1.0123667950116928,False,well_estimated
reduced_hybrid,qN,0.0146092346863683,0.007192701275400527,1.0141975356197157,False,well_estimated
reduced_hybrid,betaG0,0.779853869422414,0.016074997478303796,1.0320085945298314,False,well_estimated
reduced_hybrid,betaF0,0.5108967442490071,0.028576707273002454,1.0576086259686297,False,well_estimated
reduced_hybrid,qEG,1.5379361359484045,0.012640464774778476,1.0250847693324936,False,well_estimated
reduced_hybrid,qEF,1.262713484739452,0.017777286585239006,1.0354576280553072,False,well_estimated
reduced_hybrid,iG,0.0073666781875985,0.034294014101641755,1.0695267571914733,False,well_estimated
reduced_hybrid,iE,0.0258618456174518,0.024308670262541972,1.0487982592527387,False,well_estimated
reduced_hybrid,Kd0,0.0006690744222537,0.025627062826724337,1.0515119103866744,False,well_estimated
reduced_hybrid,gammaG0,0.0975070871956685,0.018390397012070698,1.0367026817356377,False,well_estimated
reduced_hybrid,gammaF0,0.0013892430460828,1.0325210056067091,7.566579916616217,False,weak_but_actionable
reduced_hybrid,kPyrS,0.3105557324575091,0.024240565503536236,1.0486582694169646,False,well_estimated
reduced_hybrid,kPyrD,0.0053434401925797,0.029002939992092556,1.0584925384393333,False,well_estimated
reduced_hybrid,kAldS,1.2620397362713356,0.006029730929996206,1.0118883843342281,False,well_estimated
reduced_hybrid,kAldRed,0.0001000771373294,1.0036694499316547,7.150570343641382,True,weak_or_confounded
reduced_hybrid,kAcStress,0.0019346883584667,0.016905046587667505,1.0336889319434288,False,well_estimated
reduced_hybrid,qO2,0.0481677204427031,0.011867621674442304,1.0235331745908538,False,well_estimated
reduced_hybrid,k_EA_growth,0.1,0.05882761167674702,1.1222124279307228,False,well_estimated
reduced_hybrid,k_EA_stationary,0.28,0.016620763819150296,1.0331131268712943,False,well_estimated
reduced_hybrid,k_IAA_growth,0.003,0.07975197454787228,1.1691931202824382,False,well_estimated
reduced_hybrid,k_IAA_stationary,0.012,0.015389556168562996,1.0306230580555955,False,well_estimated
reduced_hybrid,k_EO_growth,0.0008,0.07497390473939122,1.1582947185498051,False,well_estimated
reduced_hybrid,k_EO_stationary,0.003,0.014318967285346111,1.0284627131987094,False,well_estimated
reduced_hybrid,alpha_EA_loss,1.0,0.1912019847608684,1.4546362802026935,False,well_estimated
reduced_hybrid,alpha_IAA_loss,1.0,0.1723268592920867,1.4018049331228748,False,well_estimated
reduced_hybrid,alpha_EO_loss,1.0,0.14482547190411604,1.3282442069607046,False,well_estimated
