analysis,direction,eigenvalue,relative_eigenvalue
hybrid,1,0.00011965424764047534,3.0072193129350315e-10
hybrid,2,0.2035729324938788,5.116311925890438e-07
hybrid,3,0.9398511003614212,2.3620877954808543e-06
hybrid,4,1.4730927957498883,3.7022614679213616e-06
hybrid,5,19.22586190751804,4.831954099099838e-05
hybrid,6,26.239214527825,6.594590182992297e-05
hybrid,7,31.91768883391217,8.021736977862475e-05
hybrid,8,44.98330031099586,0.00011305461537917347
hybrid,9,58.288255968588835,0.0001464933945284758
hybrid,10,176.38781353043484,0.0004433079893736061
hybrid,11,207.65502087072798,0.000521890531681504
hybrid,12,331.1475911725213,0.0008322591560628061
hybrid,13,456.64995665775797,0.0011476789131952452
hybrid,14,1047.3579724263464,0.0026322802444094435
hybrid,15,1176.790790088933,0.0029575782398237435
hybrid,16,1233.654829811066,0.0031004922122367536
hybrid,17,1775.4088852290486,0.004462059637079876
hybrid,18,2273.883114849148,0.005714853716583077
hybrid,19,5601.485906872762,0.01407797627953415
hybrid,20,7581.260292212487,0.019053659035683776
hybrid,21,14178.028757876802,0.03563303663748315
hybrid,22,17659.41543771724,0.0443826577047335
hybrid,23,18209.106063290998,0.04576417177377986
hybrid,24,38266.55170539608,0.09617369679483691
hybrid,25,43098.05759891931,0.10831651505668326
hybrid,26,43601.93380593342,0.10958288569620639
hybrid,27,47930.65450729656,0.12046207531975764
hybrid,28,52523.4689550017,0.13200500052318676
hybrid,29,89090.70455802174,0.22390787843560392
hybrid,30,148391.40056625073,0.37294579545319584
hybrid,31,397889.9946731633,1.0
dopt_greedy,1,0.00011965424767961194,3.007219313918634e-10
dopt_greedy,2,0.20357293249525782,5.116311925925095e-07
dopt_greedy,3,0.9398511003592424,2.362087795475378e-06
dopt_greedy,4,1.4730927957492048,3.702261467919643e-06
dopt_greedy,5,19.22586190751792,4.831954099099806e-05
dopt_greedy,6,26.239214527825354,6.594590182992384e-05
dopt_greedy,7,31.917688833911978,8.021736977862425e-05
dopt_greedy,8,44.98330031099587,0.00011305461537917347
dopt_greedy,9,58.2882559685885,0.0001464933945284749
dopt_greedy,10,176.387813530431,0.0004433079893735963
dopt_greedy,11,207.65502087072682,0.0005218905316815009
dopt_greedy,12,331.14759117252,0.0008322591560628026
dopt_greedy,13,456.649956657766,0.0011476789131952651
dopt_greedy,14,1047.3579724263436,0.0026322802444094357
dopt_greedy,15,1176.790790088935,0.002957578239823748
dopt_greedy,16,1233.654829811073,0.0031004922122367697
dopt_greedy,17,1775.4088852290495,0.004462059637079877
dopt_greedy,18,2273.883114849175,0.005714853716583143
dopt_greedy,19,5601.485906872778,0.014077976279534186
dopt_greedy,20,7581.260292212491,0.01905365903568378
dopt_greedy,21,14178.028757876804,0.03563303663748314
dopt_greedy,22,17659.415437717216,0.04438265770473342
dopt_greedy,23,18209.106063291005,0.045764171773779866
dopt_greedy,24,38266.551705396065,0.09617369679483685
dopt_greedy,25,43098.057598919324,0.10831651505668326
dopt_greedy,26,43601.93380593344,0.1095828856962064
dopt_greedy,27,47930.65450729655,0.12046207531975758
dopt_greedy,28,52523.46895500169,0.1320050005231867
dopt_greedy,29,89090.70455802174,0.22390787843560386
dopt_greedy,30,148391.40056625073,0.3729457954531957
dopt_greedy,31,397889.9946731634,1.0
dopt_exchange_from_hybrid,1,0.00011965424764047534,3.0072193129350315e-10
dopt_exchange_from_hybrid,2,0.2035729324938788,5.116311925890438e-07
dopt_exchange_from_hybrid,3,0.9398511003614212,2.3620877954808543e-06
dopt_exchange_from_hybrid,4,1.4730927957498883,3.7022614679213616e-06
dopt_exchange_from_hybrid,5,19.22586190751804,4.831954099099838e-05
dopt_exchange_from_hybrid,6,26.239214527825,6.594590182992297e-05
dopt_exchange_from_hybrid,7,31.91768883391217,8.021736977862475e-05
dopt_exchange_from_hybrid,8,44.98330031099586,0.00011305461537917347
dopt_exchange_from_hybrid,9,58.288255968588835,0.0001464933945284758
dopt_exchange_from_hybrid,10,176.38781353043484,0.0004433079893736061
dopt_exchange_from_hybrid,11,207.65502087072798,0.000521890531681504
dopt_exchange_from_hybrid,12,331.1475911725213,0.0008322591560628061
dopt_exchange_from_hybrid,13,456.64995665775797,0.0011476789131952452
dopt_exchange_from_hybrid,14,1047.3579724263464,0.0026322802444094435
dopt_exchange_from_hybrid,15,1176.790790088933,0.0029575782398237435
dopt_exchange_from_hybrid,16,1233.654829811066,0.0031004922122367536
dopt_exchange_from_hybrid,17,1775.4088852290486,0.004462059637079876
dopt_exchange_from_hybrid,18,2273.883114849148,0.005714853716583077
dopt_exchange_from_hybrid,19,5601.485906872762,0.01407797627953415
dopt_exchange_from_hybrid,20,7581.260292212487,0.019053659035683776
dopt_exchange_from_hybrid,21,14178.028757876802,0.03563303663748315
dopt_exchange_from_hybrid,22,17659.41543771724,0.0443826577047335
dopt_exchange_from_hybrid,23,18209.106063290998,0.04576417177377986
dopt_exchange_from_hybrid,24,38266.55170539608,0.09617369679483691
dopt_exchange_from_hybrid,25,43098.05759891931,0.10831651505668326
dopt_exchange_from_hybrid,26,43601.93380593342,0.10958288569620639
dopt_exchange_from_hybrid,27,47930.65450729656,0.12046207531975764
dopt_exchange_from_hybrid,28,52523.4689550017,0.13200500052318676
dopt_exchange_from_hybrid,29,89090.70455802174,0.22390787843560392
dopt_exchange_from_hybrid,30,148391.40056625073,0.37294579545319584
dopt_exchange_from_hybrid,31,397889.9946731633,1.0
