,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS,kPyrD,kAldPyr,kAldS,kAldRed,kAcAld,kAcStress,kAcAssim,qO2,kLaO2,O2sat,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
mu0,5556.703585873856,-1329.0010385855835,-239.5618295665297,166.4984625810692,2655.267312910238,2170.694394649936,-595.8869452468532,-2467.717788042941,0.0,443.2552772232419,4.9599336951011015,-68.46987304395101,140.48207539376327,1.6990323609471125,404.58144381431765,-1.1946873569370182,-10.458081287783036,412.6326194598632,-0.10435145143580005,56.996332953225355,-8.233132878002607,-12.605293297439967,132.972130412849,374.0189074003205,103.74640098614383,424.30776884257375,109.5770287146319,427.82407518402727,-19.321582718641228,-21.912038675341687,-27.189827065184673
qN,-1329.0010385855835,2355.667476508269,97.56590759935433,-85.54198959124625,-1004.8684368122846,-919.2328949065835,255.27044817299029,987.2313987363331,0.0,-132.95536443722827,-1.41060532523928,82.89483802803998,-120.41658822896629,-0.768086700056092,-176.6875208329112,0.5058962972284032,-0.11608233825612371,-314.68706014735045,0.07197753635733843,-8.612767493791418,1.6324745479311331,2.130826176356627,60.46236479142797,325.983070047367,62.83158875416259,463.13084573423674,61.481728679189345,428.72886329820494,-23.033352814411863,-33.85073716286089,-37.8299138045462
betaG0,-239.5618295665297,97.56590759935433,5289.422922396291,3646.9960005868666,-5194.391542461754,-3531.8849942271704,-32.1274404848905,63.462789748794854,0.0,-293.52000603656575,-3.41710727181665,-45.29220373472544,-0.9924310745126199,-0.8579594978440372,-198.2582051825176,0.6185249814907519,17.068982390190445,113.00211384916001,-0.028634357893453657,-13.482574854409673,3.575528930798674,4.25899271780673,-44.306343517227425,-100.56957823363304,-28.313455980437347,-72.00136532938802,-28.75935365966423,-62.08572628045133,4.3842399427980165,1.7603858419907232,1.2215042110401901
betaF0,166.4984625810692,-85.54198959124625,3646.9960005868666,2661.210117620853,-3358.8793729109,-2551.122403776543,-22.970002441833774,-151.96667996152746,0.0,-77.07355847179701,-0.8800482749648622,-16.16586507084113,-2.9222389543130385,-0.3518379875069481,-79.54200751673815,0.2568657455817066,7.879314425323348,74.60431511441375,-0.017957991764775142,-6.952926456099949,2.0234398732483894,2.3648946423665795,-26.53331867241955,-92.56378963230038,-18.488108787564222,-89.75568790375185,-19.490462394395205,-89.71807366396526,5.5969463729897315,5.481825982333057,6.795596239644729
qEG,2655.267312910238,-1004.8684368122846,-5194.391542461754,-3358.8793729109,9370.038753302973,3846.378109146152,-112.48849556809917,-1344.0931832845024,0.0,-1628.193540673962,-26.714255063303725,107.33292915785734,-1.9940695593529258,1.8290219819842952,454.0936875684072,-1.2679835066292249,-31.089281212911796,-54.93179822982478,0.010620197860329852,20.042881227340825,-4.424553950692534,-5.497642961456774,70.87406768010176,56.02555962442066,39.984875036358446,-27.543281625576427,44.10073220755065,-16.22516276051356,1.292885696780546,8.758403593850032,9.428396943345094
qEF,2170.694394649936,-919.2328949065835,-3531.8849942271704,-2551.122403776543,3846.378109146152,4708.632077521511,-596.9137929537774,-1116.9050234243778,0.0,-39.30562498411981,-0.6748396321998333,63.45567622834676,11.611347375187886,1.3952428490682038,319.68433558384,-1.0297117599972723,-21.479791662272767,-28.496356381906047,0.005426817686898172,15.692794827064926,-3.8045965565975215,-4.620618152842435,66.41627686492524,150.28750174447993,44.284751630630936,124.65313686960448,48.12206298562491,135.10256340879238,-6.558222207787177,-4.033121344572075,-6.102179271984049
iG,-595.8869452468532,255.27044817299029,-32.1274404848905,-22.970002441833774,-112.48849556809917,-596.9137929537774,178.00576644990937,323.6329871631055,0.0,27.6000305829376,0.332446891643969,-13.874894705585675,-1.3393898290513553,-0.2552478094386969,-64.5890205748882,0.17665624568431393,3.634317519351672,-12.485622395307816,0.0036608568105268515,-2.047112896379336,0.3636035291256649,0.47877378529153786,-7.492490552974306,5.476113083274816,-3.7235963865222903,17.94495027391742,-4.51391194198083,14.046266075283366,-1.093886194323128,-2.2272695338290243,-2.3259476812881807
iE,-2467.717788042941,987.2313987363331,63.462789748794854,-151.96667996152746,-1344.0931832845024,-1116.9050234243778,323.6329871631055,1335.821330724856,0.0,-258.00961594516014,-2.9548006565714307,-49.03053565924041,-2.8724616567074435,-0.96256655416618,-223.71823471469907,0.6895536375287724,12.666172321398406,-44.176758628064825,0.012081480200604882,-7.546321307982856,1.3785583483761217,1.7971044683756578,-39.7408413756234,-65.1019250549943,-26.667314625885258,-48.22562239633474,-29.567124229842708,-59.51133528632214,1.573262644217647,-0.35934273064176825,0.7391912060581763
Kd0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaG0,443.2552772232419,-132.95536443722827,-293.52000603656575,-77.07355847179701,-1628.193540673962,-39.30562498411981,27.6000305829376,-258.00961594516014,0.0,2536.1072635903092,37.04394836354027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
