case,parameter,theta,std_log_approx,approx_95_multiplier,fim_diag,active_bound,classification
historical_only,mu0,0.059469471394580954,0.00906901883374575,1.0179341973707592,56430.29651543123,False,well_estimated
historical_only,qN,0.014939941033320156,0.010378906235172777,1.020550978261963,33653.0935274053,False,well_estimated
historical_only,betaG0,0.7969427351457699,0.03733190410897793,1.075913999094927,29526.4647763958,False,well_estimated
historical_only,betaF0,0.49635118639171494,0.07021516371507898,1.1475413772195018,10034.99047538867,False,well_estimated
historical_only,qEG,1.5311566728738524,0.02471992317750513,1.049643989888952,64849.94650070877,False,well_estimated
historical_only,qEF,1.3265135983829275,0.0428408146411199,1.0875940866483205,46405.84220656747,False,well_estimated
historical_only,iG,0.007704545191858687,0.08680016850457174,1.1854569715713434,2444.5760926797902,False,well_estimated
historical_only,iE,0.026188010247588937,0.046219394619685036,1.0948200517414362,17686.780828764196,False,well_estimated
historical_only,Kd0,0.000753987457851095,0.04199503742359073,1.0857926500937762,701.5102893823243,False,well_estimated
historical_only,gammaG0,0.09845142463665203,0.03963136124272028,1.0807740182822243,24153.525991923434,False,well_estimated
historical_only,gammaF0,0.0001317665869675359,28.827622133720677,1.0576541811633429e+17,0.033854093494290326,False,weak_or_confounded
historical_only,kPyrS_N,0.8508617891421286,301.57089433405037,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_only,kPyrO2,0.2731889591927507,301.57089433405037,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_only,kPyrDrain,0.0035910294181966,301.57089433405037,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_only,kAldS_N,2.359887977142201,301.57089433405037,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_only,kAcAld,0.0013923120060084,301.57089433405037,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_only,kAcStress,0.0026158743573774,301.57089433405037,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_only,k_EA_growth,0.1,301.57089433405037,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_only,k_EA_stationary,0.28,301.57089433405037,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_only,k_IAA_growth,0.003,301.57089433405037,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_only,k_IAA_stationary,0.012,301.57089433405037,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_only,k_EO_growth,0.0008,301.57089433405037,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_only,k_EO_stationary,0.003,301.57089433405037,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_only,alpha_EA_loss,1.0,301.57089433405037,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_only,alpha_IAA_loss,1.0,301.57089433405037,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_only,alpha_EO_loss,1.0,301.57089433405037,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_plus_lot1,mu0,0.0785780299336264,0.006151549947995917,1.0121300169884613,93378.47924459977,False,well_estimated
historical_plus_lot1,qN,0.016296441287017016,0.007723857549064713,1.0152539322859935,54357.82985923867,False,well_estimated
historical_plus_lot1,betaG0,0.7138298895044697,0.03705941961813931,1.0753395395479421,31473.07627134583,False,well_estimated
historical_plus_lot1,betaF0,0.5398215404690709,0.053818741837000604,1.1112491400645697,16194.309697325218,False,well_estimated
historical_plus_lot1,qEG,1.5554041122984843,0.023645660090259854,1.0474362311495973,77301.43791691335,False,well_estimated
historical_plus_lot1,qEF,1.4011518771306635,0.031759372027180016,1.0642266329951577,66225.71695953979,False,well_estimated
historical_plus_lot1,iG,0.006401845212108186,0.06403550550667482,1.1337260422402684,2592.8499811897573,False,well_estimated
historical_plus_lot1,iE,0.03964317272467652,0.036606366153845604,1.0743850782290056,30255.131368365164,False,well_estimated
historical_plus_lot1,Kd0,0.0009067101651034062,0.03793019217293946,1.0771764038732177,827.4105425131016,False,well_estimated
historical_plus_lot1,gammaG0,0.100932760545298,0.03663969599164751,1.0744552663191236,30196.01120355382,False,well_estimated
historical_plus_lot1,gammaF0,0.0004287262831490746,7.942338105158624,5763080.427214775,0.4526341440841547,False,weak_or_confounded
historical_plus_lot1,kPyrS_N,0.8508617891421286,0.06940107129227843,1.1457117959764542,382.132058972951,False,well_estimated
historical_plus_lot1,kPyrO2,0.2731889591927507,0.16615146108231743,1.3849400641505247,314.4492268219463,False,well_estimated
historical_plus_lot1,kPyrDrain,0.0035910294181966,0.16231800723529888,1.3745732154594157,260.04822730504736,False,well_estimated
historical_plus_lot1,kAldS_N,2.359887977142201,0.030834079600068107,1.0622983292289432,2592.167030767963,False,well_estimated
historical_plus_lot1,kAcAld,0.0013923120060084,0.18202937968367197,1.4287180650127922,71.29590515531338,False,well_estimated
historical_plus_lot1,kAcStress,0.0026158743573774,0.029659733050544836,1.0598560285525367,1249.5325836685363,False,well_estimated
historical_plus_lot1,k_EA_growth,0.1,252.54051154912267,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_plus_lot1,k_EA_stationary,0.28,252.54051154912267,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_plus_lot1,k_IAA_growth,0.003,252.54051154912267,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_plus_lot1,k_IAA_stationary,0.012,252.54051154912267,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_plus_lot1,k_EO_growth,0.0008,252.54051154912267,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_plus_lot1,k_EO_stationary,0.003,252.54051154912267,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_plus_lot1,alpha_EA_loss,1.0,252.54051154912267,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_plus_lot1,alpha_IAA_loss,1.0,252.54051154912267,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_plus_lot1,alpha_EO_loss,1.0,252.54051154912267,1.0576541811633429e+17,0.0,False,weak_or_confounded
