,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary
k_EA_growth,94.2607444653175,1226.9117837149445,9.747296788345367e-05,-0.0019005770682582884,3.996888451363563e-05,-0.0006816017845336506
k_EA_stationary,1226.9117837149445,23359.075186659567,-0.0001209661502744974,-0.0010817149515107316,-2.4053003772049503e-06,-0.000411948259803506
k_IAA_growth,9.747296788345367e-05,-0.0001209661502744974,134.0644821070223,2509.5129074221836,-2.151685255953155e-06,-9.405898564378745e-05
k_IAA_stationary,-0.0019005770682582884,-0.0010817149515107316,2509.5129074221836,68731.35774171636,-0.00012326741940110405,-1.9080073759422278e-11
k_EO_growth,3.996888451363563e-05,-2.4053003772049503e-06,-2.151685255953155e-06,-0.00012326741940110405,58.46708990299386,1031.4291417862298
k_EO_stationary,-0.0006816017845336506,-0.000411948259803506,-9.405898564378745e-05,-1.9080073759422278e-11,1031.4291417862298,26762.933596536634
